522,531,588
523,530,592
524,530,595
525,529,599
526,528,606
526,527,610
527,526,615
527,525,619
527,524,623
527,524,628
527,523,632
528,523,635
529,523,639
529,523,641
530,524,644
531,524,646
531,525,647
532,526,649
533,527,651
533,527,651
533,527,651
533,527,651
534,527,650
534,526,649
534,526,648
535,526,647
536,526,646
536,526,644
537,527,644
538,527,643
539,528,642
540,528,642
540,529,643
541,529,643
542,530,643
542,530,643
543,531,643
544,531,644
544,531,644
545,532,644
550,534,648
551,535,650
551,535,651
551,536,651
551,536,648
551,536,649
552,535,650
552,535,650
552,535,651
551,533,649
552,534,650
552,533,650
552,533,649
553,534,651
552,533,646
552,532,645
552,531,644
552,531,644
551,531,643
551,530,642
551,531,642
550,530,641
550,530,640
550,529,640
550,529,639
550,529,638
550,528,637
550,527,635
550,527,635
550,527,635
550,526,634
550,527,633
550,527,632
551,527,632
551,527,632
551,527,631
551,527,631
552,527,631
552,527,630
551,527,630
552,527,631
552,527,632
552,527,633
553,528,634
553,529,633
553,528,632
553,528,633
553,528,634
553,528,634
553,528,633
553,528,633
553,528,634
554,529,635
554,529,635
553,530,634
554,530,634
554,529,633
554,529,633
553,529,633
553,529,632
553,529,632
553,529,633
553,529,635
553,529,637
553,529,638
552,528,638
552,528,639
551,528,640
551,527,641
550,526,643
550,526,645
550,526,646
549,526,647
549,525,649
549,525,650
549,525,651
548,524,652
548,524,654
548,523,656
548,523,657
548,523,658
549,524,661
550,524,662
550,524,663
551,525,664
551,525,664
551,525,666
552,526,666
553,526,668
553,527,669
553,527,669
554,527,669
554,527,670
555,527,670
555,527,671
555,527,671
556,528,671
556,528,671
557,528,671
557,528,672
558,528,672
558,529,672
559,529,673
560,530,673
561,531,674
562,531,674
562,531,674
563,531,674
563,531,674
564,531,674
564,532,673
564,532,673
564,532,673
565,532,673
565,532,672
565,532,672
565,532,672
565,532,671
565,532,671
565,532,670
565,532,670
565,532,669
566,532,669
565,532,668
565,532,668
565,532,667
565,532,667
565,532,666
565,532,665
565,532,665
565,532,665
565,533,664
565,533,664
564,533,663
564,533,663
564,533,662
563,533,662
563,533,662
562,532,661
562,532,661
561,532,660
560,532,659
560,532,659
559,531,659
559,531,658
558,531,658
557,530,657
557,530,656
557,529,656
556,529,654
556,529,652
556,529,652
556,528,651
556,529,650
556,529,649
556,529,648
556,530,644
557,530,643
557,531,642
557,531,642
558,532,641
558,533,640
559,533,639
559,535,638
560,536,637
561,537,636
561,537,635
561,538,635
561,538,635
561,538,635
560,538,634
560,538,634
560,538,634
559,539,634
558,539,635
558,539,635
558,539,636
557,539,636
557,539,636
557,539,637
557,539,638
557,539,638
557,539,638
557,539,639
557,540,640
557,540,640
557,541,641
557,541,641
558,541,641
558,542,642
558,542,641
558,542,642
559,543,642
559,543,642
559,543,641
559,544,641
559,544,641
560,544,639
560,545,637
559,545,636
560,545,635
559,545,634
559,545,632
559,545,629
559,546,628
559,546,627
559,546,624
560,547,623
560,547,622
560,547,621
560,547,620
560,547,616
560,546,614
560,546,611
560,546,610
560,546,608
560,546,607
560,545,606
561,545,603
561,545,602
561,545,601
561,545,600
561,545,600
561,545,599
561,545,599
561,545,599
561,545,598
561,546,598
561,546,598
562,546,598
562,546,599
562,546,599
562,546,598
561,545,599
562,545,599
561,545,600
561,545,600
561,545,600
561,544,601
561,544,602
561,544,602
560,544,602
560,543,603
561,543,605
561,543,606
561,543,607
561,544,607
561,544,608
561,544,608
561,544,609
561,544,609
562,544,610
562,544,611
563,544,611
563,545,611
564,545,610
564,545,610
564,545,610
564,545,609
564,545,609
565,545,608
565,546,608
566,546,607
566,546,607
567,546,606
567,546,605
567,546,604
568,547,604
569,548,603
569,548,603
569,548,603
570,548,602
570,548,601
570,549,601
571,549,601
571,549,602
571,549,602
572,550,602
571,549,603
572,550,603
572,549,604
572,549,605
573,549,606
573,549,607
574,549,608
574,549,608
574,549,609
574,549,609
575,549,610
575,549,610
576,550,610
576,550,610
576,550,611
577,550,611
577,550,611
577,551,612
578,551,612
579,551,612
579,552,611
580,552,612
580,553,611
580,553,611
581,553,610
581,553,610
581,554,610
581,554,609
581,554,608
580,553,607
580,553,606
580,553,604
579,552,603
579,552,602
578,552,601
577,551,600
576,551,600
576,551,600
575,551,599
574,551,599
574,551,599
574,551,600
573,551,600
573,551,599
573,550,599
572,550,599
572,550,599
571,550,598
571,549,598
571,549,598
570,549,597
571,549,597
571,549,597
571,551,596
570,551,595
571,551,595
570,551,595
570,551,595
570,551,595
571,552,595
570,551,596
570,551,596
570,551,596
570,550,597
