Participant,Device,Method,Size,Offset,aligned(Offset) for Device,aligned(Offset) for Method,aligned(Offset) for Device*Method,aligned(Offset) for Size,aligned(Offset) for Device*Size,aligned(Offset) for Method*Size,aligned(Offset) for Device*Method*Size,ART(Offset) for Device,ART(Offset) for Method,ART(Offset) for Device*Method,ART(Offset) for Size,ART(Offset) for Device*Size,ART(Offset) for Method*Size,ART(Offset) for Device*Method*Size
P5,tPad,Clipped,Half,0.1131,-0.0011784366507716761523868122,0.0119191239809260113828641748,0.0232931913405263659070765670,0.0162779119888828172936342800,0.0292323390180700123361370399,0.0164167849808141524033354171,0.0167044214436904494243247205,756,824,874,846,895,834,844
P5,tPad,Clipped,Half,0.1027,-0.0115784366507716761523868122,0.0015191239809260113828641748,0.0128931913405263659070765670,0.0058779119888828172936342800,0.0188323390180700123361370399,0.0060167849808141524033354171,0.0063044214436904494243247205,700,764,824,791,847,787,786
P5,tPad,Clipped,Half,0.0722,-0.0420784366507716761523868122,-0.0289808760190739886171358252,-0.0176068086594736340929234330,-0.0246220880111171827063657200,-0.0116676609819299876638629601,-0.0244832150191858475966645829,-0.0241955785563095505756752795,444,508,598,556,656,554,551
P5,tPad,Clipped,Half,0.0506,-0.0636784366507716761523868122,-0.0505808760190739886171358252,-0.0392068086594736340929234330,-0.0462220880111171827063657200,-0.0332676609819299876638629601,-0.0460832150191858475966645829,-0.0457955785563095505756752795,243,316,409,377,474,355,357
P5,tPad,Clipped,Half,0.041,-0.0732784366507716761523868122,-0.0601808760190739886171358252,-0.0488068086594736340929234330,-0.0558220880111171827063657200,-0.0428676609819299876638629601,-0.0556832150191858475966645829,-0.0553955785563095505756752795,184,265,347,304,410,299,300
P5,tPad,Clipped,Half,0.0773,-0.0369784366507716761523868122,-0.0238808760190739886171358252,-0.0125068086594736340929234330,-0.0195220880111171827063657200,-0.0065676609819299876638629601,-0.0193832150191858475966645829,-0.0190955785563095505756752795,493,572,658,602,700,599,608
P5,tPad,Clipped,Half,0.0762,-0.0380784366507716761523868122,-0.0249808760190739886171358252,-0.0136068086594736340929234330,-0.0206220880111171827063657200,-0.0076676609819299876638629601,-0.0204832150191858475966645829,-0.0201955785563095505756752795,486,558,648,596,694,583,596
P5,tPad,Clipped,Half,0.0576,-0.0566784366507716761523868122,-0.0435808760190739886171358252,-0.0322068086594736340929234330,-0.0392220880111171827063657200,-0.0262676609819299876638629601,-0.0390832150191858475966645829,-0.0387955785563095505756752795,318,390,485,439,541,410,416
P6,Normal,Clipped,ThreeQuarters,0.2949,0.1433400528123878377685484285,0.1145433664051684356252884172,0.1199243411270061016253909655,0.1415856247024267328835856755,0.1386114013961222083049494217,0.1237943160090357177092997000,0.1284116881954456441324682331,1104,1088,1095,1110,1108,1097,1098
P6,Normal,Clipped,ThreeQuarters,0.1844,0.0328400528123878377685484285,0.0040433664051684356252884172,0.0094243411270061016253909655,0.0310856247024267328835856755,0.0281114013961222083049494217,0.0132943160090357177092997000,0.0179116881954456441324682331,918,780,803,905,891,823,851
P6,Normal,Clipped,ThreeQuarters,0.1623,0.0107400528123878377685484285,-0.0180566335948315643747115828,-0.0126756588729938983746090345,0.0089856247024267328835856755,0.0060114013961222083049494217,-0.0088056839909642822907003000,-0.0041883118045543558675317669,820,611,656,808,776,679,716
P6,Normal,Clipped,ThreeQuarters,0.3044,0.1528400528123878377685484285,0.1240433664051684356252884172,0.1294243411270061016253909655,0.1510856247024267328835856755,0.1481114013961222083049494217,0.1332943160090357177092997000,0.1379116881954456441324682331,1109,1100,1102,1116,1112,1104,1107
P6,Normal,Clipped,ThreeQuarters,0.0705,-0.0810599471876121622314515715,-0.1098566335948315643747115828,-0.1044756588729938983746090345,-0.0828143752975732671164143245,-0.0857885986038777916950505783,-0.1006056839909642822907003000,-0.0959883118045543558675317669,138,57,64,150,137,69,90
P6,Normal,Clipped,ThreeQuarters,0.1435,-0.0080599471876121622314515715,-0.0368566335948315643747115828,-0.0314756588729938983746090345,-0.0098143752975732671164143245,-0.0127885986038777916950505783,-0.0276056839909642822907003000,-0.0229883118045543558675317669,716.5,437.5,496.5,686.5,644.5,527.5,562.5
P6,Normal,Clipped,ThreeQuarters,0.1116,-0.0399599471876121622314515715,-0.0687566335948315643747115828,-0.0633756588729938983746090345,-0.0417143752975732671164143245,-0.0446885986038777916950505783,-0.0595056839909642822907003000,-0.0548883118045543558675317669,473,211,258,418,392,273,307
P6,Normal,Clipped,ThreeQuarters,0.1452,-0.0063599471876121622314515715,-0.0351566335948315643747115828,-0.0297756588729938983746090345,-0.0081143752975732671164143245,-0.0110885986038777916950505783,-0.0259056839909642822907003000,-0.0212883118045543558675317669,731,460,511,697,662,540,582
P6,Normal,Clipped,ThreeQuarters,0.0948,-0.0567599471876121622314515715,-0.0855566335948315643747115828,-0.0801756588729938983746090345,-0.0585143752975732671164143245,-0.0614885986038777916950505783,-0.0763056839909642822907003000,-0.0716883118045543558675317669,316.5,113.5,152.5,289.5,274.5,166.5,192.5
P6,tPad,Normal,Quarter,0.0566,-0.0538265352841644271921966756,-0.0244514600325836987212731740,-0.0363711555221352093672325881,-0.0477175761850337894653748074,-0.0246004327444263194512883046,-0.0339632203673877610114676090,-0.0387928755624871684350406346,342,565,438,366,554,467,417
P6,tPad,Normal,Quarter,0.0778,-0.0326265352841644271921966756,-0.0032514600325836987212731740,-0.0151711555221352093672325881,-0.0265175761850337894653748074,-0.0034004327444263194512883046,-0.0127632203673877610114676090,-0.0175928755624871684350406346,533,735,633,541,716,658,620
P6,tPad,Normal,Quarter,0.0984,-0.0120265352841644271921966756,0.0173485399674163012787268260,0.0054288444778647906327674119,-0.0059175761850337894653748074,0.0171995672555736805487116954,0.0078367796326122389885323910,0.0030071244375128315649593654,693,844,780,714,837,795,767
P6,Normal,Clipped,Half,0.1053,0.0108693457416807670614777214,-0.0179273406655386350817822899,-0.0125463659437009690816797416,-0.0135685526575818291710121847,-0.0198314165779204012550761095,-0.0134296796656504940613110476,-0.0077794420079381846035097492,821,613,657,649,587,650,689
P6,Normal,Clipped,Half,0.1132,0.0187693457416807670614777214,-0.0100273406655386350817822899,-0.0046463659437009690816797416,-0.0056685526575818291710121847,-0.0119314165779204012550761095,-0.0055296796656504940613110476,0.0001205579920618153964902508,860,681,710,719,652,707,752
P6,Normal,Clipped,Half,0.1061,0.0116693457416807670614777214,-0.0171273406655386350817822899,-0.0117463659437009690816797416,-0.0127685526575818291710121847,-0.0190314165779204012550761095,-0.0126296796656504940613110476,-0.0069794420079381846035097492,827,620,663,658,594,660,695
P6,Normal,Clipped,Half,0.087,-0.0074306542583192329385222786,-0.0362273406655386350817822899,-0.0308463659437009690816797416,-0.0318685526575818291710121847,-0.0381314165779204012550761095,-0.0317296796656504940613110476,-0.0260794420079381846035097492,723,448,504,494,442,489,528
P6,Normal,Clipped,Half,0.1166,0.0221693457416807670614777214,-0.0066273406655386350817822899,-0.0012463659437009690816797416,-0.0022685526575818291710121847,-0.0085314165779204012550761095,-0.0021296796656504940613110476,0.0035205579920618153964902508,878,709,730,733,686,729,772
P6,Normal,Clipped,Half,0.1086,0.0141693457416807670614777214,-0.0146273406655386350817822899,-0.0092463659437009690816797416,-0.0102685526575818291710121847,-0.0165314165779204012550761095,-0.0101296796656504940613110476,-0.0044794420079381846035097492,842,642,679,682,614,671,715
P6,Normal,Clipped,Half,0.1096,0.0151693457416807670614777214,-0.0136273406655386350817822899,-0.0082463659437009690816797416,-0.0092685526575818291710121847,-0.0155314165779204012550761095,-0.0091296796656504940613110476,-0.0034794420079381846035097492,851,650,686,689,624,676,724
P6,Normal,Clipped,Half,0.0773,-0.0171306542583192329385222786,-0.0459273406655386350817822899,-0.0405463659437009690816797416,-0.0415685526575818291710121847,-0.0478314165779204012550761095,-0.0414296796656504940613110476,-0.0357794420079381846035097492,643,357,397,419,373,385,447
P6,Normal,Clipped,Half,0,-0.0944306542583192329385222786,-0.1232273406655386350817822899,-0.1178463659437009690816797416,-0.1188685526575818291710121847,-0.1251314165779204012550761095,-0.1187296796656504940613110476,-0.1130794420079381846035097492,82.5,38.5,48.5,27.5,22.5,42.5,46.5
P6,tPad,Normal,Half,0.0258,-0.1105322299024372682435108182,-0.0811571546508565397725873166,-0.0930768501404080504185467307,-0.0930758812627827747974897260,-0.0801214542335955797549869661,-0.0865213999514975517492265298,-0.0862724532662776552154105615,35,138,89,104,162,123,122
P6,tPad,Normal,Half,0.0778,-0.0585322299024372682435108182,-0.0291571546508565397725873166,-0.0410768501404080504185467307,-0.0410758812627827747974897260,-0.0281214542335955797549869661,-0.0345213999514975517492265298,-0.0342724532662776552154105615,294,506,390,423,524,462,462
P6,tPad,Normal,Half,0.0935,-0.0428322299024372682435108182,-0.0134571546508565397725873166,-0.0253768501404080504185467307,-0.0253758812627827747974897260,-0.0124214542335955797549869661,-0.0188213999514975517492265298,-0.0185724532662776552154105615,437,651,543,552,648,608,613
P6,tPad,Normal,Half,0.0904,-0.0459322299024372682435108182,-0.0165571546508565397725873166,-0.0284768501404080504185467307,-0.0284758812627827747974897260,-0.0155214542335955797549869661,-0.0219213999514975517492265298,-0.0216724532662776552154105615,416,623,515,525,625,571,577
P6,tPad,Normal,Half,0.0931,-0.0432322299024372682435108182,-0.0138571546508565397725873166,-0.0257768501404080504185467307,-0.0257758812627827747974897260,-0.0128214542335955797549869661,-0.0192213999514975517492265298,-0.0189724532662776552154105615,436,648,540,548,643,602,609
P6,tPad,Normal,Half,0.0572,-0.0791322299024372682435108182,-0.0497571546508565397725873166,-0.0616768501404080504185467307,-0.0616758812627827747974897260,-0.0487214542335955797549869661,-0.0551213999514975517492265298,-0.0548724532662776552154105615,152,324,265,269,364,303,308
P6,tPad,Normal,Half,0.0746,-0.0617322299024372682435108182,-0.0323571546508565397725873166,-0.0442768501404080504185467307,-0.0442758812627827747974897260,-0.0313214542335955797549869661,-0.0377213999514975517492265298,-0.0374724532662776552154105615,261.5,488.5,369.5,395.5,494.5,421.5,432.5
P6,tPad,Normal,Half,0.0566,-0.0797322299024372682435108182,-0.0503571546508565397725873166,-0.0622768501404080504185467307,-0.0622758812627827747974897260,-0.0493214542335955797549869661,-0.0557213999514975517492265298,-0.0554724532662776552154105615,149.5,317.5,263.5,266.5,358.5,297.5,298.5
P6,tPad,Normal,Half,0.0408,-0.0955322299024372682435108182,-0.0661571546508565397725873166,-0.0780768501404080504185467307,-0.0780758812627827747974897260,-0.0651214542335955797549869661,-0.0715213999514975517492265298,-0.0712724532662776552154105615,73,221,166,171,247,203,198
P6,Normal,Clipped,Quarter,0.0939,0.0137046992770343024150130750,-0.0150919871301850997282469363,-0.0097110124083474337281443880,-0.0220805886627521495366760551,-0.0146165357984767351874951084,-0.0064531728655745961813740107,-0.0143527329762268221247578560,840,639,677,580,631,697,641
P6,Normal,Clipped,Quarter,0.0596,-0.0205953007229656975849869250,-0.0493919871301850997282469363,-0.0440110124083474337281443880,-0.0563805886627521495366760551,-0.0489165357984767351874951084,-0.0407531728655745961813740107,-0.0486527329762268221247578560,617,328,372,302,363,392,341
P6,Normal,Clipped,Quarter,0.0885,0.0083046992770343024150130750,-0.0204919871301850997282469363,-0.0151110124083474337281443880,-0.0274805886627521495366760551,-0.0200165357984767351874951084,-0.0118531728655745961813740107,-0.0197527329762268221247578560,814,598,634,534,585,664,604
P6,Normal,Clipped,Quarter,0.0259,-0.0542953007229656975849869250,-0.0830919871301850997282469363,-0.0777110124083474337281443880,-0.0900805886627521495366760551,-0.0826165357984767351874951084,-0.0744531728655745961813740107,-0.0823527329762268221247578560,336,128,170,122,151,186,141
P6,Normal,Clipped,Quarter,0.0709,-0.0092953007229656975849869250,-0.0380919871301850997282469363,-0.0327110124083474337281443880,-0.0450805886627521495366760551,-0.0376165357984767351874951084,-0.0294531728655745961813740107,-0.0373527329762268221247578560,710,429,478,385,446,511,435
P6,Normal,Clipped,Quarter,0.0467,-0.0334953007229656975849869250,-0.0622919871301850997282469363,-0.0569110124083474337281443880,-0.0692805886627521495366760551,-0.0618165357984767351874951084,-0.0536531728655745961813740107,-0.0615527329762268221247578560,525,248,289,222,270,312,257
P6,Normal,Clipped,Quarter,0.0998,0.0196046992770343024150130750,-0.0091919871301850997282469363,-0.0038110124083474337281443880,-0.0161805886627521495366760551,-0.0087165357984767351874951084,-0.0005531728655745961813740107,-0.0084527329762268221247578560,869,691,719,634,685,745,685
P6,Normal,Clipped,Quarter,0.1202,0.0400046992770343024150130750,0.0112080128698149002717530637,0.0165889875916525662718556120,0.0042194113372478504633239449,0.0116834642015232648125048916,0.0198468271344254038186259893,0.0119472670237731778752421440,938,817,839,778,812,853,821
P6,Normal,Clipped,Quarter,0.0993,0.0191046992770343024150130750,-0.0096919871301850997282469363,-0.0043110124083474337281443880,-0.0166805886627521495366760551,-0.0092165357984767351874951084,-0.0010531728655745961813740107,-0.0089527329762268221247578560,863,686,712,628,679,739,681
P6,tPad,Normal,ThreeQuarters,0.1093,-0.0174571235194585448392554991,0.0119179517321221836316680025,-0.0000017437574293270142914116,0.0226826954094974399542927462,-0.0145076761489581448540299388,0.0025607699955883081237675732,0.0059983411786550054716217933,639,823,744,869,632,769,782
P6,tPad,Normal,ThreeQuarters,0.0512,-0.0755571235194585448392554991,-0.0461820482678778163683319975,-0.0581017437574293270142914116,-0.0354173045905025600457072538,-0.0726076761489581448540299388,-0.0555392300044116918762324268,-0.0521016588213449945283782067,167,352,280,464,198,300,321
P6,tPad,Normal,ThreeQuarters,0.1082,-0.0185571235194585448392554991,0.0108179517321221836316680025,-0.0011017437574293270142914116,0.0215826954094974399542927462,-0.0156076761489581448540299388,0.0014607699955883081237675732,0.0048983411786550054716217933,633,814,732,865,623,757,778
P6,tPad,Normal,ThreeQuarters,0.0911,-0.0356571235194585448392554991,-0.0062820482678778163683319975,-0.0182017437574293270142914116,0.0044826954094974399542927462,-0.0327076761489581448540299388,-0.0156392300044116918762324268,-0.0122016588213449945283782067,506,712,590,781,480,635,663
P6,tPad,Normal,ThreeQuarters,0.0543,-0.0724571235194585448392554991,-0.0430820482678778163683319975,-0.0550017437574293270142914116,-0.0323173045905025600457072538,-0.0695076761489581448540299388,-0.0524392300044116918762324268,-0.0490016588213449945283782067,189.5,394.5,301.5,488.5,218.5,320.5,338.5
P6,tPad,Normal,ThreeQuarters,0.0743,-0.0524571235194585448392554991,-0.0230820482678778163683319975,-0.0350017437574293270142914116,-0.0123173045905025600457072538,-0.0495076761489581448540299388,-0.0324392300044116918762324268,-0.0290016588213449945283782067,355,580,450,663,355,483,509
P6,tPad,Normal,ThreeQuarters,0.0364,-0.0903571235194585448392554991,-0.0609820482678778163683319975,-0.0729017437574293270142914116,-0.0502173045905025600457072538,-0.0874076761489581448540299388,-0.0703392300044116918762324268,-0.0669016588213449945283782067,97,256,194,340,126,215,228
P6,tPad,Normal,ThreeQuarters,0.0361,-0.0906571235194585448392554991,-0.0612820482678778163683319975,-0.0732017437574293270142914116,-0.0505173045905025600457072538,-0.0877076761489581448540299388,-0.0706392300044116918762324268,-0.0672016588213449945283782067,96,254,191,337,123,214,226
P6,tPad,Normal,ThreeQuarters,0.0904,-0.0363571235194585448392554991,-0.0069820482678778163683319975,-0.0189017437574293270142914116,0.0037826954094974399542927462,-0.0334076761489581448540299388,-0.0163392300044116918762324268,-0.0129016588213449945283782067,498,704,585,774,471,628,656
P6,Normal,Normal,ThreeQuarters,0.083,-0.0743855295417659449566628681,-0.0869047013291023061642503648,-0.0933371664840127875889869706,-0.0761399576517270498416256211,-0.0791141809580315744202618749,-0.0962618830656361816721507941,-0.1018992844470541736577984445,176,106,87,186,168,82,72
P6,Normal,Normal,ThreeQuarters,0,-0.1573855295417659449566628681,-0.1699047013291023061642503648,-0.1763371664840127875889869706,-0.1591399576517270498416256211,-0.1621141809580315744202618749,-0.1792618830656361816721507941,-0.1848992844470541736577984445,2,3,2,2,2,2,2
P6,Normal,Normal,ThreeQuarters,0.0402,-0.1171855295417659449566628681,-0.1297047013291023061642503648,-0.1361371664840127875889869706,-0.1189399576517270498416256211,-0.1219141809580315744202618749,-0.1390618830656361816721507941,-0.1446992844470541736577984445,18,22,17,21,28,13,13
P6,Normal,Normal,ThreeQuarters,0.0943,-0.0630855295417659449566628681,-0.0756047013291023061642503648,-0.0820371664840127875889869706,-0.0648399576517270498416256211,-0.0678141809580315744202618749,-0.0849618830656361816721507941,-0.0905992844470541736577984445,247,172,142,255,229,131,110
P6,Normal,Normal,ThreeQuarters,0.0889,-0.0684855295417659449566628681,-0.0810047013291023061642503648,-0.0874371664840127875889869706,-0.0702399576517270498416256211,-0.0732141809580315744202618749,-0.0903618830656361816721507941,-0.0959992844470541736577984445,215,141,119,217,196,105,89
P6,Normal,Normal,ThreeQuarters,0.091,-0.0663855295417659449566628681,-0.0789047013291023061642503648,-0.0853371664840127875889869706,-0.0681399576517270498416256211,-0.0711141809580315744202618749,-0.0882618830656361816721507941,-0.0938992844470541736577984445,228,155,129,235,211,115,97
P6,Normal,Normal,ThreeQuarters,0.159,0.0016144704582340550433371319,-0.0109047013291023061642503648,-0.0173371664840127875889869706,-0.0001399576517270498416256211,-0.0031141809580315744202618749,-0.0202618830656361816721507941,-0.0258992844470541736577984445,772,670,604,754,719,587,530
P6,Normal,Normal,ThreeQuarters,0.1036,-0.0537855295417659449566628681,-0.0663047013291023061642503648,-0.0727371664840127875889869706,-0.0555399576517270498416256211,-0.0585141809580315744202618749,-0.0756618830656361816721507941,-0.0812992844470541736577984445,343,220,197,308,293,172,145
P6,Normal,Normal,ThreeQuarters,0.107,-0.0503855295417659449566628681,-0.0629047013291023061642503648,-0.0693371664840127875889869706,-0.0521399576517270498416256211,-0.0551141809580315744202618749,-0.0722618830656361816721507941,-0.0778992844470541736577984445,373,245,220,322,318,199,164
P6,tPad,Clipped,Quarter,0.0579,-0.0565341605564955818762925361,-0.0434365999247978943410415491,-0.0320625325651975398168291569,-0.0504252014573649441494706679,-0.0273080580167574741353841651,-0.0347977856601873907941686235,-0.0301046691514044766352622577,321,391,489,338,531,457,494
P6,tPad,Clipped,Quarter,0.0181,-0.0963341605564955818762925361,-0.0832365999247978943410415491,-0.0718625325651975398168291569,-0.0902252014573649441494706679,-0.0671080580167574741353841651,-0.0745977856601873907941686235,-0.0699046691514044766352622577,68,126,204,120,235,182,217
P6,tPad,Clipped,Quarter,0.1221,0.0076658394435044181237074639,0.0207634000752021056589584509,0.0321374674348024601831708431,0.0137747985426350558505293321,0.0368919419832425258646158349,0.0294022143398126092058313765,0.0340953308485955233647377423,812,860,908,834,933,902,917
P6,tPad,Clipped,Quarter,0.074,-0.0404341605564955818762925361,-0.0273365999247978943410415491,-0.0159625325651975398168291569,-0.0343252014573649441494706679,-0.0112080580167574741353841651,-0.0186977856601873907941686235,-0.0140046691514044766352622577,465.5,532.5,627.5,473.5,659.5,611.5,644.5
P6,tPad,Clipped,Quarter,0.0647,-0.0497341605564955818762925361,-0.0366365999247978943410415491,-0.0252625325651975398168291569,-0.0436252014573649441494706679,-0.0205080580167574741353841651,-0.0279977856601873907941686235,-0.0233046691514044766352622577,380.5,441.5,544.5,404.5,579.5,523.5,556.5
P6,tPad,Clipped,Quarter,0.0725,-0.0419341605564955818762925361,-0.0288365999247978943410415491,-0.0174625325651975398168291569,-0.0358252014573649441494706679,-0.0127080580167574741353841651,-0.0201977856601873907941686235,-0.0155046691514044766352622577,446,510,601,463,646,589,633
P6,tPad,Clipped,Quarter,0.1565,0.0420658394435044181237074639,0.0551634000752021056589584509,0.0665374674348024601831708431,0.0481747985426350558505293321,0.0712919419832425258646158349,0.0638022143398126092058313765,0.0684953308485955233647377423,943,976,999,956,1009,992,1010
P6,tPad,Clipped,Quarter,0.0543,-0.0601341605564955818762925361,-0.0470365999247978943410415491,-0.0356625325651975398168291569,-0.0540252014573649441494706679,-0.0309080580167574741353841651,-0.0383977856601873907941686235,-0.0337046691514044766352622577,277,347,444,313,498,415,465
P6,tPad,Clipped,Quarter,0.074,-0.0404341605564955818762925361,-0.0273365999247978943410415491,-0.0159625325651975398168291569,-0.0343252014573649441494706679,-0.0112080580167574741353841651,-0.0186977856601873907941686235,-0.0140046691514044766352622577,465.5,532.5,627.5,473.5,659.5,611.5,644.5
P6,Normal,Normal,Half,0.0951,-0.0220740886017535763728657129,-0.0345932603890899375804532096,-0.0410257255440004190051898154,-0.0465119870010161726053556190,-0.0527748509213547446894195438,-0.0399575056897309495570924228,-0.0451366396903100069885776834,606,467,391,374,332,401,364
P6,Normal,Normal,Half,0.0441,-0.0730740886017535763728657129,-0.0855932603890899375804532096,-0.0920257255440004190051898154,-0.0975119870010161726053556190,-0.1037748509213547446894195438,-0.0909575056897309495570924228,-0.0961366396903100069885776834,187,112,96,84,73,101,88
P6,Normal,Normal,Half,0.0934,-0.0237740886017535763728657129,-0.0362932603890899375804532096,-0.0427257255440004190051898154,-0.0482119870010161726053556190,-0.0544748509213547446894195438,-0.0416575056897309495570924228,-0.0468366396903100069885776834,592,446,382,361,322,382,351
P6,Normal,Normal,Half,0.0828,-0.0343740886017535763728657129,-0.0468932603890899375804532096,-0.0533257255440004190051898154,-0.0588119870010161726053556190,-0.0650748509213547446894195438,-0.0522575056897309495570924228,-0.0574366396903100069885776834,519,348,324,287,248,322,282
P6,Normal,Normal,Half,0.199,0.0818259113982464236271342871,0.0693067396109100624195467904,0.0628742744559995809948101846,0.0573880129989838273946443810,0.0511251490786452553105804562,0.0639424943102690504429075772,0.0587633603096899930114223166,1028,1012,991,978,966,993,987
P6,Normal,Normal,Half,0.105,-0.0121740886017535763728657129,-0.0246932603890899375804532096,-0.0311257255440004190051898154,-0.0366119870010161726053556190,-0.0428748509213547446894195438,-0.0300575056897309495570924228,-0.0352366396903100069885776834,691,562,501,456,409,506,451
P6,Normal,Normal,Half,0.0947,-0.0224740886017535763728657129,-0.0349932603890899375804532096,-0.0414257255440004190051898154,-0.0469119870010161726053556190,-0.0531748509213547446894195438,-0.0403575056897309495570924228,-0.0455366396903100069885776834,604,463,388,371,330,395,358
P6,Normal,Normal,Half,0.174,0.0568259113982464236271342871,0.0443067396109100624195467904,0.0378742744559995809948101846,0.0323880129989838273946443810,0.0261251490786452553105804562,0.0389424943102690504429075772,0.0337633603096899930114223166,988,953,927,907,880,931,914
P6,Normal,Normal,Half,0.1057,-0.0114740886017535763728657129,-0.0239932603890899375804532096,-0.0304257255440004190051898154,-0.0359119870010161726053556190,-0.0421748509213547446894195438,-0.0293575056897309495570924228,-0.0345366396903100069885776834,702,571,508,462,416,513,458
P6,tPad,Clipped,Half,0.0646,-0.0496784366507716761523868122,-0.0365808760190739886171358252,-0.0252068086594736340929234330,-0.0322220880111171827063657200,-0.0192676609819299876638629601,-0.0320832150191858475966645829,-0.0317955785563095505756752795,383,444,546,491,591,486,479
P6,tPad,Clipped,Half,0.1516,0.0373215633492283238476131878,0.0504191239809260113828641748,0.0617931913405263659070765670,0.0547779119888828172936342800,0.0677323390180700123361370399,0.0549167849808141524033354171,0.0552044214436904494243247205,932,968,988,971,1004,978,979
P6,tPad,Clipped,Half,0.0572,-0.0570784366507716761523868122,-0.0439808760190739886171358252,-0.0326068086594736340929234330,-0.0396220880111171827063657200,-0.0266676609819299876638629601,-0.0394832150191858475966645829,-0.0391955785563095505756752795,312,385,481,435,536,405,412
P6,tPad,Clipped,Half,0.0734,-0.0408784366507716761523868122,-0.0277808760190739886171358252,-0.0164068086594736340929234330,-0.0234220880111171827063657200,-0.0104676609819299876638629601,-0.0232832150191858475966645829,-0.0229955785563095505756752795,455.5,521.5,616.5,561.5,669.5,562.5,560.5
P6,tPad,Clipped,Half,0.0665,-0.0477784366507716761523868122,-0.0346808760190739886171358252,-0.0233068086594736340929234330,-0.0303220880111171827063657200,-0.0173676609819299876638629601,-0.0301832150191858475966645829,-0.0298955785563095505756752795,398,464,558,503,607,504,500
P6,tPad,Clipped,Half,0.0993,-0.0149784366507716761523868122,-0.0018808760190739886171358252,0.0094931913405263659070765670,0.0024779119888828172936342800,0.0154323390180700123361370399,0.0026167849808141524033354171,0.0029044214436904494243247205,667,745,804,767,830,771,764
P6,tPad,Clipped,Half,0.058,-0.0562784366507716761523868122,-0.0431808760190739886171358252,-0.0318068086594736340929234330,-0.0388220880111171827063657200,-0.0258676609819299876638629601,-0.0386832150191858475966645829,-0.0383955785563095505756752795,323,393,492,443,544,411,426
P6,tPad,Clipped,Half,0.054,-0.0602784366507716761523868122,-0.0471808760190739886171358252,-0.0358068086594736340929234330,-0.0428220880111171827063657200,-0.0298676609819299876638629601,-0.0426832150191858475966645829,-0.0423955785563095505756752795,276,345,442,411,507,378,387
P6,tPad,Clipped,Half,0.0566,-0.0576784366507716761523868122,-0.0445808760190739886171358252,-0.0332068086594736340929234330,-0.0402220880111171827063657200,-0.0272676609819299876638629601,-0.0400832150191858475966645829,-0.0397955785563095505756752795,304,376,469,428,532,397,403
P6,Normal,Normal,Quarter,0.0623,-0.0515167940063146510370331606,-0.0640359657936510122446206573,-0.0704684309485614936693572631,-0.0873020819461011029887222907,-0.0798380290818256886395413440,-0.0735477261284550745348150923,-0.0648212623597132316698688851,362,240,216,132,164,193,239
P6,Normal,Normal,Quarter,0.1234,0.0095832059936853489629668394,-0.0029359657936510122446206573,-0.0093684309485614936693572631,-0.0262020819461011029887222907,-0.0187380290818256886395413440,-0.0124477261284550745348150923,-0.0037212623597132316698688851,817,738,678,545,596,662,720
P6,Normal,Normal,Quarter,0.0004,-0.1134167940063146510370331606,-0.1259359657936510122446206573,-0.1323684309485614936693572631,-0.1492020819461011029887222907,-0.1417380290818256886395413440,-0.1354477261284550745348150923,-0.1267212623597132316698688851,30,29,23,6,8,15,31
P6,Normal,Normal,Quarter,0.053,-0.0608167940063146510370331606,-0.0733359657936510122446206573,-0.0797684309485614936693572631,-0.0966020819461011029887222907,-0.0891380290818256886395413440,-0.0828477261284550745348150923,-0.0741212623597132316698688851,270.5,183.5,154.5,89.5,113.5,138.5,179.5
P6,Normal,Normal,Quarter,0.0901,-0.0237167940063146510370331606,-0.0362359657936510122446206573,-0.0426684309485614936693572631,-0.0595020819461011029887222907,-0.0520380290818256886395413440,-0.0457477261284550745348150923,-0.0370212623597132316698688851,593,447,383,283,335,357,437
P6,Normal,Normal,Quarter,0.1156,0.0017832059936853489629668394,-0.0107359657936510122446206573,-0.0171684309485614936693572631,-0.0340020819461011029887222907,-0.0265380290818256886395413440,-0.0202477261284550745348150923,-0.0115212623597132316698688851,773,674,605,478,538,588,667
P6,Normal,Normal,Quarter,0.0747,-0.0391167940063146510370331606,-0.0516359657936510122446206573,-0.0580684309485614936693572631,-0.0749020819461011029887222907,-0.0674380290818256886395413440,-0.0611477261284550745348150923,-0.0524212623597132316698688851,478,313,281,193,232,262,319
P6,Normal,Normal,Quarter,0.0498,-0.0640167940063146510370331606,-0.0765359657936510122446206573,-0.0829684309485614936693572631,-0.0998020819461011029887222907,-0.0923380290818256886395413440,-0.0860477261284550745348150923,-0.0773212623597132316698688851,241,165,139,76,105,126,168
P6,Normal,Normal,Quarter,0.0544,-0.0594167940063146510370331606,-0.0719359657936510122446206573,-0.0783684309485614936693572631,-0.0952020819461011029887222907,-0.0877380290818256886395413440,-0.0814477261284550745348150923,-0.0727212623597132316698688851,286,191,163,96,122,143,188
P6,tPad,Clipped,ThreeQuarters,0.1985,0.0830843579620229366422259824,0.0961819185937206241774769694,0.1075559859533209787016893616,0.1232241768909789214357742277,0.0860338053325233366274515427,0.1054328681975879062614882522,0.1021289908487511055165558187,1030,1068,1082,1096,1051,1078,1077
