Participant,Ticks,Device,Method,Size,Trial,Capture,TimeMillis,Offset,Angle,CaptureRatio,MissRatio,Damaged
P3,635135710651691649,Normal,Normal,Half,1,1,4690.2683,0.1198,2.2906,0.0000,0.0000,0
P3,635135710734936410,Normal,Normal,Half,1,2,5336.3052,0.0936,0.2114,0.0000,0.0000,0
P3,635135710844572681,Normal,Normal,Half,2,0,7239.4141,0.0428,0.0000,0.0000,0.0000,0
P3,635135710952888876,Normal,Normal,Half,2,1,6955.3978,0.0320,1.7357,0.0000,0.0000,0
P3,635135711073935800,Normal,Normal,Half,2,2,8244.4716,0.1154,1.1640,0.0000,0.0000,0
P3,635135711275727342,Normal,Clipped,Half,0,0,12287.7029,0.0792,0.3759,1.1507,0.0017,0
P3,635135711502130291,Normal,Clipped,Half,0,1,17841.0204,0.0599,0.8394,1.2581,0.0000,0
P3,635135711656069096,Normal,Clipped,Half,0,2,12957.7412,0.0346,0.5371,1.2039,0.0000,0
P3,635135711888682401,Normal,Clipped,Half,1,0,19211.0989,0.1259,0.2564,1.3183,0.0000,0
P3,635135712032200609,Normal,Clipped,Half,1,1,11527.6593,0.0463,0.3641,1.1036,0.0000,0
P3,635135712233202106,Normal,Clipped,Half,1,2,17050.9753,0.0965,0.7580,1.0249,0.0148,0
P3,635135712450844554,Normal,Clipped,Half,2,0,17510.0015,0.0743,0.8232,1.1391,0.0000,0
P3,635135712673357281,Normal,Clipped,Half,2,1,20267.1592,0.0451,2.3302,1.0285,0.0255,0
P3,635135712805714852,Normal,Clipped,Half,2,2,10663.6099,0.0632,1.4754,1.0767,0.0038,0
P3,635135712984755092,Normal,Normal,Quarter,0,0,6667.3813,0.1373,1.4411,0.0000,0.0000,0
P3,635135713107472111,Normal,Normal,Quarter,0,1,9146.5231,0.1334,1.1160,0.0000,0.0000,0
P3,635135713229839110,Normal,Normal,Quarter,0,2,6640.3798,0.0796,1.3400,0.0000,0.0000,0
P3,635135713325384575,Normal,Normal,Quarter,1,0,5782.3307,0.0560,0.3390,0.0000,0.0000,0
P3,635135713420510016,Normal,Normal,Quarter,1,1,5571.3187,0.0613,1.4764,0.0000,0.0000,0
P3,635135713524555967,Normal,Normal,Quarter,1,2,7015.4012,0.1014,0.3013,0.0000,0.0000,0
P3,635135713620831474,Normal,Normal,Quarter,2,0,6823.3903,0.1121,0.4182,0.0000,0.0000,0
P3,635135713729307678,Normal,Normal,Quarter,2,1,7411.4239,0.0309,1.6366,0.0000,0.0000,0
P3,635135713838433920,Normal,Normal,Quarter,2,2,8298.4746,0.0929,0.2491,0.0000,0.0000,0
P3,635135714113349644,Normal,Clipped,ThreeQuarters,0,0,15654.8954,0.1033,0.2809,1.1917,0.0000,0
P3,635135714274228846,Normal,Clipped,ThreeQuarters,0,1,12247.7005,0.1280,1.4255,1.2797,0.0000,0
P3,635135714506592136,Normal,Clipped,ThreeQuarters,0,2,20886.1946,0.0362,0.3419,0.9971,0.0233,0
P3,635135714704023429,Normal,Clipped,ThreeQuarters,1,0,15814.9046,0.0212,2.6692,1.0834,0.0103,0
P3,635135714862222477,Normal,Clipped,ThreeQuarters,1,1,9571.5474,0.0156,1.4354,0.9837,0.0360,0
P3,635135715118747150,Normal,Clipped,ThreeQuarters,1,2,19468.1135,0.0776,0.1656,1.2161,0.0000,0
P3,635135715273305990,Normal,Clipped,ThreeQuarters,2,0,11156.6381,0.0793,0.1605,1.0087,0.0254,0
P3,635135715398143130,Normal,Clipped,ThreeQuarters,2,1,9327.5335,0.0825,0.4908,1.0992,0.0000,0
P3,635135715543861465,Normal,Clipped,ThreeQuarters,2,2,11015.6301,0.0627,0.6470,0.9960,0.0301,0
P3,635135716136975389,tPad,Clipped,ThreeQuarters,0,0,23527.3457,0.0799,1.2209,1.2096,0.0000,0
P3,635135716482815170,tPad,Clipped,ThreeQuarters,0,1,12691.7259,0.0563,0.6927,1.1978,0.0000,0
P3,635135716616412811,tPad,Clipped,ThreeQuarters,0,2,8739.4998,0.0953,0.3479,1.1613,0.0000,0
P3,635135716822734612,tPad,Clipped,ThreeQuarters,1,0,13979.7996,0.0565,0.5888,1.1428,0.0000,0
P3,635135716995364486,tPad,Clipped,ThreeQuarters,1,1,10391.5944,0.0644,0.2732,1.1215,0.0000,0
P3,635135717176604852,tPad,Clipped,ThreeQuarters,1,2,13550.775,0.0890,0.1767,1.1805,0.0000,0
P3,635135717332483768,tPad,Clipped,ThreeQuarters,2,0,8203.4692,0.0736,0.7880,1.2162,0.0000,0
P3,635135717525244793,tPad,Clipped,ThreeQuarters,2,1,12271.7019,0.1136,0.4189,1.1928,0.0000,0
P3,635135717661762602,tPad,Clipped,ThreeQuarters,2,2,9787.5598,0.0736,0.5548,1.1656,0.0000,0
P3,635135718137559816,tPad,Normal,Quarter,0,0,11762.6728,0.1114,1.9230,0.0000,0.0000,0
P3,635135718257036650,tPad,Normal,Quarter,0,1,5903.3377,0.0654,0.4554,0.0000,0.0000,0
P3,635135718378273584,tPad,Normal,Quarter,0,2,8923.5104,0.0402,1.5925,0.0000,0.0000,0
P3,635135718479959400,tPad,Normal,Quarter,1,0,4864.2782,0.0356,0.8961,0.0000,0.0000,0
P3,635135718592235822,tPad,Normal,Quarter,1,1,6603.3777,0.0406,0.3942,0.0000,0.0000,0
P3,635135718684511100,tPad,Normal,Quarter,1,2,5203.2976,0.0635,0.3611,0.0000,0.0000,0
P3,635135718822959018,tPad,Normal,Quarter,2,0,7244.4143,0.0755,1.5949,0.0000,0.0000,0
P3,635135718926834960,tPad,Normal,Quarter,2,1,4399.2516,0.0647,0.5221,0.0000,0.0000,0
P3,635135719029310821,tPad,Normal,Quarter,2,2,6703.3834,0.0557,1.7156,0.0000,0.0000,0
P3,635135719310706916,tPad,Clipped,Half,0,0,11180.6395,0.1196,0.4728,1.1461,0.0024,0
P3,635135719461655550,tPad,Clipped,Half,0,1,10729.6137,0.0904,1.0798,1.0857,0.0047,0
P3,635135719623504807,tPad,Clipped,Half,0,2,11118.6359,0.0532,0.4860,1.1592,0.0000,0
P3,635135719740711511,tPad,Clipped,Half,1,0,8843.5058,0.0252,0.9764,1.2623,0.0000,0
P3,635135719856388127,tPad,Clipped,Half,1,1,8799.5033,0.0399,0.5555,1.2372,0.0000,0
P3,635135719958063943,tPad,Clipped,Half,1,2,7395.423,0.0978,0.0169,1.0696,0.0049,0
P3,635135720052829363,tPad,Clipped,Half,2,0,6079.3477,0.1273,0.7174,1.2875,0.0000,0
P3,635135720173706277,tPad,Clipped,Half,2,1,9099.5205,0.0927,0.9902,1.1430,0.0018,0
P3,635135720317304490,tPad,Clipped,Half,2,2,10827.6193,0.0895,0.8733,1.2011,0.0000,0
P3,635135720418870299,tPad,Normal,Half,0,0,4997.2858,0.0812,0.4103,0.0000,0.0000,0
P3,635135720504425193,tPad,Normal,Half,0,1,4471.2558,0.0400,1.3705,0.0000,0.0000,0
P3,635135720608191128,tPad,Normal,Half,0,2,6480.3707,0.0909,0.8095,0.0000,0.0000,0
P3,635135720701066440,tPad,Normal,Half,1,0,5520.3157,0.0566,0.6398,0.0000,0.0000,0
P3,635135720790861576,tPad,Normal,Half,1,1,4991.2855,0.0956,0.8677,0.0000,0.0000,0
P3,635135720869736087,tPad,Normal,Half,1,2,4123.2358,0.0353,0.9395,0.0000,0.0000,0
P3,635135720947780551,tPad,Normal,Half,2,0,4763.2724,0.0399,0.2215,0.0000,0.0000,0
P3,635135721023624889,tPad,Normal,Half,2,1,4344.2484,0.0739,0.9899,0.0000,0.0000,0
P3,635135721102739414,tPad,Normal,Half,2,2,4391.2511,0.0756,1.5414,0.0000,0.0000,0
P3,635135721297740568,tPad,Clipped,Quarter,0,0,9738.557,0.0173,1.6930,1.5092,0.0000,0
P3,635135721430858182,tPad,Clipped,Quarter,0,1,8835.5054,0.1125,0.0672,1.1348,0.0216,0
P3,635135721562535713,tPad,Clipped,Quarter,0,2,8851.5062,0.0623,0.5485,1.3550,0.0000,0
P3,635135721704893856,tPad,Clipped,Quarter,1,0,10051.5749,0.0795,0.6038,1.1539,0.0019,0
P3,635135721830291028,tPad,Clipped,Quarter,1,1,8471.4845,0.0568,0.3361,1.2760,0.0101,0
P3,635135721937657169,tPad,Clipped,Quarter,1,2,7907.4523,0.0552,3.5579,1.1855,0.0000,0
P3,635135722074174977,tPad,Clipped,Quarter,2,0,9404.5379,0.0352,0.6117,1.2912,0.0000,0
P3,635135722196211958,tPad,Clipped,Quarter,2,1,8107.4638,0.0648,0.7788,1.2948,0.0000,0
P3,635135722328569528,tPad,Clipped,Quarter,2,2,8479.485,0.0568,1.1583,1.1515,0.0000,0
P3,635135722491648856,tPad,Normal,ThreeQuarters,0,0,4139.2368,0.0565,0.1233,0.0000,0.0000,0
P3,635135722572933505,tPad,Normal,ThreeQuarters,0,1,4520.2586,0.0730,0.1029,0.0000,0.0000,0
P3,635135722696570576,tPad,Normal,ThreeQuarters,0,2,4479.2562,0.0905,0.8577,0.0000,0.0000,0
P3,635135722779405314,tPad,Normal,ThreeQuarters,1,0,4261.2437,0.0732,0.5650,0.0000,0.0000,0
P3,635135722872250625,tPad,Normal,ThreeQuarters,1,1,6520.373,0.0962,0.7700,0.0000,0.0000,0
P3,635135722958285546,tPad,Normal,ThreeQuarters,1,2,4847.2773,0.0799,0.3168,0.0000,0.0000,0
P3,635135723062401501,tPad,Normal,ThreeQuarters,2,0,6499.3718,0.1126,1.2275,0.0000,0.0000,0
P3,635135723172247784,tPad,Normal,ThreeQuarters,2,1,7099.4061,0.0642,1.0718,0.0000,0.0000,0
P3,635135723251122295,tPad,Normal,ThreeQuarters,2,2,4298.2459,0.0558,0.6305,0.0000,0.0000,0
P4,635138256417378553,Normal,Clipped,Quarter,0,0,22034.2603,0.0263,0.4262,1.6923,0,0
P4,635138256587538286,Normal,Clipped,Quarter,0,1,14670.8392,0.1413,0.7056,1.6079,0,0
P4,635138256685303878,Normal,Clipped,Quarter,0,2,7768.4444,0.0916,0.5979,1.9328,0,0
P4,635138256832742311,Normal,Clipped,Quarter,1,0,11811.6756,0.0195,0.7364,1.4303,0,0
P4,635138256980580766,Normal,Clipped,Quarter,1,1,10979.628,0,1.0306,1.9359,0,0
P4,635138257137779758,Normal,Clipped,Quarter,1,2,13451.7694,0.1108,5.4616,1.6562,0,0
P4,635138257262016864,Normal,Clipped,Quarter,2,0,10907.6239,0.0672,4.1077,1.4834,0,0
P4,635138257383693823,Normal,Clipped,Quarter,2,1,9971.5703,0.1168,2.5212,1.8211,0,0
P4,635138257474739031,Normal,Clipped,Quarter,2,2,8000.4576,0.1102,0.0256,2.7147,0,0
P4,635138257725093350,Normal,Clipped,Half,0,0,24314.3907,0.0697,1.0148,1.4971,0,0
P4,635138258039011305,Normal,Clipped,Half,0,1,26639.5237,0.1444,0.1529,1.3392,0,0
P4,635138258225171953,Normal,Clipped,Half,0,2,16427.9396,0.0872,0.6486,1.1444,0.0013,0
P4,635138258381210878,Normal,Clipped,Half,1,0,12731.7282,0,1.0926,1.3721,0,0
P4,635138258555860867,Normal,Clipped,Half,1,1,15144.8662,0.0774,0.6024,1.7454,0,0
P4,635138258741121464,Normal,Clipped,Half,1,2,16674.9538,0.0996,0.4755,1.2409,0,0
P4,635138258899520523,Normal,Clipped,Half,2,0,14026.8022,0.0127,0.2253,1.4362,0,0
P4,635138259039768545,Normal,Clipped,Half,2,1,12263.7014,0.1238,0,1.5641,0,0
P4,635138259299803418,Normal,Clipped,Half,2,2,16184.9257,0.17,0.8135,1.7243,0,0
P4,635138259450482037,Normal,Normal,ThreeQuarters,0,0,6515.3727,0.0838,0.186,0,0,0
P4,635138259612801321,Normal,Normal,ThreeQuarters,0,1,10275.5878,0.0952,1.4281,0,0,0
P4,635138259987402747,Normal,Normal,ThreeQuarters,0,2,8346.4774,0.1716,2.0718,0,0,0
P4,635138260067277315,Normal,Normal,ThreeQuarters,1,0,5396.3086,0.642,3.1701,0,0,0
P4,635138260150182057,Normal,Normal,ThreeQuarters,1,1,4930.282,0.11,0.3174,0,0,0
P4,635138260224606314,Normal,Normal,ThreeQuarters,1,2,5560.318,0.2136,0.907,0,0,0
P4,635138260278959423,Normal,Normal,ThreeQuarters,2,0,3435.1965,0.2561,2.6224,0,0,0
P4,635138260362574205,Normal,Normal,ThreeQuarters,2,1,6249.3574,0.1717,1.0178,0,0,0
P4,635138260497111900,Normal,Normal,ThreeQuarters,2,2,11102.635,0.0948,3.7769,0,0,0
P4,635138260657551077,Normal,Clipped,ThreeQuarters,0,0,13659.7813,0.1711,0.8881,1.0054,0.0656,0
P4,635138260865712983,Normal,Clipped,ThreeQuarters,0,1,12935.7399,0.0412,0.7114,1.284,0,0
P4,635138260982309652,Normal,Clipped,ThreeQuarters,0,2,7996.4574,0.1832,0.4796,1.2808,0,0
P4,635138261090225825,Normal,Clipped,ThreeQuarters,1,0,8875.5077,0.3716,2.8003,1.4722,0.0001,0
P4,635138261232153942,Normal,Clipped,ThreeQuarters,1,1,11288.6456,0.0819,1.3153,1.3479,0,0
P4,635138261402623693,Normal,Clipped,ThreeQuarters,1,2,13890.7945,0.4822,3.951,1.6936,0,0
P4,635138261669668967,Normal,Clipped,ThreeQuarters,2,0,22700.2984,0.3521,0.0176,1.3368,0,0
P4,635138262209819862,Normal,Clipped,ThreeQuarters,2,1,44695.5565,0.1212,2.4529,1.3162,0,0
P4,635138262478305218,Normal,Clipped,ThreeQuarters,2,2,18376.051,0.2589,1.5586,1.1878,0,0
P4,635138262712898636,Normal,Normal,Half,0,0,10015.5728,0,1.206,0,0,0
P4,635138262806934015,Normal,Normal,Half,0,1,6259.358,0.0305,2.786,0,0,0
P4,635138262898379245,Normal,Normal,Half,0,2,5607.3207,0.1465,2.332,0,0,0
P4,635138262999655038,Normal,Normal,Half,1,0,7231.4136,0.1222,1.0912,0,0,0
P4,635138263070979117,Normal,Normal,Half,1,1,4843.277,0.0674,0.4835,0,0,0
P4,635138263174945064,Normal,Normal,Half,1,2,5552.3176,0.1052,2.9767,0,0,0
P4,635138263251099420,Normal,Normal,Half,2,0,5620.3215,0.243,3.145,0,0,0
P4,635138263350415100,Normal,Normal,Half,2,1,7718.4415,0.0966,0.7314,0,0,0
P4,635138263438130117,Normal,Normal,Half,2,2,6475.3704,0.1563,2.3504,0,0,0
P4,635138264197913574,tPad,Normal,Quarter,0,0,15561.8901,0.0392,1.6801,0,0,0
P4,635138264401805236,tPad,Normal,Quarter,0,1,6535.3738,0.0898,0.4554,0,0,0
P4,635138264483209892,tPad,Normal,Quarter,0,2,3576.2045,0.0907,0.6188,0,0,0
P4,635138264536882962,tPad,Normal,Quarter,1,0,3579.2047,0.0924,1.1572,0,0,0
P4,635138264615437455,tPad,Normal,Quarter,1,1,4390.2511,0.1103,1.0501,0,0,0
P4,635138264709482834,tPad,Normal,Quarter,1,2,5955.3406,0.1294,4.5905,0,0,0
P4,635138264801968124,tPad,Normal,Quarter,2,0,5164.2954,0.1036,3.0394,0,0,0
P4,635138264871402096,tPad,Normal,Quarter,2,1,4963.2839,0.0986,0.5888,0,0,0
P4,635138264938405928,tPad,Normal,Quarter,2,2,4396.2515,0.0648,2.1746,0,0,0
P4,635138265356039815,Normal,Normal,Quarter,0,0,39575.2636,0.2616,0,0,0,1
P4,635138265552161033,Normal,Normal,Quarter,0,1,5152.2947,0.122,2.3695,0,0,0
P4,635138265652796789,Normal,Normal,Quarter,0,2,7895.4516,0.1762,1.1088,0,0,0
P4,635138265754402600,Normal,Normal,Quarter,1,0,6872.393,0.0701,1.4203,0,0,0
P4,635138265853758283,Normal,Normal,Quarter,1,1,6420.3672,0.053,1.9886,0,0,0
P4,635138265937273060,Normal,Normal,Quarter,1,2,6243.3571,0.0755,0.7774,0,0,0
P4,635138266014067452,Normal,Normal,Quarter,2,0,5503.3147,0.0566,1.8476,0,0,0
P4,635138266136114433,Normal,Normal,Quarter,2,1,8219.4701,0.0657,1.3322,0,0,0
P4,635138266219519203,Normal,Normal,Quarter,2,2,5505.3148,0.2179,4.3511,0,0,0
P4,635138266510715859,tPad,Normal,Half,0,0,5984.3423,0.1109,0.8219,0,0,0
P4,635138266590870444,tPad,Normal,Half,0,1,5431.3107,0.0805,1.7269,0,0,0
P4,635138266657474253,tPad,Normal,Half,0,2,4310.2465,0.1132,1.2332,0,0,0
P4,635138266746749359,tPad,Normal,Half,1,0,6445.3686,0.0508,0.9404,0,0,0
P4,635138266804512663,tPad,Normal,Half,1,1,4473.2558,0.0974,0.808,0,0,0
P4,635138266877706850,tPad,Normal,Half,1,2,5715.3269,0.0723,0.8001,0,0,0
P4,635138266943110590,tPad,Normal,Half,2,0,4056.232,0.0563,2.2926,0,0,0
P4,635138267019144939,tPad,Normal,Half,2,1,6036.3452,0.0648,1.643,0,0,0
P4,635138267079628399,tPad,Normal,Half,2,2,3935.2251,0.0652,0.0533,0,0,0
P4,635138267364264679,tPad,Clipped,ThreeQuarters,0,0,18376.051,0.0908,1.6312,1.3671,0,0
P4,635138268004221283,tPad,Clipped,ThreeQuarters,0,1,9747.5576,0.1448,2.1507,1.3156,0,0
P4,635138268089746174,tPad,Clipped,ThreeQuarters,0,2,5976.3418,0.1442,1.1679,1.2214,0,0
P4,635138268193262095,tPad,Clipped,ThreeQuarters,1,0,7771.4445,0.1355,2.3978,1.8313,0,0
P4,635138268285497371,tPad,Clipped,ThreeQuarters,1,1,6755.3864,0.1679,2.178,1.4773,0,0
P4,635138268375942544,tPad,Clipped,ThreeQuarters,1,2,6104.3492,0.1685,0.2378,1.4161,0,0
P4,635138268469437891,tPad,Clipped,ThreeQuarters,2,0,7261.4153,0.1403,1.1238,1.428,0,0
P4,635138268554982784,tPad,Clipped,ThreeQuarters,2,1,6396.3658,0.0911,0.5354,1.1948,0,0
P4,635138268629897069,tPad,Clipped,ThreeQuarters,2,2,5567.3184,0.1438,3.9823,1.7809,0,0
P4,635138268682260064,tPad,Normal,ThreeQuarters,0,0,3644.2084,0.1271,0.4614,0,0,0
P4,635138268763174692,tPad,Normal,ThreeQuarters,0,1,3635.2079,0.0901,1.089,0,0,0
P4,635138268811857477,tPad,Normal,ThreeQuarters,0,2,3594.2056,0.1368,0.0512,0,0,0
P4,635138268887771819,tPad,Normal,ThreeQuarters,1,0,3615.2068,0.115,0.1517,0,0,0
P4,635138268974416775,tPad,Normal,ThreeQuarters,1,1,4380.2506,0.1514,2.0722,0,0,0
P4,635138269053031271,tPad,Normal,ThreeQuarters,1,2,5509.3151,0.1134,2.1502,0,0,0
P4,635138269104974242,tPad,Normal,ThreeQuarters,2,0,3164.181,0.0503,0.6456,0,0,0
P4,635138269153257004,tPad,Normal,ThreeQuarters,2,1,3620.2071,0.0905,0.7087,0,0,0
P4,635138269215330554,tPad,Normal,ThreeQuarters,2,2,3871.2214,0.064,1.3285,0,0,0
P4,635138269445733732,tPad,Clipped,Half,0,0,20736.186,0.0959,6.794,6.4991,0,0
P4,635138269570770884,tPad,Clipped,Half,0,1,6822.3902,0.2088,3.381,1.9062,0,0
P4,635138269652685569,tPad,Clipped,Half,0,2,6779.3877,0.0738,0.0266,1.729,0,0
P4,635138269747651001,tPad,Clipped,Half,1,0,6916.3956,0.1791,2.5103,1.8487,0,0
P4,635138269839486254,tPad,Clipped,Half,1,1,7015.4013,0.1816,4.4736,1.8601,0,0
P4,635138269934461686,tPad,Clipped,Half,1,2,6511.3724,0.1344,4.3705,1.6018,0,0
P4,635138270088850517,tPad,Clipped,Half,2,0,13114.7502,0.0356,0.4619,1.8276,0,0
P4,635138270212527590,tPad,Clipped,Half,2,1,10031.5737,0.1058,2.4935,1.3627,0,0
P4,635138270308283067,tPad,Clipped,Half,2,2,8055.4607,0.0709,0.3548,1.7261,0,0
P4,635138270453481372,tPad,Clipped,Quarter,0,0,13055.7467,0.0355,2.8903,3.9297,0,0
P4,635138270595379488,tPad,Clipped,Quarter,0,1,9329.5336,0.1419,10.9442,3.7842,0,0
P4,635138270703765688,tPad,Clipped,Quarter,0,2,7880.4508,0.148,4.1052,2.7521,0,0
P4,635138270782520192,tPad,Clipped,Quarter,1,0,6339.3626,0.0786,3.7733,4.0366,0,0
P4,635138270834203148,tPad,Clipped,Quarter,1,1,3022.1728,0.0949,0.1375,3.9353,0,0
P4,635138270869805185,tPad,Clipped,Quarter,1,2,2184.125,0.1294,2.8615,3.9248,0,0
P4,635138270919278014,tPad,Clipped,Quarter,2,0,2935.1679,0.0949,0.8999,3.8816,0,0
P4,635138270989212014,tPad,Clipped,Quarter,2,1,5241.2998,0.089,0.5599,3.8846,0,0
P4,635138271034084581,tPad,Clipped,Quarter,2,2,2993.1712,0.0634,3.1076,3.9387,0,0
P5,635138938963655738,Normal,Clipped,Half,0,0,27955.599,0.2454,0.5776,1.777,0,0
P5,635138939117254523,Normal,Clipped,Half,0,1,11580.6623,0.0395,1.4676,1.2093,0,0
P5,635138939249812105,Normal,Clipped,Half,0,2,10395.5946,0.0739,1.319,1.7319,0,0
P5,635138939380089557,Normal,Clipped,Half,1,0,10987.6285,0.2254,0.9853,1.5891,0,0
P5,635138939526087907,Normal,Clipped,Half,1,1,12651.7236,0.0567,0.6716,1.4179,0,0
P5,635138939672526283,Normal,Clipped,Half,1,2,12351.7065,0.2879,0.0734,1.5428,0,0
P5,635138939794043233,Normal,Clipped,Half,2,0,10043.5744,0.2468,1.7243,1.4508,0,0
P5,635138940006805403,Normal,Clipped,Half,2,1,19156.0957,0.2583,1.1013,1.6816,0,0
P5,635138940196096230,Normal,Clipped,Half,2,2,16624.9509,0.2118,0.8887,1.4039,0,0
P5,635138940497683479,Normal,Clipped,ThreeQuarters,0,0,26911.5392,0.2183,0.5973,1.4093,0,0
P5,635138940783919851,Normal,Clipped,ThreeQuarters,0,1,25788.475,0.3142,0.2714,1.3878,0,0
P5,635138940981951178,Normal,Clipped,ThreeQuarters,0,2,17222.9851,0.0855,0.8225,1.24,0,0
P5,635138941444437631,Normal,Clipped,ThreeQuarters,1,0,41008.3456,0.1318,0.0167,1.2389,0,0
P5,635138941655389696,Normal,Clipped,ThreeQuarters,1,1,17603.0068,0.0948,1.7086,1.2778,0,0
P5,635138941908084150,Normal,Clipped,ThreeQuarters,1,2,21129.2086,0.4399,0.1328,1.5911,0,0
P5,635138942094024785,Normal,Clipped,ThreeQuarters,2,0,15802.9039,0.1412,1.076,1.3781,0,0
P5,635138942295066284,Normal,Clipped,ThreeQuarters,2,1,17608.0071,0.0559,1.5643,1.2979,0,0
P5,635138942500508034,Normal,Clipped,ThreeQuarters,2,2,17496.0007,0.3267,3.9977,1.3904,0,0
P5,635138942802265294,Normal,Clipped,Quarter,0,0,22647.2954,0,0.8946,1.4932,0,0
P5,635138942988185928,Normal,Clipped,Quarter,0,1,15547.8893,0.0289,1.8557,1.3975,0,0
P5,635138943292623341,Normal,Clipped,Quarter,0,2,27670.5827,0.1349,0.234,1.8598,0,0
P5,635138943451222412,Normal,Clipped,Quarter,1,0,13239.7573,0.0872,0,1.8437,0,0
P5,635138943644613473,Normal,Clipped,Quarter,1,1,16270.9306,0.1178,3.3031,1.4003,0,0
P5,635138943811092996,Normal,Clipped,Quarter,1,2,13855.7926,0,0.9038,1.7104,0,0
P5,635138943993063404,Normal,Clipped,Quarter,2,0,15448.8837,0.0946,1.5925,1.5607,0,0
P5,635138944360294408,Normal,Clipped,Quarter,2,1,33535.9181,0.1327,1.1595,1.7193,0,0
P5,635138944698013725,Normal,Clipped,Quarter,2,2,30803.7619,0.1606,0.8385,1.5823,0,0
P5,635138945256765683,tPad,Normal,Quarter,0,0,53351.0515,0.1799,3.3814,0,0,0
P5,635138945383762947,tPad,Normal,Quarter,0,1,8063.4612,0.1026,1.7367,0,0,0
P5,635138945599885309,tPad,Normal,Quarter,0,2,18816.0763,0.0702,0.0267,0,0,0
P5,635138945736483122,tPad,Normal,Quarter,1,0,10347.5919,0.1376,0.1745,0,0,0
P5,635138945818877834,tPad,Normal,Quarter,1,1,5123.293,0.0862,1.3774,0,0,0
P5,635138945945565080,tPad,Normal,Quarter,1,2,9692.5543,0.0983,0.3619,0,0,0
P5,635138946072042314,tPad,Normal,Quarter,2,0,9307.5323,0.0944,1.3204,0,0,0
P5,635138946195599382,tPad,Normal,Quarter,2,1,9251.5292,0.0817,2.2839,0,0,0
P5,635138946323476696,tPad,Normal,Quarter,2,2,10107.5782,0.0609,0.6074,0,0,0
P5,635138946537518938,Normal,Normal,ThreeQuarters,0,0,10807.6181,4.1353,45.9094,0,0,1
P5,635138947193956484,Normal,Normal,ThreeQuarters,0,1,58547.3487,0.1046,0.7465,0,0,0
P5,635138947345155132,Normal,Normal,ThreeQuarters,0,2,10291.5886,0.3142,1.4424,0,0,0
P5,635138947477752716,Normal,Normal,ThreeQuarters,1,0,10379.5936,0.1205,0.7875,0,0,0
P5,635138947602469850,Normal,Normal,ThreeQuarters,1,1,8511.4868,0.0341,0.5563,0,0,0
P5,635138947726356936,Normal,Normal,ThreeQuarters,1,2,9524.5448,0.2673,0.9844,0,0,0
P5,635138947848893945,Normal,Normal,ThreeQuarters,2,0,9546.5461,0.1298,0.1206,0,0,0
P5,635138947990942069,Normal,Normal,ThreeQuarters,2,1,11097.6347,0.2491,0.5927,0,0,0
P5,635138948142350729,Normal,Normal,ThreeQuarters,2,2,12127.6936,0.1597,2.7263,0,0,0
P5,635138948526662711,tPad,Normal,Half,0,0,31465.7998,0.1306,0.6772,0,0,1
P5,635138948675581228,tPad,Normal,Half,0,1,9875.5648,6.1009,27.1764,0,0,1
P5,635138948779857193,tPad,Normal,Half,0,2,6887.394,4.4541,28.0725,0,0,1
P5,635138948875382656,tPad,Normal,Half,1,0,4408.2521,5.7898,26.222,0,0,1
P5,635138948937906232,tPad,Normal,Half,1,1,2172.1242,8.7904,35.6426,0,0,1
P5,635138948993499412,tPad,Normal,Half,1,2,2960.1693,7.7582,32.1712,0,0,1
P5,635138949050782689,tPad,Normal,Half,2,0,3315.1897,7.1198,38.991,0,0,1
P5,635138949168659431,tPad,Normal,Half,2,1,4352.249,6.3429,28.9584,0,0,1
P5,635138949317457942,tPad,Normal,Half,2,2,8975.5134,5.8992,28.2443,0,0,1
P5,635138949711010452,Normal,Normal,Half,0,0,34314.9628,0.2197,0.3237,0,0,0
P5,635138949848858336,Normal,Normal,Half,0,1,12447.712,0.2005,2.7927,0,0,0
P5,635138949982575984,Normal,Normal,Half,0,2,11335.6483,0.1563,0,0,0,0
P5,635138950187127684,Normal,Normal,Half,1,0,18267.0448,0.0601,1.9527,0,0,0
P5,635138950372208270,Normal,Normal,Half,1,1,15815.9046,0.0745,0.8343,0,0,0
P5,635138950518726650,Normal,Normal,Half,1,2,13035.7456,0.0779,0.8467,0,0,0
P5,635138950667205143,Normal,Normal,Half,2,0,12971.742,0.13,1.1751,0,0,0
P5,635138950834924736,Normal,Normal,Half,2,1,14578.8339,0.0584,4.8157,0,0,0
P5,635138950966082238,Normal,Normal,Half,2,2,11663.6672,0.0769,9.6118,0,0,0
P5,635138951214246432,tPad,Normal,ThreeQuarters,0,0,23432.3403,9.5311,28.1492,0,0,1
P5,635138951303161517,tPad,Normal,ThreeQuarters,0,1,6243.3571,10.8238,49.6642,0,0,1
P5,635138951377765784,tPad,Normal,ThreeQuarters,0,2,4665.2668,18.4163,49.6355,0,0,1
P5,635138951497322623,tPad,Normal,ThreeQuarters,1,0,6891.3942,7.3016,44.8683,0,0,1
P5,635138951532844654,tPad,Normal,ThreeQuarters,1,1,1884.1077,5.8856,45.674,0,0,1
P5,635138951644761056,tPad,Normal,ThreeQuarters,1,2,7667.4386,7.1182,53.6252,0,0,1
P5,635138951763077823,tPad,Normal,ThreeQuarters,2,0,7363.4212,10.4194,49.357,0,0,1
