Participant,Ticks,Device,Method,Size,Trial,Capture,TimeMillis,Offset,Angle,CaptureRatio,MissRatio,Damaged
P8,635139751832602563,tPad,Normal,ThreeQuarters,2,0,6015.3441,0.3433,0.4023,0,0,0
P8,635139751900046420,tPad,Normal,ThreeQuarters,2,1,5644.3228,0.298,3.5448,0,0,0
P8,635139751924977846,tPad,Normal,ThreeQuarters,2,2,1794.1026,0.2768,2.5712,0,0,0
P8,635139752042884590,tPad,Normal,Quarter,0,0,11117.6359,0.1138,0.3142,0,0,0
P8,635139752067045972,tPad,Normal,Quarter,0,1,1248.0714,0.1167,1.8426,0,0,0
P8,635139752134159811,tPad,Normal,Quarter,0,2,5851.3347,0.0847,0.9615,0,0,0
P8,635139752209684131,tPad,Normal,Quarter,1,0,6675.3818,0.0951,1.4672,0,0,0
P8,635139752274017810,tPad,Normal,Quarter,1,1,5621.3215,0.1031,3.0766,0,0,0
P8,635139752334401264,tPad,Normal,Quarter,1,2,5371.3072,0.1637,0.8901,0,0,0
P8,635139752350482184,tPad,Normal,Quarter,2,0,739.0423,0.0743,0,0,0,0
P8,635139752423006332,tPad,Normal,Quarter,2,1,6484.3709,0.1071,3.7735,0,0,0
P8,635139752478839525,tPad,Normal,Quarter,2,2,4787.2738,0.1304,2.1643,0,0,0
P8,635139752543883246,tPad,Clipped,Quarter,0,0,5699.326,0.0978,1.8709,3.9075,0,0
P8,635139752607476883,tPad,Clipped,Quarter,0,1,5583.3193,0.1138,0.9341,3.4867,0,0
P8,635139752622107720,tPad,Clipped,Quarter,0,2,694.0397,0.1069,1.4795,3.9609,0,0
P8,635139752685401340,tPad,Clipped,Quarter,1,0,5615.3212,0.1217,0.5472,3.863,0,0
P8,635139752698322079,tPad,Clipped,Quarter,1,1,556.0318,0.0859,1.9068,3.9614,0,0
P8,635139752768876115,tPad,Clipped,Quarter,1,2,6379.3649,0.1067,1.7677,3.9332,0,0
P8,635139752785717078,tPad,Clipped,Quarter,2,0,887.0507,0.1212,0.8108,4.0761,0,0
P8,635139752841720281,tPad,Clipped,Quarter,2,1,4831.2763,0.085,0.1646,3.8312,0,0
P8,635139752900443640,tPad,Clipped,Quarter,2,2,5076.2904,0.0858,0.4183,3.9483,0,0
P8,635139753645276242,Normal,Clipped,ThreeQuarters,0,0,73692.215,0.1832,2.383,1.5796,0,0
P8,635139753839717363,Normal,Clipped,ThreeQuarters,0,1,17067.9762,0.2539,1.7086,1.6961,0,0
P8,635139754044349067,Normal,Clipped,ThreeQuarters,0,2,18047.0322,0.2587,2.1918,1.4382,0,0
P8,635139754181946938,Normal,Clipped,ThreeQuarters,1,0,11859.6784,0.135,2.8008,1.4148,0,0
P8,635139754371827798,Normal,Clipped,ThreeQuarters,1,1,17804.0183,0.2093,0.6469,1.6062,0,0
P8,635139754592910443,Normal,Clipped,ThreeQuarters,1,2,21187.2118,0.241,2.9695,1.4343,0,0
P8,635139754714957424,Normal,Clipped,ThreeQuarters,2,0,10272.5875,0.3601,0.4064,1.7219,0,0
P8,635139754851865255,Normal,Clipped,ThreeQuarters,2,1,12506.7154,0.2403,0.8837,1.4084,0,0
P8,635139755032865607,Normal,Clipped,ThreeQuarters,2,2,16795.9606,0.0623,4.338,1.5106,0,0
P8,635139755532424181,tPad,Clipped,Half,0,0,37240.1301,0.1602,2.0643,1.2758,0.0002,0
P8,635139755640580367,tPad,Clipped,Half,0,1,9431.5395,0.162,0.4238,1.214,0.0454,0
P8,635139755751696722,tPad,Clipped,Half,0,2,9603.5493,0.1257,0.0487,1.2457,0.0504,0
P8,635139755815140351,tPad,Clipped,Half,1,0,5212.2981,0.0918,0,1.2856,0.0466,0
P8,635139755867263332,tPad,Clipped,Half,1,1,4260.2436,0.095,0.6448,1.2431,0.0487,0
P8,635139755974739480,tPad,Clipped,Half,1,2,9843.5631,0.2274,0.4101,1.2859,0.0513,0
P8,635139756063134535,tPad,Clipped,Half,2,0,7995.4573,0.1696,0.2187,1.3178,0.052,0
P8,635139756137898812,tPad,Clipped,Half,2,1,5944.34,0.1628,0.1923,1.2635,0.0481,0
P8,635139756247175062,tPad,Clipped,Half,2,2,10131.5795,0.1755,0.1929,1.2849,0.0491,0
P8,635139756655458414,Normal,Clipped,Half,0,0,38128.1808,0.1594,1.6523,1.5566,0,0
P8,635139756739253207,Normal,Clipped,Half,0,1,7351.4205,0.0794,0.0442,1.3087,0,0
P8,635139756937974573,Normal,Clipped,Half,0,2,18820.0764,0.2072,2.5392,1.5397,0,0
P8,635139757100653878,Normal,Clipped,Half,1,0,15230.8711,0.1398,4.1076,2.0197,0,0
P8,635139757242621998,Normal,Clipped,Half,1,1,13264.7587,0.0687,4.4464,1.5441,0,0
P8,635139757454524118,Normal,Clipped,Half,1,2,20347.1638,0.1601,1.6549,1.6861,0,0
P8,635139757588811799,Normal,Clipped,Half,2,0,12191.6973,0.0835,4.5696,1.7293,0,0
P8,635139757684647281,Normal,Clipped,Half,2,1,8607.4924,0.1562,0.8181,1.5983,0,0
P8,635139757860167320,Normal,Clipped,Half,2,2,16055.9184,0,0.9502,1.8337,0,0
P8,635139758178395521,tPad,Clipped,ThreeQuarters,0,0,7838.4483,0.0613,0.2678,1.3164,0,0
P8,635139758287641770,tPad,Clipped,ThreeQuarters,0,1,10075.5763,0.053,1.2231,1.4755,0,0
P8,635139758365556226,tPad,Clipped,ThreeQuarters,0,2,6883.3937,0.069,3.7528,1.4966,0,0
P8,635139758441960596,tPad,Clipped,ThreeQuarters,1,0,6875.3932,0.0683,0.2323,1.5505,0,0
P8,635139758482802933,tPad,Clipped,ThreeQuarters,1,1,3244.1856,0.1159,0.1259,1.4987,0,0
P8,635139758564957632,tPad,Clipped,ThreeQuarters,1,2,7387.4226,0.0667,0.2703,1.5061,0,0
P8,635139758667673507,tPad,Clipped,ThreeQuarters,2,0,9411.5384,0.0809,0.1839,1.7346,0,0
P8,635139758742717799,tPad,Clipped,ThreeQuarters,2,1,6536.3739,0.0578,0.5227,1.5898,0,0
P8,635139758820752262,tPad,Clipped,ThreeQuarters,2,2,6823.3903,0.1016,0.1357,1.5033,0,0
P8,635139759377834125,Normal,Clipped,Quarter,0,0,54299.1057,0.433,2.9315,3.1274,0,0
P8,635139759497310959,Normal,Clipped,Quarter,0,1,9639.5513,0.0642,1.4277,2.2857,0,0
P8,635139759564474801,Normal,Clipped,Quarter,0,2,5640.3226,0.1144,1.3,2.2538,0,0
P8,635139759674271081,Normal,Clipped,Quarter,1,0,9915.5672,0,4.6728,1.8252,0,0
P8,635139759835750317,Normal,Clipped,Quarter,1,1,15043.8605,0.3073,1.6136,2.4048,0,0
P8,635139760000549743,Normal,Clipped,Quarter,1,2,15459.8843,0.2695,9.2103,2.5213,0,0
P8,635139760093345050,Normal,Clipped,Quarter,2,0,8439.4827,0.0671,1.2107,1.772,0,0
P8,635139760267264998,Normal,Clipped,Quarter,2,1,16654.9526,0.0646,2.9775,1.5184,0,0
P8,635139760391342095,Normal,Clipped,Quarter,2,2,11470.6561,0.0996,1.6609,2.0874,0,0
P8,635139760448505364,Normal,Normal,Quarter,0,0,4953.2833,0.0511,0.7073,0,0,0
P8,635139760484787440,Normal,Normal,Quarter,0,1,1764.101,0.165,0.7117,0,0,0
P8,635139760571982427,Normal,Normal,Quarter,0,2,7391.4228,0.0668,1.9614,0,0,0
P8,635139760680338624,Normal,Normal,Quarter,1,0,10075.5763,0.2152,0.3745,0,0,0
P8,635139760720260908,Normal,Normal,Quarter,1,1,3039.1738,0.0436,0.7538,0,0,0
P8,635139760815666365,Normal,Normal,Quarter,1,2,8792.5029,0.0572,5.8774,0,0,0
P8,635139760853948554,Normal,Normal,Quarter,2,0,2968.1697,0.1018,5.2375,0,0,0
P8,635139760961984734,Normal,Normal,Quarter,2,1,10023.5734,0.1776,7.8533,0,0,0
P8,635139760996556711,Normal,Normal,Quarter,2,2,2485.1421,0.0897,6.229,0,0,0
P8,635139761185017490,Normal,Normal,ThreeQuarters,0,0,18067.0333,0.2877,1.5967,0,0,0
P8,635139761233660273,Normal,Normal,ThreeQuarters,0,1,3944.2256,0.0901,1.7837,0,0,0
P8,635139761264542039,Normal,Normal,ThreeQuarters,0,2,2412.138,0.5435,2.4896,0,0,0
P8,635139761294333743,Normal,Normal,ThreeQuarters,1,0,2305.1319,0.1365,0.3049,0,0,0
P8,635139761372598219,Normal,Normal,ThreeQuarters,1,1,7149.4089,0.0299,0,0,0,0
P8,635139761472253919,Normal,Normal,ThreeQuarters,1,2,9359.5353,0.1628,5.0115,0,0,0
P8,635139761501215576,Normal,Normal,ThreeQuarters,2,0,2119.1212,0.3307,4.1182,0,0,0
P8,635139761585620404,Normal,Normal,ThreeQuarters,2,1,7775.4448,0.1814,3.4197,0,0,0
P8,635139761609761784,Normal,Normal,ThreeQuarters,2,2,1640.0938,0.2044,2.6063,0,0,0
P8,635139761762050495,Normal,Normal,Half,0,0,14642.8375,0.2117,0.7994,0,0,0
P8,635139761873276857,Normal,Normal,Half,0,1,10433.5968,0.2336,0.3165,0,0,0
P8,635139761977612824,Normal,Normal,Half,0,2,9759.5582,0.1222,2.2395,0,0,0
P8,635139762033576025,Normal,Normal,Half,1,0,4627.2647,0.4013,1.5009,0,0,0
P8,635139762052777123,Normal,Normal,Half,1,1,1304.0746,0.3013,2.1299,0,0,0
P8,635139762119610946,Normal,Normal,Half,1,2,6103.3491,0.1005,4.3432,0,0,0
P8,635139762168533744,Normal,Normal,Half,2,0,4239.2424,0.3641,1.9902,0,0,0
P8,635139762189494943,Normal,Normal,Half,2,1,1446.0827,0.4231,1.4626,0,0,0
P8,635139762246968230,Normal,Normal,Half,2,2,5146.2943,0.2136,3.4284,0,0,0
P9,635139902723631386,tPad,Normal,ThreeQuarters,0,0,3119.1784,0.1838,0.7007,0,0,0
P9,635139903049350016,tPad,Normal,ThreeQuarters,0,1,4440.2539,0.0585,1.4402,0,0,0
P9,635139903128624551,tPad,Normal,ThreeQuarters,0,2,4365.2497,0.037,0.4719,0,0,0
P9,635139903199988632,tPad,Normal,ThreeQuarters,1,0,888.0507,0.0585,0.7287,0,0,0
P9,635139903277463064,tPad,Normal,ThreeQuarters,1,1,788.0451,0.0663,0.9361,0,0,0
P9,635139903371028415,tPad,Normal,ThreeQuarters,1,2,2260.1292,0.0755,2.4501,0,0,0
P9,635139903434052020,tPad,Normal,ThreeQuarters,2,0,4866.2783,0.1237,0.9792,0,0,0
P9,635139903478064538,tPad,Normal,ThreeQuarters,2,1,3208.1835,0.0182,4.7466,0,0,0
P9,635139903525297239,tPad,Normal,ThreeQuarters,2,2,3991.2283,0.0835,3.0009,0,0,0
P9,635139903674475772,tPad,Clipped,Quarter,0,0,7469.4273,0.066,3.8585,1.8699,0,0
P9,635139903721218445,tPad,Clipped,Quarter,0,1,3403.1946,0.1295,3.2754,1.6748,0,0
P9,635139903760380685,tPad,Clipped,Quarter,0,2,2572.1471,0.1669,0.754,2.158,0,0
P9,635139903814503781,tPad,Clipped,Quarter,1,0,4000.2288,0.2318,4.2127,1.9197,0,0
P9,635139903914659509,tPad,Clipped,Quarter,1,1,5979.342,0.0976,0.6702,1.5941,0,0
P9,635139903954861809,tPad,Clipped,Quarter,1,2,2724.1558,0.1216,1.241,1.5209,0,0
P9,635139904052817411,tPad,Clipped,Quarter,2,0,4751.2717,0.1037,2.0499,1.7051,0,0
P9,635139904114420935,tPad,Clipped,Quarter,2,1,4796.2743,0.0811,3.0831,1.6466,0,0
P9,635139904204816105,tPad,Clipped,Quarter,2,2,6390.3655,0.0685,6.6228,1.9226,0,0
P9,635139904275180130,tPad,Normal,Half,0,0,4443.2541,0.2725,2.7072,0,0,0
P9,635139904434709254,tPad,Normal,Half,0,1,3281.1876,0.0714,3.7428,0,0,0
P9,635139904490892468,tPad,Normal,Half,0,2,4307.2464,0.1491,0.7437,0,0,0
P9,635139904519694115,tPad,Normal,Half,1,0,1643.0939,0.1491,1.59,0,0,0
P9,635139904569496964,tPad,Normal,Half,1,1,3729.2133,0.0497,1.9104,0,0,0
P9,635139904590858186,tPad,Normal,Half,1,2,712.0408,0.052,0.1158,0,0,0
P9,635139904603698920,tPad,Normal,Half,2,0,712.0407,0.0518,1.6138,0,0,0
P9,635139904625850187,tPad,Normal,Half,2,1,1575.0901,0,0.2767,0,0,0
P9,635139904708494914,tPad,Normal,Half,2,2,2992.1711,0.0867,1.6193,0,0,0
P9,635139904775128725,tPad,Clipped,Half,0,0,5383.3079,0.064,1.3637,1.5832,0,0
P9,635139904849332970,tPad,Clipped,Half,0,1,3620.2071,0.0548,5.7392,1.5022,0,0
P9,635139904998971528,tPad,Clipped,Half,0,2,12035.6884,0.1018,2.5511,1.2947,0,0
P9,635139905063975246,tPad,Clipped,Half,1,0,5324.3045,0.0631,4.0849,1.3683,0,0
P9,635139905149650147,tPad,Clipped,Half,1,1,7315.4184,0.2809,0.0379,1.6769,0,0
P9,635139905222454311,tPad,Clipped,Half,1,2,5492.3142,0.1035,0.1602,1.6416,0,0
P9,635139905360492206,tPad,Clipped,Half,2,0,9615.55,0.2436,1.4979,1.6312,0,0
P9,635139905451247397,tPad,Clipped,Half,2,1,5899.3374,0.0706,1.3025,1.6473,0,0
P9,635139905496569989,tPad,Clipped,Half,2,2,2936.1679,0.0732,0.9243,1.9532,0,0
P9,635139905635487935,tPad,Normal,Quarter,0,0,2696.1542,0.1528,0.8992,0,0,0
P9,635139905667489765,tPad,Normal,Quarter,0,1,2516.1439,0.1222,1.0928,0,0,0
P9,635139905704861903,tPad,Normal,Quarter,0,2,3169.1813,0.0524,0.1437,0,0,0
P9,635139905766685439,tPad,Normal,Quarter,1,0,3882.222,0.1595,0.9253,0,0,0
P9,635139905835039349,tPad,Normal,Quarter,1,1,3139.1796,0.1432,0.1535,0,0,0
P9,635139905860890827,tPad,Normal,Quarter,1,2,1256.0718,0.1328,0.7135,0,0,0
P9,635139905915163932,tPad,Normal,Quarter,2,0,4139.2368,0.1139,1.5091,0,0,0
P9,635139905966606874,tPad,Normal,Quarter,2,1,3792.2169,0.0394,0.1504,0,0,0
P9,635139906020529958,tPad,Normal,Quarter,2,2,3620.207,0.0788,0.4802,0,0,0
P9,635139906161128000,tPad,Clipped,ThreeQuarters,0,0,8284.4738,0.0998,1.4693,1.3589,0,0
P9,635139906202080342,tPad,Clipped,ThreeQuarters,0,1,2747.1571,0.0947,0.3826,1.4302,0,0
P9,635139906240802557,tPad,Clipped,ThreeQuarters,0,2,2411.1379,0.1028,0.3245,1.3058,0,0
P9,635139906333757874,tPad,Clipped,ThreeQuarters,1,0,6131.3507,0.1126,1.7896,1.3864,0,0
P9,635139906370239960,tPad,Clipped,ThreeQuarters,1,1,2803.1603,0.0741,1.9465,1.3795,0,0
P9,635139906458885031,tPad,Clipped,ThreeQuarters,1,2,8300.4748,0.1076,0.7709,1.4033,0,0
P9,635139906561040874,tPad,Clipped,ThreeQuarters,2,0,7003.4006,0.0351,2.1783,1.2727,0,0
P9,635139906606773489,tPad,Clipped,ThreeQuarters,2,1,2889.1652,0.0497,0.0998,1.3065,0,0
P9,635139906677997563,tPad,Clipped,ThreeQuarters,2,2,6317.3613,0.0746,0.0425,1.2058,0,0
P9,635139907162075251,Normal,Clipped,ThreeQuarters,0,0,45843.6221,0.3141,1.2204,1.6274,0,0
P9,635139907349155951,Normal,Clipped,ThreeQuarters,0,1,15047.8607,0.3516,1.1212,1.7181,0,0
P9,635139907511295225,Normal,Clipped,ThreeQuarters,0,2,14715.8417,0.0761,1.9288,1.4244,0,0
P9,635139907683955101,Normal,Clipped,ThreeQuarters,1,0,14923.8536,0.0596,1.1652,1.3579,0,0
P9,635139907841954138,Normal,Clipped,ThreeQuarters,1,1,9135.5226,0.1669,0.7953,1.6074,0,0
P9,635139908018534238,Normal,Clipped,ThreeQuarters,1,2,15073.8622,0.1778,0.7527,1.5179,0,0
P9,635139908203304806,Normal,Clipped,ThreeQuarters,2,0,12082.6911,0.0395,0.481,1.277,0,0
P9,635139908326591857,Normal,Clipped,ThreeQuarters,2,1,10567.6044,0.053,0.7873,1.5249,0,0
P9,635139908472270190,Normal,Clipped,ThreeQuarters,2,2,12735.7285,0,2.3368,1.3976,0,0
P9,635139908701743315,Normal,Normal,Quarter,0,0,15000.858,0.3625,1.9731,0,0,0
P9,635139908752586223,Normal,Normal,Quarter,0,1,3555.2034,0.3874,2.1208,0,0,0
P9,635139908813059682,Normal,Normal,Quarter,0,2,4715.2697,0.233,3.9116,0,0,0
P9,635139908903344846,Normal,Normal,Quarter,1,0,8163.4669,0.616,1.8765,0,0,0
P9,635139908944547202,Normal,Normal,Quarter,1,1,6.3514E+13,0.183,1.606,0,0,0
P9,635139909045102954,Normal,Normal,Quarter,1,2,8951.512,0.1799,2.1369,0,0,0
P9,635139909095515837,Normal,Normal,Quarter,2,0,4045.2313,0.2726,0.4441,0,0,0
P9,635139909138098273,Normal,Normal,Quarter,2,1,3351.1917,0.217,0,0,0,0
P9,635139909219582934,Normal,Normal,Quarter,2,2,7411.424,0.1789,0.4407,0,0,0
P9,635139909429984968,Normal,Clipped,Half,0,0,20084.1488,0.0971,8.7879,1.7978,0,0
P9,635139909609745250,Normal,Clipped,Half,0,1,16135.923,0,0.9663,2.3677,0,0
P9,635139909755173568,Normal,Clipped,Half,0,2,13694.7833,0.0997,3.2397,1.9528,0,0
P9,635139909965575602,Normal,Clipped,Half,1,0,9699.5548,0.1225,8.1892,1.8332,0,0
P9,635139910126614813,Normal,Clipped,Half,1,1,9955.5694,0.5368,2.7052,2.1843,0,0
P9,635139910611612553,Normal,Clipped,Half,1,2,22111.2647,0.1013,0.7287,1.4776,0,0
P9,635139911255169362,Normal,Clipped,Half,2,0,8831.5051,0,1.273,1.3972,0,0
P9,635139911338364121,Normal,Clipped,Half,2,1,7129.4078,0.1118,0.8767,1.4898,0,0
P9,635139911480922275,Normal,Clipped,Half,2,2,8850.5062,0.1293,0.8206,1.3432,0,0
P9,635139911610519687,Normal,Normal,Half,0,0,7319.4186,0.3101,1.1233,0,0,0
P9,635139911721886057,Normal,Normal,Half,0,1,9155.5237,0.2339,0.8519,0,0,0
P9,635139911767798683,Normal,Normal,Half,0,2,6.3514E+13,0.1349,3.3246,0,0,0
P9,635139911852963554,Normal,Normal,Half,1,0,7731.4422,0.1215,0.2593,0,0,0
P9,635139911887965556,Normal,Normal,Half,1,1,2704.1546,0.2214,0.8318,0,0,0
P9,635139911920047391,Normal,Normal,Half,1,2,2444.1398,0.0732,2.0887,0,0,0
P9,635139911985361127,Normal,Normal,Half,2,0,5583.3193,0.2201,0.2836,0,0,0
P9,635139912079236496,Normal,Normal,Half,2,1,8650.4947,0.2447,2.721,0,0,0
P9,635139912167441541,Normal,Normal,Half,2,2,7983.4566,0.1222,1.0051,0,0,0
P9,635139912362722711,Normal,Clipped,Quarter,0,0,18620.065,0.2066,8.1058,2.2368,0,0
P9,635139912523881929,Normal,Clipped,Quarter,0,1,12371.7077,0.1847,1.1108,1.3892,0.0029,0
P9,635139912684321105,Normal,Clipped,Quarter,0,2,12279.7023,0.0366,0.801,2.1742,0,0
P9,635139912973357637,Normal,Clipped,Quarter,1,0,27807.5905,0.2584,4.9613,2.5811,0,0
P9,635139913181629550,Normal,Clipped,Quarter,1,1,14714.8417,0.1789,0.031,2.8405,0,0
P9,635139913338038496,Normal,Clipped,Quarter,1,2,11002.6293,0.1891,0.3452,2.0929,0,0
P9,635139913432633906,Normal,Clipped,Quarter,2,0,7948.4546,0.1258,1.0809,1.5889,0,0
P9,635139913567311609,Normal,Clipped,Quarter,2,1,9115.5213,0.1781,0.8303,1.765,0,0
P9,635139913651676435,Normal,Clipped,Quarter,2,2,6592.3771,0.1695,2.567,1.9987,0,0
P9,635139913809105439,Normal,Normal,ThreeQuarters,0,0,9323.5333,0.3485,0.5846,0,0,0
P9,635139913918991724,Normal,Normal,ThreeQuarters,0,1,9295.5316,0.2714,2.3859,0,0,0
P9,635139913960544101,Normal,Normal,ThreeQuarters,0,2,3327.1903,0.2441,3.5967,0,0,0
P9,635139914076550736,Normal,Normal,ThreeQuarters,1,0,10831.6195,0.3974,2.9425,0,0,0
P9,635139914163105687,Normal,Normal,ThreeQuarters,1,1,7586.4339,0.6491,1.8648,0,0,0
P9,635139914234389764,Normal,Normal,ThreeQuarters,1,2,6304.3606,0.281,0.078,0,0,0
P9,635139914371027579,Normal,Normal,ThreeQuarters,2,0,12731.7282,0.4964,0.601,0,0,0
P9,635139914469183194,Normal,Normal,ThreeQuarters,2,1,6755.3864,0.2656,1.2018,0,0,0
P9,635139914534586934,Normal,Normal,ThreeQuarters,2,2,5256.3006,0.5707,0.2146,0,0,0
P10,635140003701679225,tPad,Clipped,Quarter,0,0,12230.6995,0.0681,3.5384,2.3329,0,0
P10,635140003878199322,tPad,Clipped,Quarter,0,1,14239.8145,0.1368,0.1617,1.8247,0,0
P10,635140003996876110,tPad,Clipped,Quarter,0,2,10003.5722,0.0972,1.7704,2.2745,0,0
P10,635140004072710447,tPad,Clipped,Quarter,1,0,4435.2537,0.0527,0.9179,1.7963,0,0
P10,635140004208638222,tPad,Clipped,Quarter,1,1,10943.626,0.0739,0.028,1.8052,0,0
P10,635140004326104941,tPad,Clipped,Quarter,1,2,9741.5572,0.1054,2.714,1.8193,0,0
P10,635140004429950880,tPad,Clipped,Quarter,2,0,8743.5001,0.0745,1.4961,2.3054,0,0
P10,635140004541617267,tPad,Clipped,Quarter,2,1,9702.5549,0.1181,0.38,1.8235,0,0
P10,635140004617431603,tPad,Clipped,Quarter,2,2,5975.3417,0.0865,0.3399,2.3625,0,0
P10,635140004789551448,tPad,Clipped,Half,0,0,16257.9299,0.0962,0.9378,1.505,0,0
P10,635140004907748209,tPad,Clipped,Half,0,1,10443.5974,0.0509,0.8224,1.5986,0,0
P10,635140004998043373,tPad,Clipped,Half,0,2,7677.4391,0.1193,0.5232,1.5607,0,0
P10,635140005066627296,tPad,Clipped,Half,1,0,5687.3253,0.1206,0.4356,1.4707,0,0
P10,635140005133791138,tPad,Clipped,Half,1,1,5528.3163,0.1102,0.3868,1.5832,0,0
P10,635140005231066701,tPad,Clipped,Half,1,2,8491.4856,0.0851,0.5996,1.5495,0,0
P10,635140005354383755,tPad,Clipped,Half,2,0,10803.618,0.084,0.2191,1.499,0,0
P10,635140005459629774,tPad,Clipped,Half,2,1,9240.5285,0.0758,0.2826,1.4548,0,0
P10,635140005576626466,tPad,Clipped,Half,2,2,10407.5953,0.0666,2.6947,1.6413,0,0
P10,635140005748756312,tPad,Normal,ThreeQuarters,0,0,15572.8908,0.0655,2.0393,0,0,0
P10,635140005850742145,tPad,Normal,ThreeQuarters,0,1,6427.3676,0.0702,0.1539,0,0,0
P10,635140005938987192,tPad,Normal,ThreeQuarters,0,2,4904.2805,0.0745,1.2007,0,0,0
P10,635140006011061314,tPad,Normal,ThreeQuarters,1,0,4742.2712,0.0498,0.6006,0,0,0
P10,635140006044903250,tPad,Normal,ThreeQuarters,1,1,2084.1192,0.0684,0.532,0,0,0
P10,635140006135098409,tPad,Normal,ThreeQuarters,1,2,6491.3713,0.1293,0.3659,0,0,0
P10,635140006215943033,tPad,Normal,ThreeQuarters,2,0,7028.402,0.0524,0.198,0,0,0
P10,635140006236394203,tPad,Normal,ThreeQuarters,2,1,957.0548,0.0376,0.8307,0,0,0
P10,635140006359761259,tPad,Normal,ThreeQuarters,2,2,11625.665,0.0754,1.0933,0,0,0
P10,635140006410014133,tPad,Clipped,ThreeQuarters,0,0,3989.2281,0.0749,0.0075,1.5608,0,0
P10,635140006456256778,tPad,Clipped,ThreeQuarters,0,1,2603.1489,0.0749,0.0019,1.5907,0,0
P10,635140006508469765,tPad,Clipped,ThreeQuarters,0,2,4305.2463,0.0902,0.5352,1.4208,0,0
P10,635140006613895795,tPad,Clipped,ThreeQuarters,1,0,9483.5425,0.0833,0.2997,1.362,0,0
P10,635140006714291537,tPad,Clipped,ThreeQuarters,1,1,8307.4752,0.0948,0.292,1.4233,0,0
P10,635140006802056557,tPad,Clipped,ThreeQuarters,1,2,7566.4328,0.0751,1.3188,1.4013,0,0
P10,635140006903252345,tPad,Clipped,ThreeQuarters,2,0,8290.4742,0.0845,0.2757,1.3525,0,0
P10,635140007013938676,tPad,Clipped,ThreeQuarters,2,1,9852.5636,0.0691,0.0254,1.399,0,0
P10,635140007060931364,tPad,Clipped,ThreeQuarters,2,2,3299.1887,0.084,0.0338,1.3322,0,0
P10,635140007237411458,tPad,Normal,Half,0,0,2695.1542,0.0909,0.2164,0,0,0
P10,635140007265293052,tPad,Normal,Half,0,1,1715.0981,0.0611,0.7977,0,0,0
P10,635140007356008241,tPad,Normal,Half,0,2,5731.3278,0.0866,2.1575,0,0,0
P10,635140007448853552,tPad,Normal,Half,1,0,8387.4798,0.0336,1.05,0,0,0
P10,635140007513687260,tPad,Normal,Half,1,1,5403.3091,0.0716,0.2533,0,0,0
P10,635140007532168317,tPad,Normal,Half,1,2,782.0447,0.0748,0.8329,0,0,0
P10,635140007601292271,tPad,Normal,Half,2,0,6087.3482,0.0909,0.7285,0,0,0
P10,635140007668286102,tPad,Normal,Half,2,1,5767.3298,0.1291,1.8766,0,0,0
P10,635140007743210388,tPad,Normal,Half,2,2,6059.3466,0.0872,0.9254,0,0,0
P10,635140008366086014,Normal,Normal,Quarter,0,0,18604.0641,0.1368,5.5089,0,0,0
P10,635140008586398615,Normal,Normal,Quarter,0,1,15430.8826,0.1543,3.5487,0,0,0
P10,635140008710645722,Normal,Normal,Quarter,0,2,10235.5855,0.0159,3.231,0,0,0
P10,635140008836442917,Normal,Normal,Quarter,1,0,10467.5987,0.1197,2.2546,0,0,0
P10,635140008956359776,Normal,Normal,Quarter,1,1,9275.5305,0.0453,2.663,0,0,0
P10,635140009070596310,Normal,Normal,Quarter,1,2,8823.5047,0.0586,0.8425,0,0,0
P10,635140009198883648,Normal,Normal,Quarter,2,0,11235.6427,0.0811,1.8912,0,0,0
P10,635140009281488372,Normal,Normal,Quarter,2,1,6656.3807,0,1.7715,0,0,0
P10,635140009350002291,Normal,Normal,Quarter,2,2,5244.3,0.0347,2.4628,0,0,0
P10,635140009724233696,tPad,Normal,Quarter,0,0,6231.3564,0.0579,1.6559,0,0,0
P10,635140009789437425,tPad,Normal,Quarter,0,1,4073.233,0.0769,1.093,0,0,0
P10,635140009834229987,tPad,Normal,Quarter,0,2,879.0503,0.1078,2.0853,0,0,0
P10,635140009859231417,tPad,Normal,Quarter,1,0,1083.0619,0.0769,0.6906,0,0,0
P10,635140009928435375,tPad,Normal,Quarter,1,1,2356.1347,0.0579,1.478,0,0,0
P10,635140010000389491,tPad,Normal,Quarter,1,2,3399.1944,0.0654,2.5231,0,0,0
P10,635140010068193369,tPad,Normal,Quarter,2,0,2681.1533,0.0748,1.4264,0,0,0
P10,635140010147347897,tPad,Normal,Quarter,2,1,3679.2105,0.0359,0.2232,0,0,0
P10,635140010396512148,tPad,Normal,Quarter,2,2,8727.4992,0.0568,0.3174,0,0,0
P10,635140010870669268,Normal,Normal,Half,0,0,10559.604,0.0463,0.8185,0,0,0
P10,635140010976665331,Normal,Normal,Half,0,1,8295.4745,0,0.8733,0,0,0
P10,635140011117303375,Normal,Normal,Half,0,2,11755.6724,0.1117,2.6506,0,0,0
P10,635140011217699117,Normal,Normal,Half,1,0,6547.3745,0.1015,0.5011,0,0,0
P10,635140011363307445,Normal,Normal,Half,1,1,12075.6906,0.044,1.4203,0,0,0
P10,635140011484624384,Normal,Normal,Half,1,2,5665.324,0.04,1.1706,0,0,0
P10,635140011607861433,Normal,Normal,Half,2,0,9663.5527,0.1036,0.4855,0,0,0
P10,635140011663224600,Normal,Normal,Half,2,1,3932.2249,0.0612,1.7075,0,0,0
