Participant,Device,Method,Size,TimeMillis,aligned(TimeMillis) for Device,aligned(TimeMillis) for Method,aligned(TimeMillis) for Device*Method,aligned(TimeMillis) for Size,aligned(TimeMillis) for Device*Size,aligned(TimeMillis) for Method*Size,aligned(TimeMillis) for Device*Method*Size,ART(TimeMillis) for Device,ART(TimeMillis) for Method,ART(TimeMillis) for Device*Method,ART(TimeMillis) for Size,ART(TimeMillis) for Device*Size,ART(TimeMillis) for Method*Size,ART(TimeMillis) for Device*Method*Size
P6,Normal,Normal,Half,7824.4476,256.876987524996154437778804,-5348.6577029559015212234555001,-2101.287199451891314415645548,-579.621235300766240566570320,-3174.171727620322822654472596,-2745.789939204113481111624224,383.269834036148740993149516,801,358,574,757,465,507,843
P6,tPad,Clipped,Half,27529.5747,7242.168254899246269804645440,12590.095536324049693712279559,8520.094642514810261898945088,10109.323491971961032160702407,10666.154670957695863988395420,10378.590364489714547161935740,11022.987519507035483095892840,1055,1107,1084,1106,1108,1109,1114
P6,tPad,Clipped,Half,8099.4633,-12187.943145100753730195354560,-6840.015863675950306287720441,-10910.016757485189738101054912,-9320.787908028038967839297593,-8763.956729042304136011604580,-9051.521035510285452838064260,-8407.123880492964516904107160,44,217,52,70,82,74,89
P6,tPad,Clipped,Half,3919.2242,-16368.182245100753730195354560,-11020.254963675950306287720441,-15090.255857485189738101054912,-13501.027008028038967839297593,-12944.195829042304136011604580,-13231.760135510285452838064260,-12587.362980492964516904107160,6,12,6,7,7,8,8
P6,tPad,Clipped,Half,5667.3242,-14620.082245100753730195354560,-9272.154963675950306287720441,-13342.155857485189738101054912,-11752.927008028038967839297593,-11196.095829042304136011604580,-11483.660135510285452838064260,-10839.262980492964516904107160,19,64,19,27,26,29,29
P6,tPad,Clipped,Half,3732.2134,-16555.193045100753730195354560,-11207.265763675950306287720441,-15277.266657485189738101054912,-13688.037808028038967839297593,-13131.206629042304136011604580,-13418.770935510285452838064260,-12774.373780492964516904107160,5,10,5,5,6,6,6
P6,tPad,Clipped,Half,4851.2775,-15436.128945100753730195354560,-10088.201663675950306287720441,-14158.202557485189738101054912,-12568.973708028038967839297593,-12012.142529042304136011604580,-12299.706835510285452838064260,-11655.309680492964516904107160,12,35,12,16,16,18,16
P6,tPad,Clipped,Half,4096.2343,-16191.172145100753730195354560,-10843.244863675950306287720441,-14913.245757485189738101054912,-13324.016908028038967839297593,-12767.185729042304136011604580,-13054.750035510285452838064260,-12410.352880492964516904107160,8,14,8,10,9,10,10
P6,tPad,Clipped,Half,3991.2283,-16296.178145100753730195354560,-10948.250863675950306287720441,-15018.251757485189738101054912,-13429.022908028038967839297593,-12872.191729042304136011604580,-13159.756035510285452838064260,-12515.358880492964516904107160,7,13,7,9,8,9,9
P6,tPad,Clipped,Half,4480.2562,-15807.150245100753730195354560,-10459.222963675950306287720441,-14529.223857485189738101054912,-12939.995008028038967839297593,-12383.163829042304136011604580,-12670.728135510285452838064260,-12026.330980492964516904107160,10,26,10,12,12,14,12
P6,Normal,Normal,Quarter,6387.3654,-1326.313747370349050185776335,-6931.8484378512467258470106391,-3684.477934347236519039200687,-3713.708772248446622139465915,-2354.939116786771316624296431,-2204.502462345766985235444447,-4029.817121394104493210976248,676,206,388,388,567,573,374
P6,Normal,Normal,Quarter,6599.3775,-1114.301647370349050185776335,-6719.8363378512467258470106391,-3472.465834347236519039200687,-3501.696672248446622139465915,-2142.927016786771316624296431,-1992.490362345766985235444447,-3817.805021394104493210976248,700,223,407,423,591,603,392
P6,Normal,Normal,Quarter,4576.2617,-3137.417447370349050185776335,-8742.952137851246725847010639,-5495.581634347236519039200687,-5524.812472248446622139465915,-4166.042816786771316624296431,-4015.606162345766985235444447,-5840.920821394104493210976248,490,83,237,246,361,367,231
P6,Normal,Normal,Quarter,5367.307,-2346.372147370349050185776335,-7951.906837851246725847010639,-4704.536334347236519039200687,-4733.767172248446622139465915,-3374.997516786771316624296431,-3224.560862345766985235444447,-5049.875521394104493210976248,559,128,294,300,450,444,281
P6,Normal,Normal,Quarter,6974.3989,-739.280247370349050185776335,-6344.8149378512467258470106391,-3097.444434347236519039200687,-3126.675272248446622139465915,-1767.905616786771316624296431,-1617.468962345766985235444447,-3442.783621394104493210976248,732,256,453,461,622,643,438
P6,Normal,Normal,Quarter,3739.2139,-3974.465247370349050185776335,-9579.999937851246725847010639,-6332.629434347236519039200687,-6361.860272248446622139465915,-5003.090616786771316624296431,-4852.653962345766985235444447,-6677.968621394104493210976248,388,50,191,196,296,304,178
P6,Normal,Normal,Quarter,6075.3475,-1638.331647370349050185776335,-7243.8663378512467258470106391,-3996.495834347236519039200687,-4025.726672248446622139465915,-2666.957016786771316624296431,-2516.520362345766985235444447,-4341.835021394104493210976248,649,175,356,359,526,535,344
P6,Normal,Normal,Quarter,6858.3923,-855.286847370349050185776335,-6460.8215378512467258470106391,-3213.451034347236519039200687,-3242.681872248446622139465915,-1883.912216786771316624296431,-1733.475562345766985235444447,-3558.790221394104493210976248,723,242,437,449,607,630,422
P6,Normal,Normal,Quarter,6443.3685,-1270.310647370349050185776335,-6875.8453378512467258470106391,-3628.474834347236519039200687,-3657.705672248446622139465915,-2298.936016786771316624296431,-2148.499362345766985235444447,-3973.814021394104493210976248,680,212,396,400,575,581,379
P6,tPad,Clipped,ThreeQuarters,11701.6693,-119.135030875164504606128971,5228.792250549638919301505148,1158.791356740399487488170677,1266.321001556769044078688749,861.328423646136637280389305,1358.176418138693682074574489,779.414946261575239740950631,776,1014,886,892,865,903,866
P6,tPad,Clipped,ThreeQuarters,2392.1368,-9428.667530875164504606128971,-4080.740249450361080698494852,-8150.741143259600512511829323,-8043.211498443230955921311251,-8448.204076353863362719610695,-7951.356081861306317925425511,-8530.117553738424760259049369,87,485,109,104,89,108,83
P6,tPad,Clipped,ThreeQuarters,4015.2297,-7805.574630875164504606128971,-2457.647349450361080698494852,-6527.648243259600512511829323,-6420.118598443230955921311251,-6825.111176353863362719610695,-6328.263181861306317925425511,-6907.024653738424760259049369,131,616,186,191,172,189,170
P6,tPad,Clipped,ThreeQuarters,2347.1342,-9473.670130875164504606128971,-4125.742849450361080698494852,-8195.743743259600512511829323,-8088.214098443230955921311251,-8493.206676353863362719610695,-7996.358681861306317925425511,-8575.120153738424760259049369,84,477,106,100,86,104,81
P6,tPad,Clipped,ThreeQuarters,1791.1025,-10029.701830875164504606128971,-4681.774549450361080698494852,-8751.775443259600512511829323,-8644.245798443230955921311251,-9049.238376353863362719610695,-8552.390381861306317925425511,-9131.151853738424760259049369,72,425,88,82,69,86,66
P6,tPad,Clipped,ThreeQuarters,8176.4677,-3644.336630875164504606128971,1703.590650549638919301505148,-2366.410243259600512511829323,-2258.880598443230955921311251,-2663.873176353863362719610695,-2167.025181861306317925425511,-2745.786653738424760259049369,430.5,864.5,532.5,563.5,527.5,578.5,502.5
P6,tPad,Clipped,ThreeQuarters,8176.4677,-3644.336630875164504606128971,1703.590650549638919301505148,-2366.410243259600512511829323,-2258.880598443230955921311251,-2663.873176353863362719610695,-2167.025181861306317925425511,-2745.786653738424760259049369,430.5,864.5,532.5,563.5,527.5,578.5,502.5
P6,tPad,Clipped,ThreeQuarters,7423.4246,-4397.379730875164504606128971,950.547550549638919301505148,-3119.453343259600512511829323,-3011.923698443230955921311251,-3416.916276353863362719610695,-2920.068281861306317925425511,-3498.829753738424760259049369,354,828,451,481,446,482,432
P6,tPad,Clipped,ThreeQuarters,2352.1345,-9468.669830875164504606128971,-4120.742549450361080698494852,-8190.743443259600512511829323,-8083.213798443230955921311251,-8488.206376353863362719610695,-7991.358381861306317925425511,-8570.119853738424760259049369,85,479,107,101,87,105,82
P7,tPad,Normal,Quarter,32011.831,23163.966862207624166417836171,21262.085631625203648117007958,25434.381748776581872977326929,24480.225297228003751824552682,24370.927437656183425584481998,25989.431607130683388728574150,25841.443839890500277852160992,1153,1150,1157,1156,1157,1159,1157
P7,tPad,Normal,Quarter,12971.7419,4123.8777622076241664178361707,2221.9965316252036481170079576,6394.2926487765818729773269287,5440.1361972280037518245526817,5330.8383376561834255844819977,6949.3425071306833887285741497,6801.3547398905002778521609917,991,893,1052,1040,1038,1059,1068
P7,tPad,Normal,Quarter,6551.3747,-2296.4894377923758335821638293,-4198.3706683747963518829920424,-26.0745512234181270226730713,-980.2310027719962481754473183,-1089.5288623438165744155180023,528.9753071306833887285741497,380.9875398905002778521609917,564,466,790,709,683,846,842
P7,tPad,Normal,Quarter,6639.3798,-2208.4843377923758335821638293,-4110.3655683747963518829920424,61.9305487765818729773269287,-892.2259027719962481754473183,-1001.5237623438165744155180023,616.9804071306833887285741497,468.9926398905002778521609917,579,482,799,722,691,849,849
P7,tPad,Normal,Quarter,7443.4257,-1404.4384377923758335821638293,-3306.3196683747963518829920424,865.9764487765818729773269287,-88.1800027719962481754473183,-197.4778623438165744155180023,1421.0263071306833887285741497,1273.0385398905002778521609917,671,546,870,799,782,907,908
P7,tPad,Normal,Quarter,2864.1638,-5983.7003377923758335821638293,-7885.5815683747963518829920424,-3713.2854512234181270226730713,-4667.4419027719962481754473183,-4776.7397623438165744155180023,-3158.2355928693166112714258503,-3306.2233601094997221478390083,215,135,384,304,312,451,453
P7,tPad,Normal,Quarter,6127.3505,-2720.5136377923758335821638293,-4622.3948683747963518829920424,-450.0987512234181270226730713,-1404.2552027719962481754473183,-1513.5530623438165744155180023,104.9511071306833887285741497,-43.0366601094997221478390083,527,432,761,662,643,814,806
P7,tPad,Normal,Quarter,3667.2097,-5180.6544377923758335821638293,-7082.5356683747963518829920424,-2910.2395512234181270226730713,-3864.3960027719962481754473183,-3973.6938623438165744155180023,-2355.1896928693166112714258503,-2503.1774601094997221478390083,265,189,475,374,380,556,532
P7,tPad,Normal,Quarter,4928.2819,-3919.5822377923758335821638293,-5821.4634683747963518829920424,-1649.1673512234181270226730713,-2603.3238027719962481754473183,-2712.6216623438165744155180023,-1094.1174928693166112714258503,-1242.1052601094997221478390083,398,307,621,528,517,700,691
P7,tPad,Normal,Half,8979.5136,1290.0551104762933362134139763,-611.8261201061271820874142368,3560.4699970452510427729047343,4157.2103475490080985694709433,4714.0415265347429303971639563,1991.0416436456608580244170393,1165.6820089819664663854512993,879,733,993,1007,1025,939,898
P7,tPad,Normal,Half,1508.0862,-6181.3722895237066637865860237,-8083.253520106127182087414237,-3910.9574029547489572270952657,-3314.2170524509919014305290567,-2757.3858734652570696028360437,-5480.3857563543391419755829607,-6305.7453910180335336145487007,200,120,360,440,507,242,193
P7,tPad,Normal,Half,4159.2379,-3530.2205895237066637865860237,-5432.1018201061271820874142368,-1259.8057029547489572270952657,-663.0653524509919014305290567,-106.2341734652570696028360437,-2829.2340563543391419755829607,-3654.5936910180335336145487007,451,350,674,747,787,496,412
P7,tPad,Normal,Half,4355.2491,-3334.2093895237066637865860237,-5236.0906201061271820874142368,-1063.7945029547489572270952657,-467.0541524509919014305290567,89.7770265347429303971639563,-2633.2228563543391419755829607,-3458.5824910180335336145487007,473,369,701,768,810,521,437
P7,tPad,Normal,Half,11131.6367,3442.1782104762933362134139763,1540.2969798938728179125857632,5712.5930970452510427729047343,6309.3334475490080985694709433,6866.1646265347429303971639563,4143.1647436456608580244170393,3317.8051089819664663854512993,967,857,1045,1050,1068,1008,987
P7,tPad,Normal,Half,5671.3243,-2018.1341895237066637865860237,-3920.0154201061271820874142368,252.2806970452510427729047343,849.0210475490080985694709433,1405.8522265347429303971639563,-1317.1476563543391419755829607,-2142.5072910180335336145487007,609,500,821,866,895,675,576
P7,tPad,Normal,Half,1892.1082,-5797.3502895237066637865860237,-7699.2315201061271820874142368,-3526.9354029547489572270952657,-2930.1950524509919014305290567,-2373.3638734652570696028360437,-5096.3637563543391419755829607,-5921.7233910180335336145487007,228,147,404,489,566,281,226
P7,tPad,Normal,Half,1257.0719,-6432.3865895237066637865860237,-8334.267820106127182087414237,-4161.9717029547489572270952657,-3565.2313524509919014305290567,-3008.4001734652570696028360437,-5731.4000563543391419755829607,-6556.7596910180335336145487007,186,102,344,411,483,228,185
P7,tPad,Normal,Half,4171.2386,-3518.2198895237066637865860237,-5420.1011201061271820874142368,-1247.8050029547489572270952657,-651.0646524509919014305290567,-94.2334734652570696028360437,-2817.2333563543391419755829607,-3642.5929910180335336145487007,453,352,676,749,789,497,416
P7,Normal,Clipped,ThreeQuarters,75731.3316,58727.049518838127467569091935,60371.323340364453734116319963,57596.136893179103667309101767,56408.852091371583858893503564,57622.176368639696456955340204,56500.707507953508496889389304,58192.292484560463712514292181,1179,1179,1179,1178,1179,1178,1178
P7,Normal,Clipped,ThreeQuarters,18368.0506,1363.768518838127467569091935,3008.042340364453734116319963,232.855893179103667309101767,-954.428908628416141106496436,258.895368639696456955340204,-862.573492046491503110610696,829.011484560463712514292181,881,931,818,714,827,729,874
P7,Normal,Clipped,ThreeQuarters,13555.7753,-3448.506781161872532430908065,-1804.232959635546265883680037,-4579.419406820896332690898233,-5766.704208628416141106496436,-4553.379931360303543044659796,-5674.848792046491503110610696,-3983.263815439536287485707819,459,662,304,225,327,231,378
P7,Normal,Clipped,ThreeQuarters,19875.1367,2870.854618838127467569091935,4515.128440364453734116319963,1739.941993179103667309101767,552.657191371583858893503564,1765.981468639696456955340204,644.512607953508496889389304,2336.097584560463712514292181,947,998,925,843,919,852,954
P7,Normal,Clipped,ThreeQuarters,11690.6687,-5313.613381161872532430908065,-3669.339559635546265883680037,-6444.526006820896332690898233,-7631.810808628416141106496436,-6418.486531360303543044659796,-7539.955392046491503110610696,-5848.370415439536287485707819,256,523,189,122,190,135,229
P7,Normal,Clipped,ThreeQuarters,15307.8756,-1696.406481161872532430908065,-52.132659635546265883680037,-2827.319106820896332690898233,-4014.603908628416141106496436,-2801.279631360303543044659796,-3922.748492046491503110610696,-2231.163515439536287485707819,645,777,484,361,504,374,562
P7,Normal,Clipped,ThreeQuarters,9079.5193,-7924.762781161872532430908065,-6280.488959635546265883680037,-9055.675406820896332690898233,-10242.960208628416141106496436,-9029.635931360303543044659796,-10151.104792046491503110610696,-8459.519815439536287485707819,126,265,79,51,71,51,86
P7,Normal,Clipped,ThreeQuarters,7423.4246,-9580.857481161872532430908065,-7936.583659635546265883680037,-10711.770106820896332690898233,-11899.054908628416141106496436,-10685.730631360303543044659796,-11807.199492046491503110610696,-10115.614515439536287485707819,80,131,53,25,36,25,43
P7,Normal,Clipped,ThreeQuarters,9659.5525,-7344.729581161872532430908065,-5700.455759635546265883680037,-8475.642206820896332690898233,-9662.927008628416141106496436,-8449.602731360303543044659796,-9571.071592046491503110610696,-7879.486615439536287485707819,149,320,97,65,88,63,112
P7,Normal,Clipped,Half,51863.9665,37431.063811767420396862021228,39075.337633293746663409249256,36300.151186108396596602031060,36594.565588941658001857672104,34000.015096622101419769769828,36863.832461459411516858905437,33510.293084289960374644965763,1169,1169,1169,1170,1167,1170,1167
P7,Normal,Clipped,Half,15647.895,1214.992311767420396862021228,2859.266133293746663409249256,84.079686108396596602031060,378.494088941658001857672104,-2216.056403377898580230230172,647.760961459411516858905437,-2705.778415710039625355034237,870,922,803,833,586,853,513
P7,Normal,Clipped,Half,9071.5189,-5361.383788232579603137978772,-3717.109966706253336590750744,-6492.296413891603403397968940,-6197.882011058341998142327896,-8792.432503377898580230230172,-5928.615138540588483141094563,-9282.154515710039625355034237,252,521,188,205,80,218,61
P7,Normal,Clipped,Half,22775.3027,8342.400011767420396862021228,9986.673833293746663409249256,7211.487386108396596602031060,7505.901788941658001857672104,4911.351296622101419769769828,7775.168661459411516858905437,4421.629284289960374644965763,1073,1081,1069,1073,1028,1076,1011
P7,Normal,Clipped,Half,10532.6024,-3900.300288232579603137978772,-2256.026466706253336590750744,-5031.212913891603403397968940,-4736.798511058341998142327896,-7331.349003377898580230230172,-4467.531638540588483141094563,-7821.071015710039625355034237,402,626,268,298,140,331,115
P7,Normal,Clipped,Half,16970.9707,2538.068011767420396862021228,4182.341833293746663409249256,1407.155386108396596602031060,1701.569788941658001857672104,-892.980703377898580230230172,1970.836661459411516858905437,-1382.702715710039625355034237,932,986,904,920,706,936,680
P7,Normal,Clipped,Half,4263.2438,-10169.658888232579603137978772,-8525.385066706253336590750744,-11300.571513891603403397968940,-11006.157111058341998142327896,-13600.707603377898580230230172,-10736.890238540588483141094563,-14090.429615710039625355034237,69,94,45,37,4,38,2
P7,Normal,Clipped,Half,9615.55,-4817.352688232579603137978772,-3173.078866706253336590750744,-5948.265313891603403397968940,-5653.850911058341998142327896,-8248.401403377898580230230172,-5384.584038540588483141094563,-8738.123415710039625355034237,306,557,212,238,98,247,74
P7,Normal,Clipped,Half,16635.9515,2203.048811767420396862021228,3847.322633293746663409249256,1072.136186108396596602031060,1366.550588941658001857672104,-1227.999903377898580230230172,1635.817461459411516858905437,-1717.721915710039625355034237,920,972,884,902,671,920,643
P7,tPad,Clipped,Quarter,75974.3455,64140.142254310020680579056214,69488.069535734824104486690333,65418.068641925584672673355862,65456.400689330400265985772725,65347.102829758579939745702041,65168.496061604998047929165231,65343.749264464751905069518732,1181,1181,1181,1181,1181,1181,1181
P7,tPad,Clipped,Quarter,11819.676,-14.527245689979319420943786,5333.400035734824104486690333,1263.399141925584672673355862,1301.731189330400265985772725,1192.433329758579939745702041,1013.826561604998047929165231,1189.079764464751905069518732,783,1016,890,895,880,877,900
P7,tPad,Clipped,Quarter,3865.2211,-7968.982145689979319420943786,-2621.054864265175895513309667,-6691.055758074415327326644138,-6652.723710669599734014227275,-6762.021570241420060254297959,-6940.628338395001952070834769,-6765.375135535248094930481268,122,605,177,174,175,159,176
P7,tPad,Clipped,Quarter,10375.5935,-1458.609745689979319420943786,3889.317535734824104486690333,-180.683358074415327326644138,-142.351310669599734014227275,-251.649170241420060254297959,-430.255938395001952070834769,-255.002735535248094930481268,668,975,779,794,775,769,789
P7,tPad,Clipped,Quarter,1832.1048,-10002.098445689979319420943786,-4654.171164265175895513309667,-8724.172058074415327326644138,-8685.840010669599734014227275,-8795.137870241420060254297959,-8973.744638395001952070834769,-8798.491435535248094930481268,73,427,89,79,79,76,71
P7,tPad,Clipped,Quarter,4391.2512,-7442.952045689979319420943786,-2095.024764265175895513309667,-6165.025658074415327326644138,-6126.693610669599734014227275,-6235.991470241420060254297959,-6414.598238395001952070834769,-6239.345035535248094930481268,144,635,199,209,203,183,198
P7,tPad,Clipped,Quarter,11459.6554,-374.547845689979319420943786,4973.379435734824104486690333,903.378541925584672673355862,941.710589330400265985772725,832.412729758579939745702041,653.805961604998047929165231,829.059164464751905069518732,756,1009,872,873,863,855,875
P7,tPad,Clipped,Quarter,9047.5174,-2786.685845689979319420943786,2561.241435734824104486690333,-1508.759458074415327326644138,-1470.427410669599734014227275,-1579.725270241420060254297959,-1758.332038395001952070834769,-1583.078835535248094930481268,520,912,638,655,636,627,654
P7,tPad,Clipped,Quarter,7911.4525,-3922.750745689979319420943786,1425.176535734824104486690333,-2644.824358074415327326644138,-2606.492310669599734014227275,-2715.790170241420060254297959,-2894.396938395001952070834769,-2719.143735535248094930481268,397,850,507,527,514,484,508
P7,Normal,Clipped,Quarter,18584.063,2677.813416817925447367071733,4322.087238344251713914299761,1546.900791158901647107081565,290.418391939827875413382153,1649.188047401503180928551637,2.513764214425657356774659,1486.931342908889750947756198,937,990,913,826,912,807,919
P7,Normal,Clipped,Quarter,14355.8211,-1550.428483182074552632928267,93.845338344251713914299761,-2681.341108841098352892918435,-3937.823508060172124586617847,-2579.053852598496819071448363,-4225.728135785574342643225341,-2741.310557091110249052243802,659,781,500,366,539,354,504
P7,Normal,Clipped,Quarter,13234.757,-2671.492583182074552632928267,-1027.218761655748286085700239,-3802.405208841098352892918435,-5058.887608060172124586617847,-3700.117952598496819071448363,-5346.792235785574342643225341,-3862.374657091110249052243802,533,711,373,271,412,250,389
P7,Normal,Clipped,Quarter,12315.7044,-3590.545183182074552632928267,-1946.271361655748286085700239,-4721.457808841098352892918435,-5977.940208060172124586617847,-4619.170552598496819071448363,-6265.844835785574342643225341,-4781.427257091110249052243802,441,646,289,216,321,196,307
P7,Normal,Clipped,Quarter,17876.0224,1969.772816817925447367071733,3614.046638344251713914299761,838.860191158901647107081565,-417.622208060172124586617847,941.147447401503180928551637,-705.526835785574342643225341,778.890742908889750947756198,907,960,866,774,868,746,865
P7,Normal,Clipped,Quarter,11758.6725,-4147.577083182074552632928267,-2503.303261655748286085700239,-5278.489708841098352892918435,-6534.972108060172124586617847,-5176.202452598496819071448363,-6822.876735785574342643225341,-5338.459157091110249052243802,373,612,253,183,283,163,266
P7,Normal,Clipped,Quarter,11101.635,-4804.614583182074552632928267,-3160.340761655748286085700239,-5935.527208841098352892918435,-7192.009608060172124586617847,-5833.239952598496819071448363,-7479.914235785574342643225341,-5995.496657091110249052243802,308,559,214,146,227,137,221
P7,Normal,Clipped,Quarter,6708.3837,-9197.865883182074552632928267,-7553.592061655748286085700239,-10328.778508841098352892918435,-11585.260908060172124586617847,-10226.491252598496819071448363,-11873.165535785574342643225341,-10388.747957091110249052243802,94,159,57,30,41,23,39
P7,Normal,Clipped,Quarter,9615.55,-6290.699583182074552632928267,-4646.425761655748286085700239,-7421.612208841098352892918435,-8678.094608060172124586617847,-7319.324952598496819071448363,-8965.999235785574342643225341,-7481.581657091110249052243802,192,429,138,80,144,77,136
P7,Normal,Normal,ThreeQuarters,9703.555,3071.059723826789599088366311,-2534.4749666541080765728679931,712.895536849902130234941959,752.862296360245990412777940,1966.186573628358588474614580,1342.782802713602354365701162,143.510868114119597359151215,958,610,864,860,935,900,825
P7,Normal,Normal,ThreeQuarters,3890.2226,-2742.272676173210400911633689,-8347.807366654108076572867993,-5100.436863150097869765058041,-5060.470103639754009587222060,-3847.145826371641411525385420,-4470.549597286397645634298838,-5669.821531885880402640848785,523,101,264,270,392,330,246
P7,Normal,Normal,ThreeQuarters,2448.14,-4184.355276173210400911633689,-9789.889966654108076572867993,-6542.519463150097869765058041,-6502.552703639754009587222060,-5289.228426371641411525385420,-5912.632197286397645634298838,-7111.904131885880402640848785,370,43,185,186,276,220,156
P7,Normal,Normal,ThreeQuarters,3284.1879,-3348.307376173210400911633689,-8953.842066654108076572867993,-5706.471563150097869765058041,-5666.504803639754009587222060,-4453.180526371641411525385420,-5076.584297286397645634298838,-6275.856231885880402640848785,468,73,223,234,336,282,195
P7,Normal,Normal,ThreeQuarters,2443.1398,-4189.355476173210400911633689,-9794.890166654108076572867993,-6547.519663150097869765058041,-6507.552903639754009587222060,-5294.228626371641411525385420,-5917.632397286397645634298838,-7116.904331885880402640848785,368,42,184,185,275,219,155
P7,Normal,Normal,ThreeQuarters,1936.1107,-4696.384576173210400911633689,-10301.919266654108076572867993,-7054.548763150097869765058041,-7014.582003639754009587222060,-5801.257726371641411525385420,-6424.661497286397645634298838,-7623.933431885880402640848785,323,30,162,159,231,181,130
P7,Normal,Normal,ThreeQuarters,4039.231,-2593.264276173210400911633689,-8198.798966654108076572867993,-4951.428463150097869765058041,-4911.461703639754009587222060,-3698.137426371641411525385420,-4321.541197286397645634298838,-5520.813131885880402640848785,543,113,277,285,413,345,252
P7,Normal,Normal,ThreeQuarters,1916.1096,-4716.385676173210400911633689,-10321.920366654108076572867993,-7074.549863150097869765058041,-7034.583103639754009587222060,-5821.258826371641411525385420,-6444.662597286397645634298838,-7643.934531885880402640848785,319,29,160,158,229,180,127
P7,Normal,Normal,ThreeQuarters,2876.1645,-3756.330776173210400911633689,-9361.865466654108076572867993,-6114.494963150097869765058041,-6074.528203639754009587222060,-4861.203926371641411525385420,-5484.607697286397645634298838,-6683.879631885880402640848785,417,61,204,211,307,241,177
P7,tPad,Clipped,ThreeQuarters,74127.2398,62306.435469124835495393871029,67654.362750549638919301505148,63584.361856740399487488170677,63691.891501556769044078688749,63286.898923646136637280389305,63783.746918138693682074574489,63204.985446261575239740950631,1180,1180,1180,1180,1180,1180,1180
P7,tPad,Clipped,ThreeQuarters,7395.423,-4425.381330875164504606128971,922.545950549638919301505148,-3147.454943259600512511829323,-3039.925298443230955921311251,-3444.917876353863362719610695,-2948.069881861306317925425511,-3526.831353738424760259049369,349,826,448,477,444,476,427
P7,tPad,Clipped,ThreeQuarters,4988.2854,-6832.518930875164504606128971,-1484.591649450361080698494852,-5554.592543259600512511829323,-5447.062898443230955921311251,-5852.055476353863362719610695,-5355.207481861306317925425511,-5933.968953738424760259049369,165,683,233,251,225,249,225
P7,tPad,Clipped,ThreeQuarters,9455.5408,-2365.263530875164504606128971,2982.663750549638919301505148,-1087.337143259600512511829323,-979.807498443230955921311251,-1384.800076353863362719610695,-887.952081861306317925425511,-1466.713553738424760259049369,557,929,697,710,658,726,671
P7,tPad,Clipped,ThreeQuarters,8207.4695,-3613.334830875164504606128971,1734.592450549638919301505148,-2335.408443259600512511829323,-2227.878798443230955921311251,-2632.871376353863362719610695,-2136.023381861306317925425511,-2714.784853738424760259049369,438,868,536,569,532,584,510
P7,tPad,Clipped,ThreeQuarters,3295.1885,-8525.615830875164504606128971,-3177.688549450361080698494852,-7247.689443259600512511829323,-7140.159798443230955921311251,-7545.152376353863362719610695,-7048.304381861306317925425511,-7627.065853738424760259049369,110,555,148,149,129,152,129
P7,tPad,Clipped,ThreeQuarters,10607.6067,-1213.197630875164504606128971,4134.729650549638919301505148,64.728756740399487488170677,172.258401556769044078688749,-232.734176353863362719610695,264.113818138693682074574489,-314.647653738424760259049369,690,984,800,821,779,828,781
P7,tPad,Clipped,ThreeQuarters,10242.5858,-1578.218530875164504606128971,3769.708750549638919301505148,-300.292143259600512511829323,-192.762498443230955921311251,-597.755076353863362719610695,-100.907081861306317925425511,-679.668553738424760259049369,656,966,775,788,737,798,747
P7,tPad,Clipped,ThreeQuarters,5079.2905,-6741.513830875164504606128971,-1393.586549450361080698494852,-5463.587443259600512511829323,-5356.057798443230955921311251,-5761.050376353863362719610695,-5264.202381861306317925425511,-5842.963853738424760259049369,172,691,240,259,236,261,230
P7,Normal,Normal,Half,6543.3743,-1024.196312475003845562221196,-6629.7310029559015212234555001,-3382.360499451891314415645548,-1860.694535300766240566570320,-4455.245027620322822654472596,-4026.863239204113481111624224,-897.803465963851259006850484,711,233,420,611,335,364,726
P7,Normal,Normal,Half,2771.1585,-4796.412112475003845562221196,-10401.946802955901521223455500,-7154.576299451891314415645548,-5632.910335300766240566570320,-8227.460827620322822654472596,-7799.079039204113481111624224,-4670.019265963851259006850484,309,27,155,240,102,118,314
P7,Normal,Normal,Half,4731.2706,-2836.300012475003845562221196,-8441.834702955901521223455500,-5194.464199451891314415645548,-3672.798235300766240566570320,-6267.348727620322822654472596,-5838.966939204113481111624224,-2709.907165963851259006850484,515,96,258,397,199,223,511
P7,Normal,Normal,Half,3613.2067,-3954.363912475003845562221196,-9559.898602955901521223455500,-6312.528099451891314415645548,-4790.862135300766240566570320,-7385.412627620322822654472596,-6957.030839204113481111624224,-3827.971065963851259006850484,392,51,192,296,138,157,391
P7,Normal,Normal,Half,7319.4187,-248.151912475003845562221196,-5853.6866029559015212234555001,-2606.316099451891314415645548,-1084.650135300766240566570320,-3679.200627620322822654472596,-3250.818839204113481111624224,-121.759065963851259006850484,768,302,513,700,416,442,802
P7,Normal,Normal,Half,3739.2139,-3828.356712475003845562221196,-9433.891402955901521223455500,-6186.520899451891314415645548,-4664.854935300766240566570320,-7259.405427620322822654472596,-6831.023639204113481111624224,-3701.963865963851259006850484,412,58,198,305,149,161,407
P7,Normal,Normal,Half,5315.304,-2252.266612475003845562221196,-7857.8013029559015212234555001,-4610.430799451891314415645548,-3088.764835300766240566570320,-5683.315327620322822654472596,-5254.933539204113481111624224,-2125.873765963851259006850484,572,137,300,465,243,262,580
