Participant,Device,Method,Size,MissRatio,aligned(MissRatio) for Device,aligned(MissRatio) for Method,aligned(MissRatio) for Device*Method,aligned(MissRatio) for Size,aligned(MissRatio) for Device*Size,aligned(MissRatio) for Method*Size,aligned(MissRatio) for Device*Method*Size,ART(MissRatio) for Device,ART(MissRatio) for Method,ART(MissRatio) for Device*Method,ART(MissRatio) for Size,ART(MissRatio) for Device*Size,ART(MissRatio) for Method*Size,ART(MissRatio) for Device*Method*Size
P1,Normal,Clipped,Half,0,-0.0066758242321694098343844537,-0.0039003224240011340638393490,-0.0065161741833584174581487212,-0.0050271482267860161326088858,-0.0069664527576779124937562888,-0.0049454899193815417996549289,-0.0070238720591174925369428595,209,209,209,210,119,315,119
P1,tPad,Clipped,Half,0,-0.0093130646567194790545044352,-0.0070972921209708310335363187,-0.0094955763754509648806453823,-0.0082241179237557131023058555,-0.0090004061364459989233981747,-0.0081424596163512387693518986,-0.0089641851546158803737752401,37,37,37,37,37,37,37
P1,tPad,Clipped,Half,0.0153,0.0059869353432805209454955648,0.0082027078790291689664636813,0.0058044236245490351193546177,0.0070758820762442868976941445,0.0062995938635540010766018253,0.0071575403836487612306481014,0.0063358148453841196262247599,1145,1144,1144,1148,1145,1148,1145
P1,tPad,Clipped,Half,0,-0.0093130646567194790545044352,-0.0070972921209708310335363187,-0.0094955763754509648806453823,-0.0082241179237557131023058555,-0.0090004061364459989233981747,-0.0081424596163512387693518986,-0.0089641851546158803737752401,37,37,37,37,37,37,37
P1,tPad,Clipped,Half,0.0604,0.0510869353432805209454955648,0.0533027078790291689664636813,0.0509044236245490351193546177,0.0521758820762442868976941445,0.0513995938635540010766018253,0.0522575403836487612306481014,0.0514358148453841196262247599,1174,1174,1174,1175,1174,1175,1174
P1,tPad,Clipped,Half,0,-0.0093130646567194790545044352,-0.0070972921209708310335363187,-0.0094955763754509648806453823,-0.0082241179237557131023058555,-0.0090004061364459989233981747,-0.0081424596163512387693518986,-0.0089641851546158803737752401,37,37,37,37,37,37,37
P1,tPad,Clipped,Half,0,-0.0093130646567194790545044352,-0.0070972921209708310335363187,-0.0094955763754509648806453823,-0.0082241179237557131023058555,-0.0090004061364459989233981747,-0.0081424596163512387693518986,-0.0089641851546158803737752401,37,37,37,37,37,37,37
P1,tPad,Clipped,Half,0.0013,-0.0080130646567194790545044352,-0.0057972921209708310335363187,-0.0081955763754509648806453823,-0.0069241179237557131023058555,-0.0077004061364459989233981747,-0.0068424596163512387693518986,-0.0076641851546158803737752401,76,76,76,76,76,76,76
P1,tPad,Clipped,Half,0,-0.0093130646567194790545044352,-0.0070972921209708310335363187,-0.0094955763754509648806453823,-0.0082241179237557131023058555,-0.0090004061364459989233981747,-0.0081424596163512387693518986,-0.0089641851546158803737752401,37,37,37,37,37,37,37
P1,tPad,Clipped,Half,0,-0.0093130646567194790545044352,-0.0070972921209708310335363187,-0.0094955763754509648806453823,-0.0082241179237557131023058555,-0.0090004061364459989233981747,-0.0081424596163512387693518986,-0.0089641851546158803737752401,37,37,37,37,37,37,37
P1,Normal,Clipped,ThreeQuarters,0.001,-0.0063293595857047633697379890,-0.0035538577775364875991928843,-0.0061697095368937709935022565,-0.0053986315658396876670988346,-0.0055573803297661165681470249,-0.0056813188332922971426353357,-0.0052862382946709221911423737,252,252,252,168,361,168,362
P1,Normal,Clipped,ThreeQuarters,0.0053,-0.0020293595857047633697379890,0.0007461422224635124008071157,-0.0018697095368937709935022565,-0.0010986315658396876670988346,-0.0012573803297661165681470249,-0.0013813188332922971426353357,-0.0009862382946709221911423737,374,1043,471,769,473,569,565
P1,Normal,Clipped,ThreeQuarters,0.0016,-0.0057293595857047633697379890,-0.0029538577775364875991928843,-0.0055697095368937709935022565,-0.0047986315658396876670988346,-0.0049573803297661165681470249,-0.0050813188332922971426353357,-0.0046862382946709221911423737,255,255,255,253,365,169,365
P1,Normal,Clipped,ThreeQuarters,0,-0.0073293595857047633697379890,-0.0045538577775364875991928843,-0.0071697095368937709935022565,-0.0063986315658396876670988346,-0.0065573803297661165681470249,-0.0066813188332922971426353357,-0.0062862382946709221911423737,121.5,122.5,121.5,121.5,206.5,120.5,207.5
P1,Normal,Clipped,ThreeQuarters,0,-0.0073293595857047633697379890,-0.0045538577775364875991928843,-0.0071697095368937709935022565,-0.0063986315658396876670988346,-0.0065573803297661165681470249,-0.0066813188332922971426353357,-0.0062862382946709221911423737,121.5,122.5,121.5,121.5,206.5,120.5,207.5
P1,Normal,Clipped,ThreeQuarters,0,-0.0073293595857047633697379890,-0.0045538577775364875991928843,-0.0071697095368937709935022565,-0.0063986315658396876670988346,-0.0065573803297661165681470249,-0.0066813188332922971426353357,-0.0062862382946709221911423737,121.5,122.5,121.5,121.5,206.5,120.5,207.5
P1,Normal,Clipped,ThreeQuarters,0,-0.0073293595857047633697379890,-0.0045538577775364875991928843,-0.0071697095368937709935022565,-0.0063986315658396876670988346,-0.0065573803297661165681470249,-0.0066813188332922971426353357,-0.0062862382946709221911423737,121.5,122.5,121.5,121.5,206.5,120.5,207.5
P1,Normal,Clipped,ThreeQuarters,0,-0.0073293595857047633697379890,-0.0045538577775364875991928843,-0.0071697095368937709935022565,-0.0063986315658396876670988346,-0.0065573803297661165681470249,-0.0066813188332922971426353357,-0.0062862382946709221911423737,121.5,122.5,121.5,121.5,206.5,120.5,207.5
P1,Normal,Clipped,ThreeQuarters,0,-0.0073293595857047633697379890,-0.0045538577775364875991928843,-0.0071697095368937709935022565,-0.0063986315658396876670988346,-0.0065573803297661165681470249,-0.0066813188332922971426353357,-0.0062862382946709221911423737,121.5,122.5,121.5,121.5,206.5,120.5,207.5
P1,tPad,Clipped,Quarter,0.003,0.0012891238954690731340477534,0.0035048964312177211550158699,0.0011066121767375873079068063,-0.0009261782975243503862443124,0.0010091154769082302777384171,-0.0007710462927948690889853930,0.0011635059388078145943166852,1141,1141,1141,770,1141,764,1141
P1,tPad,Clipped,Quarter,0.0002,-0.0015108761045309268659522466,0.0007048964312177211550158699,-0.0016933878232624126920931937,-0.0037261782975243503862443124,-0.0017908845230917697222615829,-0.0035710462927948690889853930,-0.0016364940611921854056833148,473,1042,473,462,472,462,472
P1,tPad,Clipped,Quarter,0,-0.0017108761045309268659522466,0.0005048964312177211550158699,-0.0018933878232624126920931937,-0.0039261782975243503862443124,-0.0019908845230917697222615829,-0.0037710462927948690889853930,-0.0018364940611921854056833148,423,992,422,411,422,411,422
P1,tPad,Clipped,Quarter,0.0098,0.0080891238954690731340477534,0.0103048964312177211550158699,0.0079066121767375873079068063,0.0058738217024756496137556876,0.0078091154769082302777384171,0.0060289537072051309110146070,0.0079635059388078145943166852,1148,1147,1147,1146,1148,1146,1149
P1,tPad,Clipped,Quarter,0,-0.0017108761045309268659522466,0.0005048964312177211550158699,-0.0018933878232624126920931937,-0.0039261782975243503862443124,-0.0019908845230917697222615829,-0.0037710462927948690889853930,-0.0018364940611921854056833148,423,992,422,411,422,411,422
P1,tPad,Clipped,Quarter,0,-0.0017108761045309268659522466,0.0005048964312177211550158699,-0.0018933878232624126920931937,-0.0039261782975243503862443124,-0.0019908845230917697222615829,-0.0037710462927948690889853930,-0.0018364940611921854056833148,423,992,422,411,422,411,422
P1,tPad,Clipped,Quarter,0.0535,0.0517891238954690731340477534,0.0540048964312177211550158699,0.0516066121767375873079068063,0.0495738217024756496137556876,0.0515091154769082302777384171,0.0497289537072051309110146070,0.0516635059388078145943166852,1175,1175,1175,1173,1175,1173,1175
P1,tPad,Clipped,Quarter,0,-0.0017108761045309268659522466,0.0005048964312177211550158699,-0.0018933878232624126920931937,-0.0039261782975243503862443124,-0.0019908845230917697222615829,-0.0037710462927948690889853930,-0.0018364940611921854056833148,423,992,422,411,422,411,422
P1,tPad,Clipped,Quarter,0.112,0.1102891238954690731340477534,0.1125048964312177211550158699,0.1101066121767375873079068063,0.1080738217024756496137556876,0.1100091154769082302777384171,0.1082289537072051309110146070,0.1101635059388078145943166852,1179,1179,1179,1179,1179,1179,1179
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,Quarter,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000001437823510289815208422,0.0019354375567836096455035717,0.0000001437823510289815208422,1002.5,646.5,707.5,668,897.5,1043,812.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,ThreeQuarters,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0006508633836552618278506603,-0.0005022755231951689452499475,-0.0006508633836552618278506603,0.0005022755231951689452499475,1002.5,646.5,707.5,860.5,706.5,853.5,1001.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,tPad,Normal,Half,0,0.0002798646362098138747884941,-0.0026795262267343485617597293,-0.0002798646362098138747884941,0.0013688113691735798269870738,0.0005925231564832940058947546,-0.0013688113691735798269870738,-0.0005925231564832940058947546,1002.5,646.5,707.5,1046,1093.5,666,613.5
P1,Normal,Normal,Quarter,0,-0.0002798646362098138747884941,-0.0026795262267343485617597293,0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000198362786388842251411329,0.0019354375567836096455035717,0.0000198362786388842251411329,715.5,646.5,993.5,668,798,1043,912
P1,Normal,Normal,Quarter,0,-0.0002798646362098138747884941,-0.0026795262267343485617597293,0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000198362786388842251411329,0.0019354375567836096455035717,0.0000198362786388842251411329,715.5,646.5,993.5,668,798,1043,912
P1,Normal,Normal,Quarter,0,-0.0002798646362098138747884941,-0.0026795262267343485617597293,0.0002798646362098138747884941,-0.0019354375567836096455035717,-0.0000198362786388842251411329,0.0019354375567836096455035717,0.0000198362786388842251411329,715.5,646.5,993.5,668,798,1043,912
