Participant,Device,Method,Size,TimeMillis
P6,Normal,Normal,Half,5422.3101
P6,Normal,Normal,Half,5715.3269
P6,Normal,Normal,Half,7824.4476
P6,tPad,Clipped,Half,27529.5747
P6,tPad,Clipped,Half,8099.4633
P6,tPad,Clipped,Half,3919.2242
P6,tPad,Clipped,Half,5667.3242
P6,tPad,Clipped,Half,3732.2134
P6,tPad,Clipped,Half,4851.2775
P6,tPad,Clipped,Half,4096.2343
P6,tPad,Clipped,Half,3991.2283
P6,tPad,Clipped,Half,4480.2562
P6,Normal,Normal,Quarter,6387.3654
P6,Normal,Normal,Quarter,6599.3775
P6,Normal,Normal,Quarter,4576.2617
P6,Normal,Normal,Quarter,5367.307
P6,Normal,Normal,Quarter,6974.3989
P6,Normal,Normal,Quarter,3739.2139
P6,Normal,Normal,Quarter,6075.3475
P6,Normal,Normal,Quarter,6858.3923
P6,Normal,Normal,Quarter,6443.3685
P6,tPad,Clipped,ThreeQuarters,11701.6693
P6,tPad,Clipped,ThreeQuarters,2392.1368
P6,tPad,Clipped,ThreeQuarters,4015.2297
P6,tPad,Clipped,ThreeQuarters,2347.1342
P6,tPad,Clipped,ThreeQuarters,1791.1025
P6,tPad,Clipped,ThreeQuarters,8176.4677
P6,tPad,Clipped,ThreeQuarters,8176.4677
P6,tPad,Clipped,ThreeQuarters,7423.4246
P6,tPad,Clipped,ThreeQuarters,2352.1345
P7,tPad,Normal,Quarter,32011.831
P7,tPad,Normal,Quarter,12971.7419
P7,tPad,Normal,Quarter,6551.3747
P7,tPad,Normal,Quarter,6639.3798
P7,tPad,Normal,Quarter,7443.4257
P7,tPad,Normal,Quarter,2864.1638
P7,tPad,Normal,Quarter,6127.3505
P7,tPad,Normal,Quarter,3667.2097
P7,tPad,Normal,Quarter,4928.2819
P7,tPad,Normal,Half,8979.5136
P7,tPad,Normal,Half,1508.0862
P7,tPad,Normal,Half,4159.2379
P7,tPad,Normal,Half,4355.2491
P7,tPad,Normal,Half,11131.6367
P7,tPad,Normal,Half,5671.3243
P7,tPad,Normal,Half,1892.1082
P7,tPad,Normal,Half,1257.0719
P7,tPad,Normal,Half,4171.2386
P7,Normal,Clipped,ThreeQuarters,75731.3316
P7,Normal,Clipped,ThreeQuarters,18368.0506
P7,Normal,Clipped,ThreeQuarters,13555.7753
P7,Normal,Clipped,ThreeQuarters,19875.1367
P7,Normal,Clipped,ThreeQuarters,11690.6687
P7,Normal,Clipped,ThreeQuarters,15307.8756
P7,Normal,Clipped,ThreeQuarters,9079.5193
P7,Normal,Clipped,ThreeQuarters,7423.4246
P7,Normal,Clipped,ThreeQuarters,9659.5525
P7,Normal,Clipped,Half,51863.9665
P7,Normal,Clipped,Half,15647.895
P7,Normal,Clipped,Half,9071.5189
P7,Normal,Clipped,Half,22775.3027
P7,Normal,Clipped,Half,10532.6024
P7,Normal,Clipped,Half,16970.9707
P7,Normal,Clipped,Half,4263.2438
P7,Normal,Clipped,Half,9615.55
P7,Normal,Clipped,Half,16635.9515
P7,tPad,Clipped,Quarter,75974.3455
P7,tPad,Clipped,Quarter,11819.676
P7,tPad,Clipped,Quarter,3865.2211
P7,tPad,Clipped,Quarter,10375.5935
P7,tPad,Clipped,Quarter,1832.1048
P7,tPad,Clipped,Quarter,4391.2512
P7,tPad,Clipped,Quarter,11459.6554
P7,tPad,Clipped,Quarter,9047.5174
P7,tPad,Clipped,Quarter,7911.4525
P7,Normal,Clipped,Quarter,18584.063
P7,Normal,Clipped,Quarter,14355.8211
P7,Normal,Clipped,Quarter,13234.757
P7,Normal,Clipped,Quarter,12315.7044
P7,Normal,Clipped,Quarter,17876.0224
P7,Normal,Clipped,Quarter,11758.6725
P7,Normal,Clipped,Quarter,11101.635
P7,Normal,Clipped,Quarter,6708.3837
P7,Normal,Clipped,Quarter,9615.55
P7,Normal,Normal,ThreeQuarters,9703.555
P7,Normal,Normal,ThreeQuarters,3890.2226
P7,Normal,Normal,ThreeQuarters,2448.14
P7,Normal,Normal,ThreeQuarters,3284.1879
P7,Normal,Normal,ThreeQuarters,2443.1398
P7,Normal,Normal,ThreeQuarters,1936.1107
P7,Normal,Normal,ThreeQuarters,4039.231
P7,Normal,Normal,ThreeQuarters,1916.1096
P7,Normal,Normal,ThreeQuarters,2876.1645
P7,tPad,Clipped,ThreeQuarters,74127.2398
P7,tPad,Clipped,ThreeQuarters,7395.423
P7,tPad,Clipped,ThreeQuarters,4988.2854
P7,tPad,Clipped,ThreeQuarters,9455.5408
P7,tPad,Clipped,ThreeQuarters,8207.4695
P7,tPad,Clipped,ThreeQuarters,3295.1885
P7,tPad,Clipped,ThreeQuarters,10607.6067
P7,tPad,Clipped,ThreeQuarters,10242.5858
P7,tPad,Clipped,ThreeQuarters,5079.2905
P7,Normal,Normal,Half,6543.3743
P7,Normal,Normal,Half,2771.1585
P7,Normal,Normal,Half,4731.2706
P7,Normal,Normal,Half,3613.2067
P7,Normal,Normal,Half,7319.4187
P7,Normal,Normal,Half,3739.2139
P7,Normal,Normal,Half,5315.304
P7,Normal,Normal,Half,2056.1176
P7,Normal,Normal,Half,4524.2588
P7,Normal,Normal,Quarter,17928.0254
P7,Normal,Normal,Quarter,3847.22
P7,Normal,Normal,Quarter,1839.1052
P7,Normal,Normal,Quarter,17198.9838
P7,Normal,Normal,Quarter,2655.1519
P7,Normal,Normal,Quarter,1147.0656
P7,Normal,Normal,Quarter,8939.5113
P7,Normal,Normal,Quarter,2711.1551
P7,Normal,Normal,Quarter,8475.4848
P8,tPad,Normal,Half,9195.5259
P8,tPad,Normal,Half,5435.3109
P8,tPad,Normal,Half,17115.9789
P8,tPad,Normal,Half,24107.3788
P8,tPad,Normal,ThreeQuarters,5252.3005
P8,tPad,Normal,ThreeQuarters,1244.0712
P8,tPad,Normal,ThreeQuarters,5420.3101
P8,tPad,Normal,ThreeQuarters,1282.0733
P8,tPad,Normal,ThreeQuarters,3340.1911
P8,tPad,Normal,ThreeQuarters,6015.3441
P8,tPad,Normal,ThreeQuarters,5644.3228
P8,tPad,Normal,ThreeQuarters,1794.1026
P8,tPad,Normal,Quarter,11117.6359
P8,tPad,Normal,Quarter,1248.0714
P8,tPad,Normal,Quarter,5851.3347
P8,tPad,Normal,Quarter,6675.3818
P8,tPad,Normal,Quarter,5621.3215
P8,tPad,Normal,Quarter,5371.3072
P8,tPad,Normal,Quarter,739.0423
P8,tPad,Normal,Quarter,6484.3709
P8,tPad,Normal,Quarter,4787.2738
P8,tPad,Clipped,Quarter,5699.326
P8,tPad,Clipped,Quarter,5583.3193
P8,tPad,Clipped,Quarter,694.0397
P8,tPad,Clipped,Quarter,5615.3212
P8,tPad,Clipped,Quarter,556.0318
P8,tPad,Clipped,Quarter,6379.3649
P8,tPad,Clipped,Quarter,887.0507
P8,tPad,Clipped,Quarter,4831.2763
P8,tPad,Clipped,Quarter,5076.2904
P8,Normal,Clipped,ThreeQuarters,73692.215
P8,Normal,Clipped,ThreeQuarters,17067.9762
P8,Normal,Clipped,ThreeQuarters,18047.0322
P8,Normal,Clipped,ThreeQuarters,11859.6784
P8,Normal,Clipped,ThreeQuarters,17804.0183
P8,Normal,Clipped,ThreeQuarters,21187.2118
P8,Normal,Clipped,ThreeQuarters,10272.5875
P8,Normal,Clipped,ThreeQuarters,12506.7154
P8,Normal,Clipped,ThreeQuarters,16795.9606
P8,tPad,Clipped,Half,37240.1301
P8,tPad,Clipped,Half,9431.5395
P8,tPad,Clipped,Half,9603.5493
P8,tPad,Clipped,Half,5212.2981
P8,tPad,Clipped,Half,4260.2436
P8,tPad,Clipped,Half,9843.5631
P8,tPad,Clipped,Half,7995.4573
P8,tPad,Clipped,Half,5944.34
P8,tPad,Clipped,Half,10131.5795
P8,Normal,Clipped,Half,38128.1808
P8,Normal,Clipped,Half,7351.4205
P8,Normal,Clipped,Half,18820.0764
P8,Normal,Clipped,Half,15230.8711
P8,Normal,Clipped,Half,13264.7587
P8,Normal,Clipped,Half,20347.1638
P8,Normal,Clipped,Half,12191.6973
P8,Normal,Clipped,Half,8607.4924
P8,Normal,Clipped,Half,16055.9184
P8,tPad,Clipped,ThreeQuarters,7838.4483
P8,tPad,Clipped,ThreeQuarters,10075.5763
P8,tPad,Clipped,ThreeQuarters,6883.3937
P8,tPad,Clipped,ThreeQuarters,6875.3932
P8,tPad,Clipped,ThreeQuarters,3244.1856
P8,tPad,Clipped,ThreeQuarters,7387.4226
P8,tPad,Clipped,ThreeQuarters,9411.5384
P8,tPad,Clipped,ThreeQuarters,6536.3739
P8,tPad,Clipped,ThreeQuarters,6823.3903
P8,Normal,Clipped,Quarter,54299.1057
P8,Normal,Clipped,Quarter,9639.5513
P8,Normal,Clipped,Quarter,5640.3226
P8,Normal,Clipped,Quarter,9915.5672
P8,Normal,Clipped,Quarter,15043.8605
P8,Normal,Clipped,Quarter,15459.8843
P8,Normal,Clipped,Quarter,8439.4827
P8,Normal,Clipped,Quarter,16654.9526
P8,Normal,Clipped,Quarter,11470.6561
P8,Normal,Normal,Quarter,4953.2833
P8,Normal,Normal,Quarter,1764.101
P8,Normal,Normal,Quarter,7391.4228
P8,Normal,Normal,Quarter,10075.5763
P8,Normal,Normal,Quarter,3039.1738
P8,Normal,Normal,Quarter,8792.5029
P8,Normal,Normal,Quarter,2968.1697
P8,Normal,Normal,Quarter,10023.5734
P8,Normal,Normal,Quarter,2485.1421
P8,Normal,Normal,ThreeQuarters,18067.0333
P8,Normal,Normal,ThreeQuarters,3944.2256
P8,Normal,Normal,ThreeQuarters,2412.138
P8,Normal,Normal,ThreeQuarters,2305.1319
P8,Normal,Normal,ThreeQuarters,7149.4089
P8,Normal,Normal,ThreeQuarters,9359.5353
P8,Normal,Normal,ThreeQuarters,2119.1212
P8,Normal,Normal,ThreeQuarters,7775.4448
P8,Normal,Normal,ThreeQuarters,1640.0938
P8,Normal,Normal,Half,14642.8375
P8,Normal,Normal,Half,10433.5968
P8,Normal,Normal,Half,9759.5582
P8,Normal,Normal,Half,4627.2647
P8,Normal,Normal,Half,1304.0746
P8,Normal,Normal,Half,6103.3491
P8,Normal,Normal,Half,4239.2424
P8,Normal,Normal,Half,1446.0827
P8,Normal,Normal,Half,5146.2943
P9,tPad,Normal,ThreeQuarters,3119.1784
P9,tPad,Normal,ThreeQuarters,4440.2539
P9,tPad,Normal,ThreeQuarters,4365.2497
P9,tPad,Normal,ThreeQuarters,888.0507
P9,tPad,Normal,ThreeQuarters,788.0451
P9,tPad,Normal,ThreeQuarters,2260.1292
P9,tPad,Normal,ThreeQuarters,4866.2783
P9,tPad,Normal,ThreeQuarters,3208.1835
P9,tPad,Normal,ThreeQuarters,3991.2283
P9,tPad,Clipped,Quarter,7469.4273
P9,tPad,Clipped,Quarter,3403.1946
P9,tPad,Clipped,Quarter,2572.1471
P9,tPad,Clipped,Quarter,4000.2288
P9,tPad,Clipped,Quarter,5979.342
P9,tPad,Clipped,Quarter,2724.1558
P9,tPad,Clipped,Quarter,4751.2717
P9,tPad,Clipped,Quarter,4796.2743
P9,tPad,Clipped,Quarter,6390.3655
P9,tPad,Normal,Half,4443.2541
P9,tPad,Normal,Half,3281.1876
P9,tPad,Normal,Half,4307.2464
P9,tPad,Normal,Half,1643.0939
P9,tPad,Normal,Half,3729.2133
P9,tPad,Normal,Half,712.0408
P9,tPad,Normal,Half,712.0407
P9,tPad,Normal,Half,1575.0901
P9,tPad,Normal,Half,2992.1711
P9,tPad,Clipped,Half,5383.3079
P9,tPad,Clipped,Half,3620.2071
P9,tPad,Clipped,Half,12035.6884
P9,tPad,Clipped,Half,5324.3045
P9,tPad,Clipped,Half,7315.4184
P9,tPad,Clipped,Half,5492.3142
P9,tPad,Clipped,Half,9615.55
P9,tPad,Clipped,Half,5899.3374
P9,tPad,Clipped,Half,2936.1679
P9,tPad,Normal,Quarter,2696.1542
P9,tPad,Normal,Quarter,2516.1439
P9,tPad,Normal,Quarter,3169.1813
P9,tPad,Normal,Quarter,3882.222
P9,tPad,Normal,Quarter,3139.1796
P9,tPad,Normal,Quarter,1256.0718
P9,tPad,Normal,Quarter,4139.2368
P9,tPad,Normal,Quarter,3792.2169
P9,tPad,Normal,Quarter,3620.207
P9,tPad,Clipped,ThreeQuarters,8284.4738
P9,tPad,Clipped,ThreeQuarters,2747.1571
P9,tPad,Clipped,ThreeQuarters,2411.1379
P9,tPad,Clipped,ThreeQuarters,6131.3507
P9,tPad,Clipped,ThreeQuarters,2803.1603
P9,tPad,Clipped,ThreeQuarters,8300.4748
P9,tPad,Clipped,ThreeQuarters,7003.4006
P9,tPad,Clipped,ThreeQuarters,2889.1652
P9,tPad,Clipped,ThreeQuarters,6317.3613
P9,Normal,Clipped,ThreeQuarters,45843.6221
P9,Normal,Clipped,ThreeQuarters,15047.8607
P9,Normal,Clipped,ThreeQuarters,14715.8417
P9,Normal,Clipped,ThreeQuarters,14923.8536
P9,Normal,Clipped,ThreeQuarters,9135.5226
P9,Normal,Clipped,ThreeQuarters,15073.8622
P9,Normal,Clipped,ThreeQuarters,12082.6911
P9,Normal,Clipped,ThreeQuarters,10567.6044
P9,Normal,Clipped,ThreeQuarters,12735.7285
P9,Normal,Normal,Quarter,15000.858
P9,Normal,Normal,Quarter,3555.2034
P9,Normal,Normal,Quarter,4715.2697
P9,Normal,Normal,Quarter,8163.4669
P9,Normal,Normal,Quarter,8951.512
P9,Normal,Normal,Quarter,8951.512
P9,Normal,Normal,Quarter,4045.2313
P9,Normal,Normal,Quarter,3351.1917
P9,Normal,Normal,Quarter,7411.424
P9,Normal,Clipped,Half,20084.1488
P9,Normal,Clipped,Half,16135.923
P9,Normal,Clipped,Half,13694.7833
P9,Normal,Clipped,Half,9699.5548
P9,Normal,Clipped,Half,9955.5694
P9,Normal,Clipped,Half,22111.2647
P9,Normal,Clipped,Half,8831.5051
P9,Normal,Clipped,Half,7129.4078
P9,Normal,Clipped,Half,8850.5062
P9,Normal,Normal,Half,7319.4186
P9,Normal,Normal,Half,9155.5237
P9,Normal,Normal,Half,7731.4422
P9,Normal,Normal,Half,7731.4422
P9,Normal,Normal,Half,2704.1546
P9,Normal,Normal,Half,2444.1398
P9,Normal,Normal,Half,5583.3193
P9,Normal,Normal,Half,8650.4947
P9,Normal,Normal,Half,7983.4566
P9,Normal,Clipped,Quarter,18620.065
P9,Normal,Clipped,Quarter,12371.7077
P9,Normal,Clipped,Quarter,12279.7023
P9,Normal,Clipped,Quarter,27807.5905
P9,Normal,Clipped,Quarter,14714.8417
P9,Normal,Clipped,Quarter,11002.6293
P9,Normal,Clipped,Quarter,7948.4546
P9,Normal,Clipped,Quarter,9115.5213
P9,Normal,Clipped,Quarter,6592.3771
P9,Normal,Normal,ThreeQuarters,9323.5333
P9,Normal,Normal,ThreeQuarters,9295.5316
P9,Normal,Normal,ThreeQuarters,3327.1903
P9,Normal,Normal,ThreeQuarters,10831.6195
P9,Normal,Normal,ThreeQuarters,7586.4339
P9,Normal,Normal,ThreeQuarters,6304.3606
P9,Normal,Normal,ThreeQuarters,12731.7282
P9,Normal,Normal,ThreeQuarters,6755.3864
P9,Normal,Normal,ThreeQuarters,5256.3006
P10,tPad,Clipped,Quarter,12230.6995
P10,tPad,Clipped,Quarter,14239.8145
P10,tPad,Clipped,Quarter,10003.5722
P10,tPad,Clipped,Quarter,4435.2537
P10,tPad,Clipped,Quarter,10943.626
P10,tPad,Clipped,Quarter,9741.5572
P10,tPad,Clipped,Quarter,8743.5001
P10,tPad,Clipped,Quarter,9702.5549
P10,tPad,Clipped,Quarter,5975.3417
P10,tPad,Clipped,Half,16257.9299
P10,tPad,Clipped,Half,10443.5974
P10,tPad,Clipped,Half,7677.4391
P10,tPad,Clipped,Half,5687.3253
P10,tPad,Clipped,Half,5528.3163
P10,tPad,Clipped,Half,8491.4856
P10,tPad,Clipped,Half,10803.618
P10,tPad,Clipped,Half,9240.5285
P10,tPad,Clipped,Half,10407.5953
P10,tPad,Normal,ThreeQuarters,15572.8908
P10,tPad,Normal,ThreeQuarters,6427.3676
P10,tPad,Normal,ThreeQuarters,4904.2805
P10,tPad,Normal,ThreeQuarters,4742.2712
P10,tPad,Normal,ThreeQuarters,2084.1192
P10,tPad,Normal,ThreeQuarters,6491.3713
P10,tPad,Normal,ThreeQuarters,7028.402
P10,tPad,Normal,ThreeQuarters,957.0548
P10,tPad,Normal,ThreeQuarters,11625.665
P10,tPad,Clipped,ThreeQuarters,3989.2281
P10,tPad,Clipped,ThreeQuarters,2603.1489
P10,tPad,Clipped,ThreeQuarters,4305.2463
P10,tPad,Clipped,ThreeQuarters,9483.5425
P10,tPad,Clipped,ThreeQuarters,8307.4752
P10,tPad,Clipped,ThreeQuarters,7566.4328
P10,tPad,Clipped,ThreeQuarters,8290.4742
P10,tPad,Clipped,ThreeQuarters,9852.5636
P10,tPad,Clipped,ThreeQuarters,3299.1887
P10,tPad,Normal,Half,2695.1542
P10,tPad,Normal,Half,1715.0981
P10,tPad,Normal,Half,5731.3278
P10,tPad,Normal,Half,8387.4798
P10,tPad,Normal,Half,5403.3091
P10,tPad,Normal,Half,782.0447
P10,tPad,Normal,Half,6087.3482
P10,tPad,Normal,Half,5767.3298
P10,tPad,Normal,Half,6059.3466
P10,Normal,Normal,Quarter,18604.0641
P10,Normal,Normal,Quarter,15430.8826
P10,Normal,Normal,Quarter,10235.5855
P10,Normal,Normal,Quarter,10467.5987
P10,Normal,Normal,Quarter,9275.5305
P10,Normal,Normal,Quarter,8823.5047
P10,Normal,Normal,Quarter,11235.6427
P10,Normal,Normal,Quarter,6656.3807
P10,Normal,Normal,Quarter,5244.3
P10,tPad,Normal,Quarter,6231.3564
P10,tPad,Normal,Quarter,4073.233
P10,tPad,Normal,Quarter,879.0503
P10,tPad,Normal,Quarter,1083.0619
P10,tPad,Normal,Quarter,2356.1347
P10,tPad,Normal,Quarter,3399.1944
P10,tPad,Normal,Quarter,2681.1533
P10,tPad,Normal,Quarter,3679.2105
P10,tPad,Normal,Quarter,8727.4992
P10,Normal,Normal,Half,10559.604
P10,Normal,Normal,Half,8295.4745
P10,Normal,Normal,Half,11755.6724
P10,Normal,Normal,Half,6547.3745
P10,Normal,Normal,Half,12075.6906
P10,Normal,Normal,Half,5665.324
P10,Normal,Normal,Half,9663.5527
P10,Normal,Normal,Half,3932.2249
P10,Normal,Normal,Half,10123.579
P10,Normal,Clipped,ThreeQuarters,22053.2614
P10,Normal,Clipped,ThreeQuarters,17779.0169
P10,Normal,Clipped,ThreeQuarters,14311.8185
P10,Normal,Clipped,ThreeQuarters,18284.0458
P10,Normal,Clipped,ThreeQuarters,14887.8516
P10,Normal,Clipped,ThreeQuarters,14978.8567
P10,Normal,Clipped,ThreeQuarters,6815.3898
P10,Normal,Clipped,ThreeQuarters,13656.7811
P10,Normal,Clipped,ThreeQuarters,13656.7811
P10,Normal,Normal,ThreeQuarters,7063.404
P10,Normal,Normal,ThreeQuarters,7665.4384
P10,Normal,Normal,ThreeQuarters,7665.4384
P10,Normal,Normal,ThreeQuarters,10735.6141
P10,Normal,Normal,ThreeQuarters,6783.388
P10,Normal,Normal,ThreeQuarters,10341.5915
P10,Normal,Normal,ThreeQuarters,11363.6499
P10,Normal,Normal,ThreeQuarters,7419.4243
P10,Normal,Normal,ThreeQuarters,10355.5923
P10,Normal,Clipped,Half,12203.698
P10,Normal,Clipped,Half,12159.6955
P10,Normal,Clipped,Half,12455.7124
P10,Normal,Clipped,Half,10954.6266
P10,Normal,Clipped,Half,12341.7059
P10,Normal,Clipped,Half,16613.9503
P10,Normal,Clipped,Half,10450.5978
P10,Normal,Clipped,Half,14887.8515
P10,Normal,Clipped,Half,14383.8227
P10,Normal,Clipped,Quarter,11287.6456
P10,Normal,Clipped,Quarter,13843.7918
P10,Normal,Clipped,Quarter,28439.6267
P10,Normal,Clipped,Quarter,14803.8467
P10,Normal,Clipped,Quarter,13287.76
P10,Normal,Clipped,Quarter,11023.6305
P10,Normal,Clipped,Quarter,5904.3377
P10,Normal,Clipped,Quarter,12759.7298
P10,Normal,Clipped,Quarter,12759.7298
P11,tPad,Clipped,Half,24158.3818
P11,tPad,Clipped,Half,7755.4436
P11,tPad,Clipped,Half,7755.4436
P11,tPad,Clipped,Half,12879.7367
P11,tPad,Clipped,Half,17508.0014
P11,tPad,Clipped,Half,6007.3436
P11,tPad,Clipped,Half,9844.5631
P11,tPad,Clipped,Half,9343.5345
P11,tPad,Clipped,Half,9531.5451
P11,tPad,Clipped,ThreeQuarters,13062.7472
P11,tPad,Clipped,ThreeQuarters,3387.1938
P11,tPad,Clipped,ThreeQuarters,8455.4837
P11,tPad,Clipped,ThreeQuarters,9359.5353
P11,tPad,Clipped,ThreeQuarters,8231.4708
P11,tPad,Clipped,ThreeQuarters,6260.3581
P11,tPad,Clipped,ThreeQuarters,6539.374
P11,tPad,Clipped,ThreeQuarters,9338.5342
P11,tPad,Clipped,ThreeQuarters,4552.2603
P11,tPad,Clipped,Quarter,10683.611
P11,tPad,Clipped,Quarter,7463.4268
P11,tPad,Clipped,Quarter,9855.5637
P11,tPad,Clipped,Quarter,11828.6766
P11,tPad,Clipped,Quarter,12375.7079
P11,tPad,Clipped,Quarter,5847.3345
P11,tPad,Clipped,Quarter,7320.4187
P11,tPad,Clipped,Quarter,7921.4531
P11,tPad,Clipped,Quarter,5176.296
P11,Normal,Normal,Quarter,54251.103
P11,Normal,Normal,Quarter,23843.3638
P11,Normal,Normal,Quarter,19039.0889
P11,Normal,Normal,Quarter,15503.8867
P11,Normal,Normal,Quarter,15135.8658
P11,Normal,Normal,Quarter,9419.5387
P11,Normal,Normal,Quarter,11391.6515
P11,Normal,Normal,Quarter,8191.4686
P11,Normal,Normal,Quarter,3052.1746
P11,tPad,Normal,ThreeQuarters,63355.6238
P11,tPad,Normal,ThreeQuarters,8571.4903
P11,tPad,Normal,ThreeQuarters,6165.3526
P11,tPad,Normal,ThreeQuarters,4719.2699
P11,tPad,Normal,ThreeQuarters,3552.2032
P11,tPad,Normal,ThreeQuarters,6183.3536
P11,tPad,Normal,ThreeQuarters,6859.3923
P11,tPad,Normal,ThreeQuarters,7315.4184
P11,tPad,Normal,ThreeQuarters,7647.4374
P11,Normal,Normal,Half,40450.3136
P11,Normal,Normal,Half,16775.9596
P11,Normal,Normal,Half,13071.7476
P11,Normal,Normal,Half,2572.1471
P11,Normal,Normal,Half,2588.148
P11,Normal,Normal,Half,8459.4838
P11,Normal,Normal,Half,3776.216
P11,Normal,Normal,Half,10555.6037
P11,Normal,Normal,Half,2696.1542
P11,tPad,Normal,Half,39370.2518
P11,tPad,Normal,Half,8160.4667
P11,tPad,Normal,Half,8383.4795
P11,tPad,Normal,Half,7280.4164
P11,tPad,Normal,Half,7649.4375
P11,tPad,Normal,Half,6960.3981
P11,tPad,Normal,Half,2749.1572
P11,tPad,Normal,Half,1868.1069
P11,tPad,Normal,Half,1868.1069
P11,Normal,Normal,ThreeQuarters,5168.2956
P11,Normal,Normal,ThreeQuarters,5168.2956
P11,Normal,Normal,ThreeQuarters,11667.6674
P11,Normal,Normal,ThreeQuarters,3972.2272
P11,Normal,Normal,ThreeQuarters,7899.4518
P11,Normal,Normal,ThreeQuarters,5220.2986
P11,Normal,Normal,ThreeQuarters,6947.3974
P11,Normal,Normal,ThreeQuarters,1688.0965
P11,Normal,Normal,ThreeQuarters,7476.4276
P11,tPad,Normal,Quarter,39699.2707
P11,tPad,Normal,Quarter,2016.1153
P11,tPad,Normal,Quarter,1394.0797
P11,tPad,Normal,Quarter,2028.116
P11,tPad,Normal,Quarter,5943.34
P11,tPad,Normal,Quarter,5856.335
P11,tPad,Normal,Quarter,5163.2953
P11,tPad,Normal,Quarter,6731.3851
P11,tPad,Normal,Quarter,1484.0849
P11,Normal,Clipped,Quarter,49058.806
P11,Normal,Clipped,Quarter,21431.2258
P11,Normal,Clipped,Quarter,9371.5361
P11,Normal,Clipped,Quarter,15294.8748
P11,Normal,Clipped,Quarter,17975.0281
P11,Normal,Clipped,Quarter,16651.9525
P11,Normal,Clipped,Quarter,19932.1401
P11,Normal,Clipped,Quarter,15591.8918
P11,Normal,Clipped,Quarter,13331.7625
P11,Normal,Clipped,ThreeQuarters,30850.7646
P11,Normal,Clipped,ThreeQuarters,24427.3972
P11,Normal,Clipped,ThreeQuarters,10935.6255
P11,Normal,Clipped,ThreeQuarters,18437.0546
P11,Normal,Clipped,ThreeQuarters,7179.4106
P11,Normal,Clipped,ThreeQuarters,5643.3228
P11,Normal,Clipped,ThreeQuarters,6563.3754
P11,Normal,Clipped,ThreeQuarters,5851.3347
P11,Normal,Clipped,ThreeQuarters,14287.8173
P11,Normal,Clipped,Half,17976.0282
P11,Normal,Clipped,Half,8011.4583
P11,Normal,Clipped,Half,24447.3984
P11,Normal,Clipped,Half,14356.8212
P11,Normal,Clipped,Half,15446.8835
P11,Normal,Clipped,Half,5620.3215
P11,Normal,Clipped,Half,13407.7669
P11,Normal,Clipped,Half,12635.7227
P11,Normal,Clipped,Half,7776.4448
P12,tPad,Clipped,ThreeQuarters,5090.2911
P12,tPad,Clipped,ThreeQuarters,12134.6941
P12,tPad,Clipped,ThreeQuarters,9163.5241
P12,tPad,Clipped,ThreeQuarters,7968.4558
P12,tPad,Clipped,ThreeQuarters,5828.3333
P12,tPad,Clipped,ThreeQuarters,10287.5884
P12,tPad,Clipped,ThreeQuarters,5215.2983
P12,tPad,Clipped,ThreeQuarters,3562.2037
P12,tPad,Clipped,ThreeQuarters,3855.2205
P12,tPad,Clipped,Half,777174.4518
P12,tPad,Clipped,Half,6679.3821
P12,tPad,Clipped,Half,4735.2709
P12,tPad,Clipped,Half,2764.1581
P12,tPad,Clipped,Half,6711.3839
P12,tPad,Clipped,Half,4993.2856
P12,tPad,Clipped,Half,9599.549
P12,tPad,Clipped,Half,6740.3855
P12,tPad,Clipped,Half,2003.1146
P12,tPad,Clipped,Quarter,31986.8295
P12,tPad,Clipped,Quarter,2348.1343
P12,tPad,Clipped,Quarter,3523.2015
P12,tPad,Clipped,Quarter,2443.1398
P12,tPad,Clipped,Quarter,5766.3298
P12,tPad,Clipped,Quarter,2652.1517
P12,tPad,Clipped,Quarter,4851.2775
P12,tPad,Clipped,Quarter,2828.1618
P12,tPad,Clipped,Quarter,3028.1732
P12,tPad,Normal,Half,11595.6633
P12,tPad,Normal,Half,3203.1833
P12,tPad,Normal,Half,2032.1163
P12,tPad,Normal,Half,3216.184
P12,tPad,Normal,Half,3503.2004
P12,tPad,Normal,Half,2380.1361
P12,tPad,Normal,Half,1520.0869
P12,tPad,Normal,Half,2359.135
P12,tPad,Normal,Half,2337.1337
P12,tPad,Normal,Quarter,20780.1886
P12,tPad,Normal,Quarter,2547.1457
P12,tPad,Normal,Quarter,3680.2105
P12,tPad,Normal,Quarter,3283.1878
P12,tPad,Normal,Quarter,2499.143
P12,tPad,Normal,Quarter,1156.0661
P12,tPad,Normal,Quarter,4947.283
P12,tPad,Normal,Quarter,3216.1839
P12,tPad,Normal,Quarter,3831.2192
