Participant,Method,AppsNumber,Distance,SeenTimeMillis
P5,TapNFlip,3,2,3875.0054
P5,TapNFlip,3,2,3025.0042
P5,TapNFlip,3,0,7550.0106
P5,TapNFlip,3,3,11760.0165
P5,TapNFlip,3,1,8460.0118
P5,TapNFlip,3,1,8215.0115
P5,TapNFlip,3,2,11420.016
P5,TapNFlip,3,3,9760.0137
P5,TapNFlip,2,0,8150.0114
P5,TapNFlip,2,0,7130.01
P5,TapNFlip,2,0,6025.0084
P5,TapNFlip,2,0,5040.0071
P5,TapNFlip,2,0,7795.0109
P5,TapNFlip,2,3,11075.0155
P5,TapNFlip,2,1,6555.0092
P5,TapNFlip,2,1,4525.0063
P5,TapNFlip,2,1,4010.0056
P5,TapNFlip,2,2,7590.0107
P5,TapNFlip,2,2,8640.012
P5,TapNFlip,2,2,3405.0048
P5,TapNFlip,2,1,7910.0111
P5,TapNFlip,2,1,3600.005
P5,TapNFlip,2,2,8510.0119
P5,TapNFlip,2,3,8300.0117
P5,TapNFlip,2,3,3755.0052
P5,TapNFlip,2,3,4110.0058
P6,RuntimeBar,3,2,17040.0238
P6,RuntimeBar,3,0,10545.0148
P6,RuntimeBar,3,2,9050.0127
P6,RuntimeBar,3,3,8515.0119
P6,RuntimeBar,3,1,8060.0113
P6,RuntimeBar,3,1,8710.0122
P6,RuntimeBar,3,2,10900.0152
P6,RuntimeBar,3,2,6970.0098
P6,RuntimeBar,3,2,7790.0109
P6,RuntimeBar,3,3,9625.0135
P6,RuntimeBar,3,3,7200.01
P6,RuntimeBar,3,1,7890.0111
P6,RuntimeBar,3,2,7620.0107
P6,RuntimeBar,3,0,6530.0091
P6,RuntimeBar,3,2,6955.0097
P6,RuntimeBar,3,1,6615.0093
P6,RuntimeBar,3,1,6365.0089
P6,RuntimeBar,3,1,7355.0103
P6,Flipping,1,2,34510.0483
P6,Flipping,1,2,6095.0085
P6,Flipping,1,2,5300.0074
P6,Flipping,1,3,8920.0125
P6,Flipping,1,3,5330.0075
P6,Flipping,1,3,6235.0087
P6,Flipping,1,1,7850.011
P6,Flipping,1,1,9850.0138
P6,Flipping,1,1,8765.0123
P6,Flipping,1,0,5575.0078
P6,Flipping,1,0,4975.007
P6,Flipping,1,0,4385.0061
P6,Flipping,1,1,8395.0117
P6,Flipping,1,1,4530.0064
P6,Flipping,1,1,8805.0123
P6,Flipping,1,2,9370.0131
P6,Flipping,1,2,5655.0079
P6,Flipping,1,2,7115.01
P6,RuntimeBar,2,0,17690.0248
P6,RuntimeBar,2,0,6520.0091
P6,RuntimeBar,2,1,7875.011
P6,RuntimeBar,2,2,7325.0103
P6,RuntimeBar,2,2,14230.0199
P6,RuntimeBar,2,2,6920.0097
P6,RuntimeBar,2,3,9035.0126
P6,RuntimeBar,2,3,6305.0088
P6,RuntimeBar,2,3,5165.0073
P6,RuntimeBar,2,1,6955.0097
P6,RuntimeBar,2,3,7745.0109
P6,RuntimeBar,2,1,6325.0088
P6,RuntimeBar,2,1,7755.0109
P6,RuntimeBar,2,1,8415.0118
P6,RuntimeBar,2,1,5940.0083
P6,RuntimeBar,2,2,8940.0125
P6,RuntimeBar,2,2,8420.0118
P6,RuntimeBar,2,2,5160.0072
P6,Flipping,2,3,28475.0399
P6,Flipping,2,1,23480.0329
P6,Flipping,2,1,7545.0105
P6,Flipping,2,1,11720.0164
P6,Flipping,2,2,16715.0234
P6,Flipping,2,2,6130.0086
P6,Flipping,2,2,13935.0195
P6,Flipping,2,2,5830.0082
P6,Flipping,2,3,11200.0157
P6,Flipping,2,1,9405.0131
P6,Flipping,2,1,6500.0091
P6,Flipping,2,1,4990.007
P6,Flipping,2,1,7115.01
P6,Flipping,2,0,8100.0113
P6,Flipping,2,1,10900.0153
P6,Flipping,2,3,11850.0166
P6,Flipping,2,3,4700.0066
P6,Flipping,2,0,6675.0093
P6,RuntimeBar,1,3,14355.0201
P6,RuntimeBar,1,3,8775.0123
P6,RuntimeBar,1,3,6215.0087
P6,RuntimeBar,1,0,5875.0083
P6,RuntimeBar,1,0,9390.0131
P6,RuntimeBar,1,0,9065.0127
P6,RuntimeBar,1,3,8180.0115
P6,RuntimeBar,1,3,5310.0074
P6,RuntimeBar,1,3,4750.0066
P6,RuntimeBar,1,3,8320.0117
P6,RuntimeBar,1,3,6185.0087
P6,RuntimeBar,1,3,5280.0073
P6,RuntimeBar,1,3,8585.0121
P6,RuntimeBar,1,3,5540.0077
P6,RuntimeBar,1,3,5340.0075
P6,RuntimeBar,1,2,7440.0104
P6,RuntimeBar,1,2,4735.0066
P6,RuntimeBar,1,2,6735.0095
P6,Flipping,3,2,33045.0462
P6,Flipping,3,1,10190.0143
P6,Flipping,3,1,11345.0159
P6,Flipping,3,3,6455.009
P6,Flipping,3,3,9120.0128
P6,Flipping,3,3,8770.0123
P6,Flipping,3,3,6935.0097
P6,Flipping,3,3,4450.0062
P6,Flipping,3,3,8360.0117
P6,Flipping,3,1,6130.0086
P6,Flipping,3,1,3695.0052
P6,Flipping,3,1,3345.0047
P6,Flipping,3,0,5360.0075
P6,Flipping,3,3,8895.0124
P6,Flipping,3,1,11135.0156
P6,Flipping,3,2,6630.0093
P6,Flipping,3,1,12990.0182
P6,Flipping,3,1,10325.0145
P6,Home,3,1,12870.0181
P6,Home,3,1,8510.0119
P6,Home,3,1,10520.0147
P6,Home,3,3,8415.0118
P6,Home,3,1,7420.0104
P6,Home,3,2,7325.0102
P6,Home,3,1,7060.0099
P6,Home,3,1,6510.0091
P6,Home,3,0,7705.0108
P6,Home,3,3,7665.0108
P6,Home,3,2,6725.0094
P6,Home,3,2,8375.0117
P6,Home,3,0,8075.0571
P6,Home,3,2,6770.0094
P6,Home,3,0,5810.0082
P6,Home,3,3,6950.0097
P6,Home,3,0,4860.0068
P6,Home,3,3,10196.9927
P6,TapNFlip,1,0,16062.9187
P6,TapNFlip,1,0,3964.2268
P6,TapNFlip,1,0,2793.1597
P6,TapNFlip,1,2,6453.2523
P6,TapNFlip,1,2,2775.1587
P6,TapNFlip,1,2,2624.1501
P6,TapNFlip,1,0,5880.0992
P6,TapNFlip,1,0,2412.1379
P6,TapNFlip,1,0,2576.1474
P6,TapNFlip,1,1,4159.2033
P6,TapNFlip,1,1,2591.1482
P6,TapNFlip,1,1,3868.2213
P6,TapNFlip,1,1,6031.6853
P6,TapNFlip,1,1,3424.1959
P6,TapNFlip,1,1,2656.1519
P6,TapNFlip,1,0,4308.2465
P6,TapNFlip,1,0,3375.193
P6,TapNFlip,1,0,4760.2723
P6,Home,2,1,12054.3787
P6,Home,2,1,5800.4782
P6,Home,2,1,7979.1889
P6,Home,2,3,7743.6621
P6,Home,2,3,8191.5284
P6,Home,2,0,6528.3734
P6,Home,2,3,6763.4771
P6,Home,2,3,9956.1766
P6,Home,2,3,8435.9562
P6,Home,2,1,6999.4992
P6,Home,2,1,6531.1148
P6,Home,2,0,7120.4072
P6,Home,2,1,6927.1244
P6,Home,2,1,6307.3045
P6,Home,2,3,6856.0988
P6,Home,2,3,7263.2728
P6,Home,2,3,7259.6777
P6,Home,2,3,8364.1115
P6,TapNFlip,2,1,15723.373
P6,TapNFlip,2,1,4080.2334
P6,TapNFlip,2,3,14879.381
P6,TapNFlip,2,2,6852.0985
P6,TapNFlip,2,2,2724.1558
P6,TapNFlip,2,3,7776.173
P6,TapNFlip,2,3,8360.1674
P6,TapNFlip,2,3,2699.1544
P6,TapNFlip,2,3,2436.1393
P6,TapNFlip,2,2,5468.2219
P6,TapNFlip,2,2,3244.1856
P6,TapNFlip,2,2,2971.1699
P6,TapNFlip,2,3,5960.1982
P6,TapNFlip,2,3,2520.1441
P6,TapNFlip,2,0,4868.2784
P6,TapNFlip,2,1,4899.6422
P6,TapNFlip,2,1,2352.1346
P6,TapNFlip,2,1,2568.1469
P6,Home,1,2,17778.6587
P6,Home,1,2,5391.8426
P6,Home,1,2,5983.0704
P6,Home,1,1,5879.6463
P6,Home,1,1,5355.0518
P6,Home,1,1,5735.871
P6,Home,1,0,6007.3436
P6,Home,1,0,4924.2816
P6,Home,1,0,6224.356
P6,Home,1,3,6463.8478
P6,Home,1,3,6900.2866
P6,Home,1,3,7786.945
P6,Home,1,3,8487.3514
P6,Home,1,3,7820.089
P6,Home,1,3,6907.4723
P6,Home,1,2,6095.2578
P6,Home,1,2,7803.7694
P6,Home,1,2,7152.2664
P6,TapNFlip,3,2,22491.8251
P6,TapNFlip,3,3,7043.4028
P6,TapNFlip,3,0,5136.2938
P6,TapNFlip,3,0,4119.2356
P6,TapNFlip,3,0,5391.3084
P6,TapNFlip,3,1,5511.6815
P6,TapNFlip,3,3,5955.8879
P6,TapNFlip,3,1,6131.3507
P6,TapNFlip,3,3,10327.7414
P6,TapNFlip,3,1,5604.0401
P6,TapNFlip,3,1,3716.2125
P6,TapNFlip,3,1,3008.1721
P6,TapNFlip,3,3,6363.6524
P6,TapNFlip,3,2,7120.4073
P6,TapNFlip,3,2,4707.2693
P6,TapNFlip,3,3,7100.6686
P6,TapNFlip,3,1,7047.4031
P6,TapNFlip,3,2,7812.0157
P7,Flipping,1,0,15875.0222
P7,Flipping,1,0,5250.0074
P7,Flipping,1,0,5875.0082
P7,Flipping,1,2,14285.02
P7,Flipping,1,2,5460.0076
P7,Flipping,1,2,4765.0067
P7,Flipping,1,1,12485.0175
P7,Flipping,1,1,4505.0063
P7,Flipping,1,1,4250.0059
P7,Flipping,1,3,7705.0108
P7,Flipping,1,3,4190.0059
P7,Flipping,1,3,4600.0064
P7,Flipping,1,1,9550.0134
P7,Flipping,1,1,5015.007
P7,Flipping,1,1,5655.0079
P7,Flipping,1,1,7420.0104
P7,Flipping,1,1,4095.0058
P7,Flipping,1,1,4150.0058
P7,Flipping,2,0,8870.0124
P7,Flipping,2,1,13970.0195
P7,Flipping,2,0,8085.0114
P7,Flipping,2,2,8340.0116
P7,Flipping,2,2,8495.0119
P7,Flipping,2,2,7780.0109
P7,Flipping,2,1,5450.0077
P7,Flipping,2,1,3895.0054
P7,Flipping,2,1,3505.0049
P7,Flipping,2,1,5665.0079
P7,Flipping,2,1,11955.0168
P7,Flipping,2,1,3580.005
P7,Flipping,2,1,5845.0082
P7,Flipping,2,1,4035.0056
P7,Flipping,2,1,4030.0057
P7,Flipping,2,3,6515.0091
P7,Flipping,2,3,3250.0045
P7,Flipping,2,3,3320.0047
P7,RuntimeBar,3,1,25315.0355
P7,RuntimeBar,3,1,11115.0155
P7,RuntimeBar,3,2,10695.015
P7,RuntimeBar,3,1,8030.0113
P7,RuntimeBar,3,2,9475.0132
P7,RuntimeBar,3,2,7270.0102
P7,RuntimeBar,3,0,10050.0141
P7,RuntimeBar,3,1,7110.0099
P7,RuntimeBar,3,1,7580.0106
P7,RuntimeBar,3,0,10020.0141
P7,RuntimeBar,3,0,11820.0165
P7,RuntimeBar,3,2,8980.0126
P7,RuntimeBar,3,0,9080.0127
P7,RuntimeBar,3,0,9060.0127
P7,RuntimeBar,3,0,9015.0126
P7,RuntimeBar,3,0,8030.0113
P7,RuntimeBar,3,3,9775.0136
P7,RuntimeBar,3,0,7035.0099
P7,Flipping,3,1,36045.0505
P7,Flipping,3,2,13250.0186
P7,Flipping,3,2,7585.0106
P7,Flipping,3,0,8330.0116
P7,Flipping,3,2,13705.0192
P7,Flipping,3,0,12475.0175
P7,Flipping,3,1,8735.0122
P7,Flipping,3,2,11240.0158
P7,Flipping,3,0,9815.0137
P7,Flipping,3,0,7325.0103
P7,Flipping,3,2,9240.0129
P7,Flipping,3,2,9350.0131
P7,Flipping,3,1,6505.0091
P7,Flipping,3,1,8605.012
P7,Flipping,3,1,5680.008
P7,Flipping,3,1,10750.0151
P7,Flipping,3,2,9475.0132
P7,Flipping,3,2,9550.0134
P7,RuntimeBar,2,2,29070.0407
P7,RuntimeBar,2,3,10845.0152
P7,RuntimeBar,2,3,5935.0083
P7,RuntimeBar,2,2,7620.0107
P7,RuntimeBar,2,2,6450.009
P7,RuntimeBar,2,2,6865.0096
P7,RuntimeBar,2,3,8285.0116
P7,RuntimeBar,2,3,8295.0116
P7,RuntimeBar,2,0,6880.0096
P7,RuntimeBar,2,0,5370.0076
P7,RuntimeBar,2,2,11290.0158
P7,RuntimeBar,2,2,5935.0083
P7,RuntimeBar,2,2,8960.0125
P7,RuntimeBar,2,2,5515.0077
P7,RuntimeBar,2,1,6420.009
P7,RuntimeBar,2,3,7670.0108
P7,RuntimeBar,2,0,6185.0086
P7,RuntimeBar,2,3,8900.0125
P7,TapNFlip,1,2,43365.0607
P7,TapNFlip,1,2,4685.0066
P7,TapNFlip,1,2,6310.0088
P7,TapNFlip,1,3,10900.0153
P7,TapNFlip,1,3,4580.0064
P7,TapNFlip,1,3,3195.0045
P7,TapNFlip,1,1,6460.009
P7,TapNFlip,1,1,3010.0042
P7,TapNFlip,1,1,2605.0037
P7,TapNFlip,1,2,6395.0089
P7,TapNFlip,1,2,2365.0033
P7,TapNFlip,1,2,2250.0032
P7,TapNFlip,1,1,13930.0195
P7,TapNFlip,1,1,2470.0035
P7,TapNFlip,1,1,2245.0031
P7,TapNFlip,1,2,8730.0122
P7,TapNFlip,1,2,2565.0036
P7,TapNFlip,1,2,2555.0036
P7,RuntimeBar,1,0,24710.0345
P7,RuntimeBar,1,0,9590.0135
P7,RuntimeBar,1,0,7225.0101
P7,RuntimeBar,1,0,7025.0098
P7,RuntimeBar,1,0,6335.0089
P7,RuntimeBar,1,0,6110.0085
P7,RuntimeBar,1,1,7660.0108
P7,RuntimeBar,1,1,9615.0134
P7,RuntimeBar,1,1,6220.0087
P7,RuntimeBar,1,2,8035.0113
P7,RuntimeBar,1,2,5485.0077
P7,RuntimeBar,1,2,5235.0073
P7,RuntimeBar,1,0,5655.0079
P7,RuntimeBar,1,0,5445.0076
P7,RuntimeBar,1,0,5505.0078
P7,RuntimeBar,1,1,6690.0093
P7,RuntimeBar,1,1,5215.0073
P7,RuntimeBar,1,1,7895.0111
P7,TapNFlip,2,2,30100.0422
P7,TapNFlip,2,0,8510.0119
P7,TapNFlip,2,2,8710.0122
P7,TapNFlip,2,2,9395.0132
P7,TapNFlip,2,2,2725.0038
P7,TapNFlip,2,1,5710.008
P7,TapNFlip,2,3,7080.0099
P7,TapNFlip,2,3,2415.0034
P7,TapNFlip,2,3,2095.0029
P7,TapNFlip,2,1,5070.0071
P7,TapNFlip,2,2,6695.0094
P7,TapNFlip,2,2,2260.0031
P7,TapNFlip,2,2,6935.0098
P7,TapNFlip,2,2,2045.0028
P7,TapNFlip,2,0,4875.0068
P7,TapNFlip,2,0,3865.0055
P7,TapNFlip,2,1,7150.01
P7,TapNFlip,2,0,5370.0075
P7,Home,3,0,20475.0286
P7,Home,3,0,7655.0108
P7,Home,3,0,7770.0108
P7,Home,3,0,6015.0084
P7,Home,3,3,10215.0143
P7,Home,3,0,6975.0097
P7,Home,3,2,8200.0115
P7,Home,3,2,9280.013
P7,Home,3,1,6815.0096
P7,Home,3,2,7115.0099
P7,Home,3,2,7185.0101
P7,Home,3,2,9455.0132
P7,Home,3,1,7125.01
P7,Home,3,0,5450.0076
P7,Home,3,2,7065.0099
P7,Home,3,0,5620.0079
P7,Home,3,2,6270.0088
P7,Home,3,0,6135.0085
P7,TapNFlip,3,0,16525.0231
P7,TapNFlip,3,1,7940.0112
P7,TapNFlip,3,2,6070.0084
P7,TapNFlip,3,0,4040.0056
P7,TapNFlip,3,0,3790.0053
P7,TapNFlip,3,2,9680.0136
P7,TapNFlip,3,3,6985.0098
P7,TapNFlip,3,3,2900.004
P7,TapNFlip,3,0,5110.0072
P7,TapNFlip,3,0,4045.0056
P7,TapNFlip,3,3,8305.0117
P7,TapNFlip,3,3,2620.0036
P7,TapNFlip,3,1,4825.0068
P7,TapNFlip,3,0,4375.0061
P7,TapNFlip,3,2,6115.0086
P7,TapNFlip,3,1,5900.0082
P7,TapNFlip,3,1,9980.014
P7,TapNFlip,3,1,3320.0047
P7,Home,2,2,20695.029
P7,Home,2,1,10289.0821
P7,Home,2,2,8675.0122
P7,Home,2,2,9709.0462
P7,Home,2,0,8395.0117
P7,Home,2,2,9730.0136
P7,Home,2,3,8960.0126
P7,Home,2,0,6980.0098
P7,Home,2,3,9030.0126
P7,Home,2,2,11260.0158
P7,Home,2,2,8455.0118
P7,Home,2,0,7275.0102
P7,Home,2,3,8285.0116
P7,Home,2,3,7865.011
P7,Home,2,3,12345.0173
P7,Home,2,2,7420.0104
P7,Home,2,0,5510.0077
P7,Home,2,2,7435.0104
P7,Home,1,2,20605.0289
P7,Home,1,2,9130.0127
P7,Home,1,2,8015.0113
P7,Home,1,1,6985.0097
P7,Home,1,1,7050.0099
P7,Home,1,1,6965.0098
P7,Home,1,1,6650.0093
P7,Home,1,1,8000.0112
P7,Home,1,1,7900.011
P7,Home,1,0,6100.0086
P7,Home,1,0,6105.0085
P7,Home,1,0,7920.0111
P7,Home,1,2,8760.0123
P7,Home,1,2,8385.0117
P7,Home,1,2,11380.0159
P7,Home,1,3,9560.0134
P7,Home,1,3,8560.012
P7,Home,1,3,6770.0095
P8,Flipping,2,0,25130.0352
P8,Flipping,2,0,8960.0125
P8,Flipping,2,0,27575.0386
P8,Flipping,2,1,12325.0173
P8,Flipping,2,3,37430.0524
P8,Flipping,2,1,22200.0311
P8,Flipping,2,0,12360.0173
P8,Flipping,2,2,23330.0326
P8,Flipping,2,2,18745.0263
P8,Flipping,2,3,281279.4755
P8,Flipping,2,1,47745.0668
P8,Flipping,2,1,16685.0234
P8,Flipping,2,0,14630.0205
P8,Flipping,2,0,15750.022
P8,Flipping,2,1,19350.0271
P8,Flipping,2,3,46715.0654
P8,Flipping,2,3,9115.0128
P8,Flipping,2,3,9150.0128
P8,Flipping,3,3,21375.03
P8,Flipping,3,0,17460.0244
P8,Flipping,3,3,23645.0331
P8,Flipping,3,0,8810.0123
P8,Flipping,3,2,15145.0213
P8,Flipping,3,3,17905.025
P8,Flipping,3,1,20675.029
P8,Flipping,3,1,7140.01
P8,Flipping,3,3,17925.0251
P8,Flipping,3,3,17835.0249
P8,Flipping,3,3,13230.0186
P8,Flipping,3,2,21735.0304
P8,Flipping,3,0,24810.0347
P8,Flipping,3,2,18200.0255
P8,Flipping,3,3,15925.0223
P8,Flipping,3,0,10890.0153
P8,Flipping,3,0,10260.0143
P8,Flipping,3,0,14920.0209
P8,Flipping,1,1,18960.0265
P8,Flipping,1,1,7415.0104
P8,Flipping,1,1,8945.0125
P8,Flipping,1,1,11495.0161
P8,Flipping,1,1,9635.0135
P8,Flipping,1,1,7275.0102
P8,Flipping,1,0,9955.0139
P8,Flipping,1,0,6985.0098
P8,Flipping,1,0,9990.014
P8,Flipping,1,1,13225.0185
P8,Flipping,1,1,6955.0098
P8,Flipping,1,1,7110.0099
P8,Flipping,1,1,9720.0136
P8,Flipping,1,1,7145.01
P8,Flipping,1,1,7370.0104
P8,Flipping,1,0,8630.012
P8,Flipping,1,0,9530.0134
P8,Flipping,1,0,7410.0104
P8,TapNFlip,1,2,19465.0272
P8,TapNFlip,1,2,4235.0059
P8,TapNFlip,1,2,5485.0077
P8,TapNFlip,1,3,25255.0354
P8,TapNFlip,1,3,3515.0049
P8,TapNFlip,1,3,3365.0047
P8,TapNFlip,1,2,8090.0114
P8,TapNFlip,1,2,3300.0046
P8,TapNFlip,1,2,3370.0047
P8,TapNFlip,1,0,5315.0074
P8,TapNFlip,1,0,5990.0084
P8,TapNFlip,1,0,4220.0059
P8,TapNFlip,1,3,23915.0335
P8,TapNFlip,1,3,3825.0054
P8,TapNFlip,1,3,6890.0096
P8,TapNFlip,1,3,9340.0131
P8,TapNFlip,1,3,4915.0069
P8,TapNFlip,1,3,3585.005
P8,RuntimeBar,3,1,33890.0475
P8,RuntimeBar,3,0,16610.0232
P8,RuntimeBar,3,3,14870.0208
P8,RuntimeBar,3,2,14975.021
P8,RuntimeBar,3,2,10405.0146
P8,RuntimeBar,3,2,10435.0146
P8,RuntimeBar,3,3,10815.0151
P8,RuntimeBar,3,3,22720.0318
P8,RuntimeBar,3,3,9005.0126
P8,RuntimeBar,3,0,8675.0122
P8,RuntimeBar,3,0,8740.0122
P8,RuntimeBar,3,1,10375.0145
P8,RuntimeBar,3,1,9050.0127
P8,RuntimeBar,3,1,7560.0106
P8,RuntimeBar,3,2,7780.0109
P8,RuntimeBar,3,1,8495.0119
P8,RuntimeBar,3,1,9070.0127
P8,RuntimeBar,3,1,7530.0105
P8,TapNFlip,2,2,21040.0294
P8,TapNFlip,2,1,10150.0142
P8,TapNFlip,2,2,14590.0204
P8,TapNFlip,2,0,11760.0164
P8,TapNFlip,2,0,13845.0194
P8,TapNFlip,2,0,9310.013
P8,TapNFlip,2,0,6045.0085
P8,TapNFlip,2,2,17320.0242
P8,TapNFlip,2,0,6245.0088
P8,TapNFlip,2,1,7150.01
P8,TapNFlip,2,1,4700.0066
P8,TapNFlip,2,2,12010.0168
P8,TapNFlip,2,2,7600.0106
P8,TapNFlip,2,0,6890.0097
P8,TapNFlip,2,0,4850.0068
P8,TapNFlip,2,2,9505.0133
P8,TapNFlip,2,2,4065.0057
P8,TapNFlip,2,2,3380.0047
P8,RuntimeBar,2,0,15405.0216
P8,RuntimeBar,2,2,11100.0156
P8,RuntimeBar,2,2,8255.0115
P8,RuntimeBar,2,3,9060.0127
P8,RuntimeBar,2,3,6795.0095
P8,RuntimeBar,2,1,7650.0107
P8,RuntimeBar,2,3,9270.013
P8,RuntimeBar,2,2,8270.0116
P8,RuntimeBar,2,3,7560.0106
P8,RuntimeBar,2,3,7365.0103
P8,RuntimeBar,2,3,6650.0093
P8,RuntimeBar,2,3,6945.0097
P8,RuntimeBar,2,2,7575.0106
P8,RuntimeBar,2,0,6740.0095
P8,RuntimeBar,2,0,6070.0085
P8,RuntimeBar,2,3,7955.0111
P8,RuntimeBar,2,3,6070.0085
P8,RuntimeBar,2,3,6385.0089
P8,TapNFlip,3,0,35385.0496
P8,TapNFlip,3,3,15980.0223
P8,TapNFlip,3,0,6675.0094
P8,TapNFlip,3,3,8980.0125
P8,TapNFlip,3,3,3530.005
P8,TapNFlip,3,1,7575.0106
P8,TapNFlip,3,1,9160.0128
P8,TapNFlip,3,1,3170.0045
P8,TapNFlip,3,1,7210.01
P8,TapNFlip,3,0,4130.0057
P8,TapNFlip,3,3,10140.0142
P8,TapNFlip,3,0,5625.0079
P8,TapNFlip,3,1,8440.0118
P8,TapNFlip,3,1,6560.0092
P8,TapNFlip,3,1,6630.0093
P8,TapNFlip,3,2,6395.009
P8,TapNFlip,3,1,8485.0118
P8,TapNFlip,3,2,8870.0125
P8,RuntimeBar,1,0,11520.0161
P8,RuntimeBar,1,0,7025.0098
P8,RuntimeBar,1,0,7505.0105
P8,RuntimeBar,1,1,7280.0102
P8,RuntimeBar,1,1,8620.0121
P8,RuntimeBar,1,1,6190.0087
P8,RuntimeBar,1,2,8685.0121
P8,RuntimeBar,1,2,6170.0086
P8,RuntimeBar,1,2,5695.008
P8,RuntimeBar,1,0,6115.0086
P8,RuntimeBar,1,0,5495.0077
P8,RuntimeBar,1,0,5395.0075
P8,RuntimeBar,1,2,8750.0123
P8,RuntimeBar,1,2,5565.0078
P8,RuntimeBar,1,2,5470.0076
P8,RuntimeBar,1,2,8210.0115
P8,RuntimeBar,1,2,5760.0081
P8,RuntimeBar,1,2,5245.0073
P8,Home,1,3,16423.0703
P8,Home,1,3,11760.0164
P8,Home,1,3,10860.0152
P8,Home,1,3,9835.0138
P8,Home,1,3,8735.0122
P8,Home,1,3,9315.0131
P8,Home,1,1,10250.0143
P8,Home,1,1,7710.0108
P8,Home,1,1,7475.0105
P8,Home,1,0,6250.0088
P8,Home,1,0,6240.0087
P8,Home,1,0,7085.0099
P8,Home,1,2,7225.0101
P8,Home,1,2,7270.0102
P8,Home,1,2,8770.0123
P8,Home,1,3,9385.0131
P8,Home,1,3,8490.0119
P8,Home,1,3,7985.0112
P8,Home,3,1,9395.0132
P8,Home,3,0,9435.0132
P8,Home,3,0,8330.0117
P8,Home,3,2,7035.0098
P8,Home,3,3,8440.0118
P8,Home,3,2,6790.0095
P8,Home,3,3,8270.0116
P8,Home,3,3,7670.0108
P8,Home,3,3,7825.0109
P8,Home,3,0,5780.0081
P8,Home,3,2,7165.01
P8,Home,3,3,14865.0208
P8,Home,3,3,7575.0106
P8,Home,3,3,7445.0105
P8,Home,3,3,8455.0118
P8,Home,3,0,5970.0084
P8,Home,3,1,8590.012
P8,Home,3,2,8300.0116
P8,Home,2,3,10865.0152
P8,Home,2,3,7705.0108
P8,Home,2,0,7360.0103
P8,Home,2,2,7285.0102
P8,Home,2,2,7205.0101
P8,Home,2,2,6990.0098
P8,Home,2,2,7235.0101
P8,Home,2,3,7260.0102
P8,Home,2,3,7340.0103
P8,Home,2,3,14570.0204
P8,Home,2,3,7325.0102
P8,Home,2,2,8240.0116
P8,Home,2,0,6095.0085
P8,Home,2,0,6670.0093
P8,Home,2,0,5925.0083
P8,Home,2,0,5495.0077
P8,Home,2,2,6900.0097
P8,Home,2,2,6325.0088
P9,Flipping,3,0,10455.0146
P9,Flipping,3,0,7145.01
P9,Flipping,3,1,15745.022
P9,Flipping,3,1,13725.0193
P9,Flipping,3,3,21735.0304
P9,Flipping,3,1,22520.0315
P9,Flipping,3,0,11425.016
P9,Flipping,3,0,11945.0167
P9,Flipping,3,0,9735.0137
P9,Flipping,3,3,33060.0463
P9,Flipping,3,3,5980.0083
P9,Flipping,3,1,12917.0869
P9,Flipping,3,0,22960.0321
P9,Flipping,3,0,8065.0113
P9,Flipping,3,0,8140.0114
P9,Flipping,3,2,12285.0172
P9,Flipping,3,1,29830.0418
P9,Flipping,3,0,7530.0105
P9,TapNFlip,1,1,14155.0198
P9,TapNFlip,1,1,5185.0073
P9,TapNFlip,1,1,5560.0078
P9,TapNFlip,1,1,8515.0119
P9,TapNFlip,1,1,3935.0055
P9,TapNFlip,1,1,4945.0069
P9,TapNFlip,1,1,5220.0073
P9,TapNFlip,1,1,3160.0045
P9,TapNFlip,1,1,6625.0092
P9,TapNFlip,1,2,31950.0447
P9,TapNFlip,1,2,3980.0056
P9,TapNFlip,1,2,3050.0042
P9,TapNFlip,1,3,7285.0102
P9,TapNFlip,1,3,2890.0041
P9,TapNFlip,1,3,3900.0054
P9,TapNFlip,1,2,8035.0113
P9,TapNFlip,1,2,3030.0042
P9,TapNFlip,1,2,4915.0069
P9,Flipping,2,2,29430.0412
P9,Flipping,2,2,8580.012
P9,Flipping,2,2,5970.0083
P9,Flipping,2,0,8005.0112
P9,Flipping,2,0,5490.0077
P9,Flipping,2,0,11060.0155
P9,Flipping,2,3,27815.039
P9,Flipping,2,3,15925.0223
P9,Flipping,2,0,7825.0109
P9,Flipping,2,1,8035.0113
P9,Flipping,2,3,11790.0165
P9,Flipping,2,3,7480.0104
P9,Flipping,2,1,19195.0269
P9,Flipping,2,3,20280.0284
P9,Flipping,2,3,4805.0067
P9,Flipping,2,3,10470.0147
P9,Flipping,2,2,13240.0185
P9,Flipping,2,2,5005.007
P9,TapNFlip,2,3,24450.0342
P9,TapNFlip,2,3,3220.0045
P9,TapNFlip,2,2,8545.012
P9,TapNFlip,2,3,12205.0171
P9,TapNFlip,2,3,3285.0046
P9,TapNFlip,2,3,5700.008
P9,TapNFlip,2,3,7020.0098
P9,TapNFlip,2,2,10745.015
P9,TapNFlip,2,2,3670.0052
P9,TapNFlip,2,0,4945.0069
P9,TapNFlip,2,1,9160.0128
P9,TapNFlip,2,1,3410.0048
P9,TapNFlip,2,3,7995.0112
P9,TapNFlip,2,2,7585.0106
P9,TapNFlip,2,3,7095.0099
P9,TapNFlip,2,3,4980.007
P9,TapNFlip,2,3,3060.0043
P9,TapNFlip,2,3,2515.0035
