515,505,427,down
515,506,428,down
514,505,427,down
514,505,428,down
514,506,428,down
514,506,427,down
514,506,427,down
514,506,427,down
514,506,427,down
514,506,428,down
514,505,427,down
514,505,427,down
514,505,427,down
514,506,427,down
514,505,428,down
514,505,426,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
515,505,426,down
514,505,427,down
514,505,426,down
514,505,427,down
514,505,426,down
514,505,426,down
514,505,426,down
514,505,426,down
514,505,426,down
514,505,426,down
514,505,426,down
514,505,426,down
514,505,427,down
514,505,427,down
514,505,427,down
514,506,427,down
515,505,427,down
514,505,427,down
514,505,427,down
515,506,427,down
515,505,427,down
515,505,427,down
515,506,428,down
515,505,428,down
515,505,427,down
515,506,427,down
515,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,426,down
514,505,426,down
514,505,426,down
515,505,426,down
515,505,427,down
514,506,426,down
514,505,427,down
515,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
515,506,428,down
514,505,427,down
514,506,427,down
514,506,428,down
514,506,428,down
514,506,428,down
513,505,428,down
514,506,427,down
514,505,428,down
513,505,427,down
513,506,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,426,down
515,505,426,down
515,505,426,down
515,505,426,down
515,505,426,down
515,505,426,down
515,505,426,down
514,505,426,down
515,505,426,down
515,505,426,down
515,506,426,down
515,505,426,down
514,506,426,down
514,505,427,down
515,505,426,down
515,506,427,down
515,505,427,down
515,506,427,down
515,506,427,down
515,506,427,down
515,506,427,down
515,505,427,down
515,505,427,down
514,505,427,down
514,506,428,down
514,506,428,down
514,506,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,506,427,down
514,506,427,down
514,506,427,down
514,505,427,down
514,505,427,down
514,506,427,down
514,505,427,down
514,506,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
513,505,427,down
514,505,427,down
514,506,427,down
513,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
514,505,427,down
515,505,427,down
514,505,427,down
514,505,427,down
515,505,427,down
514,505,427,down
514,505,426,down
514,505,427,down
514,505,426,down
515,505,427,down
514,505,426,down
515,506,426,down
514,506,426,down
514,505,426,down
515,505,426,down
515,505,426,down
515,505,426,down
515,506,426,down
515,506,427,down
515,506,427,down
515,506,427,down
515,506,427,down
515,506,427,down
514,506,427,down
515,506,427,down
515,506,427,down
515,506,427,down
515,506,427,down
514,506,427,down
514,505,427,down
514,506,427,down
514,506,428,down
514,506,427,down
514,506,428,down
514,505,428,down
514,505,428,down
514,505,428,down
514,505,428,down
513,505,428,down
514,505,428,down
514,506,428,down
514,505,428,down
514,505,428,down
514,505,427,down
514,505,427,down
514,505,427,down
515,505,427,down
514,505,427,down
