Reading,xRead,yRead,zRead,xAng,yAng,zAng,x,y,z,direction
1,515,505,427,0,-8,-69,186.61,180,270,0.0
2,515,506,428,0,-8,-69,186.61,180,270,0.0
3,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
4,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
5,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
6,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
7,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
8,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
9,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
10,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
11,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
12,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
13,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
14,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
15,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
16,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
17,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
18,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
19,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
20,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
21,515,505,426,0,-8,-70,186.52,180,270,0.0
22,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
23,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
24,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
25,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
26,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
27,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
28,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
29,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
30,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
31,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
32,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
33,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
34,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
35,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
36,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
37,515,505,427,0,-8,-69,186.61,180,270,0.0
38,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
39,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
40,515,506,427,0,-8,-69,186.61,180,270,0.0
41,515,505,427,0,-8,-69,186.61,180,270,0.0
42,515,505,427,0,-8,-69,186.61,180,270,0.0
43,515,506,428,0,-8,-69,186.61,180,270,0.0
44,515,505,428,0,-8,-69,186.61,180,270,0.0
45,515,505,427,0,-8,-69,186.61,180,270,0.0
46,515,506,427,0,-8,-69,186.61,180,270,0.0
47,515,505,427,0,-8,-69,186.61,180,270,0.0
48,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
49,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
50,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
51,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
52,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
53,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
54,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
55,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
56,515,505,426,0,-8,-70,186.52,180,270,0.0
57,515,505,427,0,-8,-69,186.61,180,270,0.0
58,514,506,426,-1,-8,-70,186.52,180.82,262.88,0.0
59,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
60,515,505,427,0,-8,-69,186.61,180,270,0.0
61,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
62,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
63,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
64,515,506,428,0,-8,-69,186.61,180,270,0.0
65,514,505,427,-1,-,-69,186.61,180.83,262.88,0.0
66,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
67,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
68,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
69,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
70,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
71,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
72,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
73,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
74,513,506,427,-2,-8,-69,186.61,181.66,255.96,0.0
75,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
76,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
77,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
78,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
79,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
80,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
81,515,505,426,0,-8,-70,186.52,180,270,0.0
82,515,505,426,0,-8,-70,186.52,180,270,0.0
83,515,505,426,0,-8,-70,186.52,180,270,0.0
84,515,505,426,0,-8,-70,186.52,180,270,0.0
85,515,505,426,0,-8,-70,186.52,180,270,0.0
86,515,505,426,0,-8,-70,186.52,180,270,0.0
87,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
88,515,505,426,0,-8,-70,186.52,180,270,0.0
89,515,505,426,0,-8,-70,186.52,180,270,0.0
90,515,506,426,0,-8,-70,186.52,180,270,0.0
91,515,505,426,0,-8,-70,186.52,180,270,0.0
92,514,506,426,-1,-8,-70,186.52,180.82,262.88,0.0
93,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
94,515,505,426,0,-8,-70,186.52,180,270,0.0
95,515,506,427,0,-8,-69,186.61,180,270,0.0
96,515,505,427,0,-8,-69,186.61,180,270,0.0
97,515,506,427,0,-8,-69,186.61,180,270,0.0
98,515,506,427,0,-8,-69,186.61,180,270,0.0
99,515,506,427,0,-8,-69,186.61,180,270,0.0
100,515,506,427,0,-8,-69,186.61,180,270,0.0
101,515,505,427,0,-8,-69,186.61,180,270,0.0
102,515,505,427,0,-8,-69,186.61,180,270,0.0
103,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
104,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
105,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
106,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
107,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
108,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
109,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
110,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
111,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
112,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
113,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
114,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
115,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
116,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
117,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
118,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
119,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
120,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
121,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
122,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
123,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
124,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
125,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
126,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
127,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
128,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
129,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
130,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
131,515,505,427,0,-8,-69,186.61,180,270,0.0
132,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
133,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
134,515,505,427,0,-8,-69,186.61,180,270,0.0
135,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
136,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
137,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
138,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
139,515,505,427,0,-8,-69,186.61,180,270,0.0
140,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
141,515,506,426,0,-8,-70,186.52,180,270,0.0
142,514,506,426,-1,-8,-70,186.52,180.82,262.88,0.0
143,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
144,515,505,426,0,-8,-70,186.52,180,270,0.0
145,515,505,426,0,-8,-70,186.52,180,270,0.0
146,515,505,426,0,-8,-70,186.52,180,270,0.0
147,515,506,426,0,-8,-70,186.52,180,270,0.0
148,515,506,427,0,-8,-69,186.61,180,270,0.0
149,515,506,427,0,-8,-69,186.61,180,270,0.0
150,515,506,427,0,-8,-69,186.61,180,270,0.0
151,515,506,427,0,-8,-69,186.61,180,270,0.0
152,515,506,427,0,-8,-69,186.61,180,270,0.0
153,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
154,515,506,427,0,-8,-69,186.61,180,270,0.0
155,515,506,427,0,-8,-69,186.61,180,270,0.0
156,515,506,427,0,-8,-69,186.61,180,270,0.0
157,515,506,427,0,-8,-69,186.61,180,270,0.0
158,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
159,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
160,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
161,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
162,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
163,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
164,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
165,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
166,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
167,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
168,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
169,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
170,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
171,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
172,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
173,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
174,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
175,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
176,515,505,427,0,-8,-69,186.61,180,270,0.0
177,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
178,515,505,426,0,-8,-70,186.52,180,270,0.0
179,515,505,427,0,-8,-69,186.61,180,270,0.0
180,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
181,515,505,426,0,-8,-70,186.52,180,270,0.0
182,515,505,427,0,-8,-69,186.61,180,270,0.0
183,515,505,426,0,-8,-70,186.52,180,270,0.0
184,515,505,426,0,-8,-70,186.52,180,270,0.0
185,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
186,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
187,515,506,426,0,-8,-70,186.52,180,270,0.0
188,514,506,426,-1,-8,-70,186.52,180.82,262.88,0.0
189,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
190,515,505,426,0,-8,-70,186.52,180,270,0.0
191,514,506,426,-1,-8,-70,186.52,180.82,262.88,0.0
192,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
193,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
194,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
195,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
196,515,506,428,0,-8,-69,186.61,180,270,0.0
197,515,505,428,0,-8,-69,186.61,180,270,0.0
198,515,505,428,0,-8,-69,186.61,180,270,0.0
199,515,505,428,0,-8,-69,186.61,180,270,0.0
200,515,506,428,0,-8,-69,186.61,180,270,0.0
201,515,506,428,0,-8,-69,186.61,180,270,0.0
202,515,506,428,0,-8,-69,186.61,180,270,0.0
203,515,506,428,0,-8,-69,186.61,180,270,0.0
204,515,505,427,0,-8,-69,186.61,180,270,0.0
205,515,506,427,0,-8,-69,186.61,180,270,0.0
206,515,506,427,0,-8,-69,186.61,180,270,0.0
207,515,505,427,0,-8,-69,186.61,180,270,0.0
208,515,506,426,0,-8,-70,186.52,180,270,0.0
209,515,505,426,0,-8,-70,186.52,180,270,0.0
210,514,506,426,-1,-8,-70,186.52,180.82,262.88,0.0
211,515,506,426,0,-8,-70,186.52,180,270,0.0
212,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
213,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
214,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
215,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
216,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
217,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
218,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
219,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
220,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
221,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
222,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
223,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
224,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
225,514,505,429,-1,-8,-68,186.71,180.84,262.88,0.0
226,514,505,429,-1,-8,-68,186.71,180.84,262.88,0.0
227,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
228,514,505,429,-1,-8,-68,186.71,180.84,262.88,0.0
229,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
230,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
231,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
232,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
233,515,505,428,0,-8,-69,186.61,180,270,0.0
234,515,505,427,0,-8,-69,186.61,180,270,0.0
235,515,506,427,0,-8,-69,186.61,180,270,0.0
236,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
237,515,505,426,0,-8,-70,186.52,180,270,0.0
238,515,505,426,0,-8,-70,186.52,180,270,0.0
239,515,505,426,0,-8,-70,186.52,180,270,0.0
240,515,505,426,0,-8,-70,186.52,180,270,0.0
241,515,505,425,0,-8,-71,186.43,180,270,0.0
242,514,505,425,-1,-8,-71,186.43,180.81,262.88,0.0
243,515,505,425,0,-8,-71,186.43,180,270,0.0
244,515,505,425,0,-8,-71,186.43,180,270,0.0
245,514,505,425,-1,-8,-71,186.43,180.81,262.88,0.0
246,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
247,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
248,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
249,515,505,426,0,-8,-70,186.52,180,270,0.0
250,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
251,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
252,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
253,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
254,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
255,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
256,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
257,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
258,513,506,428,-2,-8,-69,186.61,181.66,255.96,0.0
259,513,506,427,-2,-8,-69,186.61,181.66,255.96,0.0
260,513,506,427,-2,-8,-69,186.61,181.66,255.96,0.0
261,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
262,513,506,429,-2,-8,-68,186.71,181.68,255.96,0.0
263,513,505,429,-2,-8,-68,186.71,181.68,255.96,0.0
264,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
265,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
266,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
267,514,505,429,-1,-8,-68,186.71,180.84,262.88,0.0
268,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
269,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
270,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
271,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
272,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
273,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
274,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
275,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
276,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
277,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
278,514,504,426,-1,-9,-70,187.33,180.82,263.66,0.0
279,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
280,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
281,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
282,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
283,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
284,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
285,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
286,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
287,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
288,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
289,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
290,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
291,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
292,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
293,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
294,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
295,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
296,514,506,428,-1,-8,-69,186.61,180.83,262.88,0.0
297,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
298,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
299,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
300,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
301,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
302,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
303,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
304,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
305,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
306,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
307,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
308,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
309,514,505,426,-1,-8,-70,186.52,180.82,262.88,0.0
310,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
311,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
312,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
313,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
314,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
315,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
316,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
317,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
318,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
319,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
320,511,505,428,-4,-8,-69,186.61,183.32,243.43,0.0
321,512,505,429,-3,-8,-68,186.71,182.53,249.44,0.0
322,512,504,429,-3,-9,-68,187.54,182.53,251.57,0.0
323,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
324,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
325,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
326,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
327,513,504,427,-2,-9,-69,187.43,181.66,257.47,0.0
328,513,504,427,-2,-9,-69,187.43,181.66,257.47,0.0
329,513,504,427,-2,-9,-69,187.43,181.66,257.47,0.0
330,513,504,427,-2,-9,-69,187.43,181.66,257.47,0.0
331,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
332,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
333,513,504,426,-2,-9,-70,187.33,181.64,257.47,0.0
334,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
335,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
336,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
337,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
338,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
339,512,504,426,-3,-9,-70,187.33,182.45,251.57,0.0
340,513,504,426,-2,-9,-70,187.33,181.64,257.47,0.0
341,512,504,427,-3,-9,-69,187.43,182.49,251.57,0.0
342,513,504,426,-2,-9,-70,187.33,181.64,257.47,0.0
343,513,504,426,-2,-9,-70,187.33,181.64,257.47,0.0
344,513,504,426,-2,-9,-70,187.33,181.64,257.47,0.0
345,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
346,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
347,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
348,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
349,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
350,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
351,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
352,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
353,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
354,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
355,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
356,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
357,514,506,427,-1,-8,-69,186.61,180.83,262.88,0.0
358,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
359,513,506,427,-2,-8,-69,186.61,181.66,255.96,0.0
360,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
361,514,505,427,-1,-8,-69,186.61,180.83,262.88,0.0
362,513,506,427,-2,-8,-69,186.61,181.66,255.96,0.0
363,514,505,428,-1,-8,-69,186.61,180.83,262.88,0.0
364,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
365,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
366,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
367,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
368,512,505,427,-3,-8,-69,186.61,182.49,249.44,0.0
369,512,505,427,-3,-8,-69,186.61,182.49,249.44,0.0
370,512,505,427,-3,-8,-69,186.61,182.49,249.44,0.0
371,512,505,427,-3,-8,-69,186.61,182.49,249.44,0.0
372,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
373,512,505,428,-3,-8,-69,186.61,182.49,249.44,0.0
374,512,504,428,-3,-9,-69,187.43,182.49,251.57,0.0
375,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
376,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
377,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
378,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
379,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
380,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
381,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
382,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
383,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
384,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
385,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
386,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
387,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
388,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
389,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
390,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
391,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
392,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
393,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
394,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
395,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
396,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
397,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
398,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
399,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
400,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
401,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
402,513,504,427,-2,-9,-69,187.43,181.66,257.47,0.0
403,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
404,513,504,427,-2,-9,-69,187.43,181.66,257.47,0.0
405,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
406,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
407,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
408,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
409,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
410,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
411,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
412,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
413,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
414,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
415,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
416,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
417,513,505,426,-2,-8,-70,186.52,181.64,255.96,0.0
418,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
419,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
420,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
421,513,505,427,-2,-8,-69,186.61,181.66,255.96,0.0
422,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
423,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
424,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
425,513,505,428,-2,-8,-69,186.61,181.66,255.96,0.0
426,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
427,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
428,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
429,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
430,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
431,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
432,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
433,513,504,428,-2,-9,-69,187.43,181.66,257.47,0.0
434,512,504,428,-3,-9,-69,187.43,182.49,251.57,0.0
435,512,504,427,-3,-9,-69,187.43,182.49,251.57,0.0
436,512,504,427,-3,-9,-69,187.43,182.49,251.57,0.0
