Reading,xRead,yRead,zRead,xAng,yAng,zAng,x,y,z
1,515,511,628,0,-4,88,357.4,360,270
2,514,510,627,-1,-4,87,357.37,359.34,255.96
3,514,510,628,-1,-4,88,357.4,359.35,255.96
4,514,510,627,-1,-4,87,357.37,359.34,255.96
5,514,510,628,-1,-4,88,357.4,359.35,255.96
6,514,510,628,-1,-4,88,357.4,359.35,255.96
7,514,510,627,-1,-4,87,357.37,359.34,255.96
8,514,510,627,-1,-4,87,357.37,359.34,255.96
9,514,510,628,-1,-4,88,357.4,359.35,255.96
10,514,511,628,-1,-4,88,357.4,359.35,255.96
11,514,510,628,-1,-4,88,357.4,359.35,255.96
12,514,511,628,-1,-4,88,357.4,359.35,255.96
13,514,510,627,-1,-4,87,357.37,359.34,255.96
15,514,510,627,-1,-4,87,357.37,359.34,255.96
16,514,510,627,-1,-4,87,357.37,359.34,255.96
17,514,510,627,-1,-4,87,357.37,359.34,255.96
18,515,510,627,0,-4,87,357.37,360,270
19,514,510,628,-1,-4,88,357.4,359.35,255.96
20,514,510,628,-1,-4,88,357.4,359.35,255.96
21,514,510,627,-1,-4,87,357.37,359.34,255.96
22,514,510,628,-1,-4,88,357.4,359.35,255.96
23,514,510,628,-1,-4,88,357.4,359.35,255.96
24,515,510,627,0,-4,87,357.37,360,270
25,515,510,627,0,-4,87,357.37,360,270
26,514,510,627,-1,-4,87,357.37,359.34,255.96
27,514,510,628,-1,-4,88,357.4,359.35,255.96
28,514,510,627,-1,-4,87,357.37,359.34,255.96
29,515,510,627,0,-4,87,357.37,360,270
30,514,510,628,-1,-4,88,357.4,359.35,255.96
31,514,510,628,-1,-4,88,357.4,359.35,255.96
32,514,509,626,-1,-5,86,356.67,359.33,258.69
33,514,510,628,-1,-4,88,357.4,359.35,255.96
34,515,510,628,0,-4,88,357.4,360,270
35,514,510,628,-1,-4,88,357.4,359.35,255.96
36,515,510,627,0,-4,87,357.37,360,270
37,515,510,628,0,-4,88,357.4,360,270
38,514,510,628,-1,-4,88,357.4,359.35,255.96
39,515,511,627,0,-4,87,357.37,360,270
40,515,510,627,0,-4,87,357.37,360,270
41,514,510,628,-1,-4,88,357.4,359.35,255.96
42,515,510,627,0,-4,87,357.37,360,270
43,515,510,628,0,-4,88,357.4,360,270
44,515,510,627,0,-4,87,357.37,360,270
45,515,510,628,0,-4,88,357.4,360,270
46,514,510,628,-1,-4,88,357.4,359.35,255.96
47,515,510,627,0,-4,87,357.37,360,270
48,515,510,627,0,-4,87,357.37,360,270
49,514,510,627,-1,-4,87,357.37,359.34,255.96
50,515,510,627,0,-4,87,357.37,360,270
51,514,510,628,-1,-4,88,357.4,359.35,255.96
52,514,510,628,-1,-4,88,357.4,359.35,255.96
53,514,510,627,-1,-4,87,357.37,359.34,255.96
54,515,510,628,0,-4,88,357.4,360,270
55,515,510,628,0,-4,88,357.4,360,270
56,514,510,627,-1,-4,87,357.37,359.34,255.96
57,515,510,628,0,-4,88,357.4,360,270
58,514,510,627,-1,-4,87,357.37,359.34,255.96
59,514,510,628,-1,-4,88,357.4,359.35,255.96
60,515,510,627,0,-4,87,357.37,360,270
61,515,510,628,0,-4,88,357.4,360,270
62,514,510,627,-1,-4,87,357.37,359.34,255.96
63,514,510,627,-1,-4,87,357.37,359.34,255.96
64,515,510,628,0,-4,88,357.4,360,270
65,514,510,627,-1,-4,87,357.37,359.34,255.96
66,514,510,628,-1,-4,88,357.4,359.35,255.96
67,515,510,627,0,-4,87,357.37,360,270
68,514,510,628,-1,-4,88,357.4,359.35,255.96
69,514,510,628,-1,-4,88,357.4,359.35,255.96
70,514,510,628,-1,-4,88,357.4,359.35,255.96
71,514,510,627,-1,-4,87,357.37,359.34,255.96
72,514,511,628,-1,-4,88,357.4,359.35,255.96
73,514,510,627,-1,-4,87,357.37,359.34,255.96
74,514,510,627,-1,-4,87,357.37,359.34,255.96
75,514,510,627,-1,-4,87,357.37,359.34,255.96
76,515,510,627,0,-4,87,357.37,360,270
77,515,510,628,0,-4,88,357.4,360,270
78,514,510,627,-1,-4,87,357.37,359.34,255.96
79,515,510,627,0,-4,87,357.37,360,270
80,514,510,627,-1,-4,87,357.37,359.34,255.96
81,514,510,627,-1,-4,87,357.37,359.34,255.96
82,514,510,627,-1,-4,87,357.37,359.34,255.96
83,514,510,628,-1,-4,88,357.4,359.35,255.96
84,514,510,628,-1,-4,88,357.4,359.35,255.96
85,515,510,628,0,-4,88,357.4,360,270
86,515,511,627,0,-4,87,357.37,360,270
87,515,510,628,0,-4,88,357.4,360,270
88,514,510,627,-1,-4,87,357.37,359.34,255.96
89,514,510,627,-1,-4,87,357.37,359.34,255.96
90,515,510,627,0,-4,87,357.37,360,270
91,515,510,628,0,-4,88,357.4,360,270
92,515,510,627,0,-4,87,357.37,360,270
93,515,510,627,0,-4,87,357.37,360,270
94,514,510,627,-1,-4,87,357.37,359.34,255.96
95,514,511,627,-1,-4,87,357.37,359.34,255.96
96,515,510,627,0,-4,87,357.37,360,270
97,514,510,628,-1,-4,88,357.4,359.35,255.96
98,515,510,627,0,-4,87,357.37,360,270
99,514,510,628,-1,-4,88,357.4,359.35,255.96
100,514,510,628,-1,-4,88,357.4,359.35,255.96
101,515,510,628,0,-4,88,357.4,360,270
102,515,510,627,0,-4,87,357.37,360,270
103,514,510,628,-1,-4,88,357.4,359.35,255.96
104,514,510,627,-1,-4,87,357.37,359.34,255.96
105,514,510,627,-1,-4,87,357.37,359.34,255.96
106,514,510,627,-1,-4,87,357.37,359.34,255.96
107,514,510,627,-1,-4,87,357.37,359.34,255.96
108,514,510,627,-1,-4,87,357.37,359.34,255.96
109,514,510,628,-1,-4,88,357.4,359.35,255.96
110,514,510,627,-1,-4,87,357.37,359.34,255.96
111,515,511,627,0,-4,87,357.37,360,270
112,514,510,627,-1,-4,87,357.37,359.34,255.96
113,515,510,627,0,-4,87,357.37,360,270
114,515,510,628,0,-4,88,357.4,360,270
115,514,510,628,-1,-4,88,357.4,359.35,255.96
116,514,510,627,-1,-4,87,357.37,359.34,255.96
117,515,510,627,0,-4,87,357.37,360,270
118,515,510,628,0,-4,88,357.4,360,270
119,514,510,627,-1,-4,87,357.37,359.34,255.96
120,514,510,628,-1,-4,88,357.4,359.35,255.96
121,515,510,627,0,-4,87,357.37,360,270
122,514,510,627,-1,-4,87,357.37,359.34,255.96
123,514,510,627,-1,-4,87,357.37,359.34,255.96
124,514,510,627,-1,-4,87,357.37,359.34,255.96
125,515,510,627,0,-4,87,357.37,360,270
126,514,510,628,-1,-4,88,357.4,359.35,255.96
127,515,510,628,0,-4,88,357.4,360,270
128,515,510,628,0,-4,88,357.4,360,270
129,514,510,627,-1,-4,87,357.37,359.34,255.96
130,514,510,627,-1,-4,87,357.37,359.34,255.96
131,515,510,628,0,-4,88,357.4,360,270
132,514,510,627,-1,-4,87,357.37,359.34,255.96
133,514,510,627,-1,-4,87,357.37,359.34,255.96
134,515,510,628,0,-4,88,357.4,360,270
135,515,510,628,0,-4,88,357.4,360,270
136,515,510,628,0,-4,88,357.4,360,270
137,515,510,628,0,-4,88,357.4,360,270
138,515,510,627,0,-4,87,357.37,360,270
139,515,510,627,0,-4,87,357.37,360,270
140,514,510,627,-1,-4,87,357.37,359.34,255.96
141,515,510,627,0,-4,87,357.37,360,270
142,515,510,628,0,-4,88,357.4,360,270
143,514,510,628,-1,-4,88,357.4,359.35,255.96
144,514,511,627,-1,-4,87,357.37,359.34,255.96
145,514,510,627,-1,-4,87,357.37,359.34,255.96
146,515,511,628,0,-4,88,357.4,360,270
147,514,510,628,-1,-4,88,357.4,359.35,255.96
148,514,510,627,-1,-4,87,357.37,359.34,255.96
149,514,510,627,-1,-4,87,357.37,359.34,255.96
150,515,510,627,0,-4,87,357.37,360,270
151,515,510,628,0,-4,88,357.4,360,270
152,515,510,627,0,-4,87,357.37,360,270
153,514,510,628,-1,-4,88,357.4,359.35,255.96
154,515,510,627,0,-4,87,357.37,360,270
155,514,510,628,-1,-4,88,357.4,359.35,255.96
156,515,510,627,0,-4,87,357.37,360,270
157,514,510,627,-1,-4,87,357.37,359.34,255.96
158,515,510,627,0,-4,87,357.37,360,270
159,515,510,628,0,-4,88,357.4,360,270
160,515,510,628,0,-4,88,357.4,360,270
161,515,510,628,0,-4,88,357.4,360,270
162,514,510,627,-1,-4,87,357.37,359.34,255.96
163,514,510,627,-1,-4,87,357.37,359.34,255.96
164,515,510,628,0,-4,88,357.4,360,270
165,514,510,628,-1,-4,88,357.4,359.35,255.96
166,515,510,627,0,-4,87,357.37,360,270
167,514,510,628,-1,-4,88,357.4,359.35,255.96
168,515,510,628,0,-4,88,357.4,360,270
169,515,511,627,0,-4,87,357.37,360,270
170,515,510,627,0,-4,87,357.37,360,270
171,514,510,627,-1,-4,87,357.37,359.34,255.96
172,515,510,627,0,-4,87,357.37,360,270
173,515,510,628,0,-4,88,357.4,360,270
174,515,510,627,0,-4,87,357.37,360,270
175,515,511,627,0,-4,87,357.37,360,270
176,514,510,627,-1,-4,87,357.37,359.34,255.96
177,515,510,627,0,-4,87,357.37,360,270
178,515,510,627,0,-4,87,357.37,360,270
179,514,510,628,-1,-4,88,357.4,359.35,255.96
180,515,510,627,0,-4,87,357.37,360,270
181,515,510,628,0,-4,88,357.4,360,270
182,515,510,627,0,-4,87,357.37,360,270
183,514,510,628,-1,-4,88,357.4,359.35,255.96
184,515,510,628,0,-4,88,357.4,360,270
185,514,510,627,-1,-4,87,357.37,359.34,255.96
186,514,510,627,-1,-4,87,357.37,359.34,255.96
187,515,510,628,0,-4,88,357.4,360,270
188,514,510,627,-1,-4,87,357.37,359.34,255.96
189,514,510,627,-1,-4,87,357.37,359.34,255.96
190,515,510,627,0,-4,87,357.37,360,270
191,515,510,627,0,-4,87,357.37,360,270
192,515,510,627,0,-4,87,357.37,360,270
193,515,510,628,0,-4,88,357.4,360,270
194,514,510,627,-1,-4,87,357.37,359.34,255.96
195,515,510,627,0,-4,87,357.37,360,270
196,515,510,627,0,-4,87,357.37,360,270
197,514,510,627,-1,-4,87,357.37,359.34,255.96
198,515,510,628,0,-4,88,357.4,360,270
199,515,510,628,0,-4,88,357.4,360,270
200,515,510,627,0,-4,87,357.37,360,270
201,515,510,628,0,-4,88,357.4,360,270
202,515,510,627,0,-4,87,357.37,360,270
203,515,510,627,0,-4,87,357.37,360,270
204,515,510,628,0,-4,88,357.4,360,270
205,515,510,627,0,-4,87,357.37,360,270
206,515,510,628,0,-4,88,357.4,360,270
207,515,510,627,0,-4,87,357.37,360,270
208,515,510,627,0,-4,87,357.37,360,270
209,514,510,627,-1,-4,87,357.37,359.34,255.96
210,515,510,627,0,-4,87,357.37,360,270
211,515,510,627,,-4,87,357.37,360,270
212,515,510,627,0,-4,87,357.37,360,270
213,514,510,628,-1,-4,88,357.4,359.35,255.96
214,514,511,627,-1,-4,87,357.37,359.34,255.96
215,514,510,627,-1,-4,87,357.37,359.34,255.96
216,514,510,627,-1,-4,87,357.37,359.34,255.96
217,514,510,628,-1,-4,88,357.4,359.35,255.96
218,514,510,627,-1,-4,87,357.37,359.34,255.96
219,515,510,628,0,-4,88,357.4,360,270
220,514,510,628,-1,-4,88,357.4,359.35,255.96
221,514,510,628,-1,-4,88,357.4,359.35,255.96
222,514,510,627,-1,-4,87,357.37,359.34,255.96
223,514,510,628,-1,-4,88,357.4,359.35,255.96
224,514,510,628,-1,-4,88,357.4,359.35,255.96
225,515,511,627,0,-4,87,357.37,360,270
226,515,510,628,0,-4,88,357.4,360,270
227,514,510,627,-1,-4,87,357.37,359.34,255.96
228,515,510,627,0,-4,87,357.37,360,270
229,515,510,628,0,-4,88,357.4,360,270
230,514,510,627,-1,-4,87,357.37,359.34,255.96
231,515,510,627,0,-4,87,357.37,360,270
232,515,510,628,0,-4,88,357.4,360,270
233,515,510,627,0,-4,87,357.37,360,270
234,515,510,628,0,-4,88,357.4,360,270
235,515,510,628,0,-4,88,357.4,360,270
236,515,510,628,0,-4,88,357.4,360,270
237,514,510,627,-1,-4,87,357.37,359.34,255.96
238,515,510,627,0,-4,87,357.37,360,270
239,515,510,627,0,-4,87,357.37,360,270
240,514,510,627,-1,-4,87,357.37,359.34,255.96
241,514,510,627,-1,-4,87,357.37,359.34,255.96
242,514,510,627,-1,-4,87,357.37,359.34,255.96
243,515,510,628,0,-4,88,357.4,360,270
244,514,510,627,-1,-4,87,357.37,359.34,255.96
245,515,510,627,0,-4,87,357.37,360,270
246,515,510,628,0,-4,88,357.4,360,270
247,514,510,627,-1,-4,87,357.37,359.34,255.96
248,515,510,627,0,-4,87,357.37,360,270
249,515,510,628,0,-4,88,357.4,360,270
250,515,510,627,0,-4,87,357.37,360,270
251,515,510,628,0,-4,88,357.4,360,270
252,514,510,627,-1,-4,87,357.37,359.34,255.96
253,514,510,627,-1,-4,87,357.37,359.34,255.96
254,514,511,627,-1,-4,87,357.37,359.34,255.96
255,514,511,627,-1,-4,87,357.37,359.34,255.96
256,514,510,627,-1,-4,87,357.37,359.34,255.96
257,514,510,628,-1,-4,88,357.4,359.35,255.96
258,514,510,627,-1,-4,87,357.37,359.34,255.96
259,514,511,627,-1,-4,87,357.37,359.34,255.96
260,514,510,628,-1,-4,88,357.4,359.35,255.96
261,515,510,628,0,-4,88,357.4,360,270
262,515,510,627,0,-4,87,357.37,360,270
263,515,510,628,0,-4,88,357.4,360,270
264,514,510,627,-1,-4,87,357.37,359.34,255.96
265,515,510,627,0,-4,87,357.37,360,270
266,515,510,627,0,-4,87,357.37,360,270
267,514,510,627,-1,-4,87,357.37,359.34,255.96
268,515,510,628,0,-4,88,357.4,360,270
269,515,510,628,0,-4,88,357.4,360,270
270,515,510,627,0,-4,87,357.37,360,270
271,515,510,628,0,-4,88,357.4,360,270
272,514,510,628,-1,-4,88,357.4,359.35,255.96
273,515,510,627,0,-4,87,357.37,360,270
274,515,510,628,0,-4,88,357.4,360,270
275,514,510,627,-1,-4,87,357.37,359.34,255.96
276,515,510,628,0,-4,88,357.4,360,270
277,515,510,628,0,-4,88,357.4,360,270
278,514,510,627,-1,-4,87,357.37,359.34,255.96
279,514,510,627,-1,-4,87,357.37,359.34,255.96
280,514,510,628,-1,-4,88,357.4,359.35,255.96
281,514,510,628,-1,-4,88,357.4,359.35,255.96
282,514,510,628,-1,-4,88,357.4,359.35,255.96
283,514,510,627,-1,-4,87,357.37,359.34,255.96
284,515,510,628,0,-4,88,357.4,360,270
285,515,511,627,0,-4,87,357.37,360,270
286,515,511,627,0,-4,87,357.37,360,270
287,515,510,628,0,-4,88,357.4,360,270
288,514,510,628,-1,-4,88,357.4,359.35,255.96
289,515,510,628,0,-4,88,357.4,360,270
290,515,510,628,0,-4,88,357.4,360,270
291,514,510,627,-1,-4,87,357.37,359.34,255.96
292,515,510,628,0,-4,88,357.4,360,270
293,515,511,628,0,-4,88,357.4,360,270
294,515,510,627,0,-4,87,357.37,360,270
295,515,510,627,0,-4,87,357.37,360,270
296,515,510,628,0,-4,88,357.4,360,270
297,514,510,627,-1,-4,87,357.37,359.34,255.96
298,515,510,628,0,-4,88,357.4,360,270
299,515,510,627,0,-4,87,357.37,360,270
300,514,510,627,-1,-4,87,357.37,359.34,255.96
301,515,510,627,0,-4,87,357.37,360,270
302,514,510,627,-1,-4,87,357.37,359.34,255.96
303,515,510,627,0,-4,87,357.37,360,270
304,515,510,628,0,-4,88,357.4,360,270
305,515,510,627,0,-4,87,357.37,360,270
306,515,510,628,0,-4,88,357.4,360,270
307,515,510,628,0,-4,88,357.4,360,270
308,514,510,628,-1,-4,88,357.4,359.35,255.96
309,515,510,628,0,-4,88,357.4,360,270
310,514,510,627,-1,-4,87,357.37,359.34,255.96
311,515,510,627,0,-4,87,357.37,360,270
312,515,511,628,0,-4,88,357.4,360,270
313,515,510,627,0,-4,87,357.37,360,270
314,515,510,627,0,-4,87,357.37,360,270
315,514,510,627,-1,-4,87,357.37,359.34,255.96
316,515,510,627,0,-4,87,357.37,360,270
317,514,510,628,-1,-4,88,357.4,359.35,255.96
318,515,510,627,0,-4,87,357.37,360,270
319,515,510,628,0,-4,88,357.4,360,270
320,515,511,628,0,-4,88,357.4,360,270
321,515,510,627,0,-4,87,357.37,360,270
322,514,510,627,-1,-4,87,357.37,359.34,255.96
323,515,510,628,0,-4,88,357.4,360,270
324,515,510,627,0,-4,87,357.37,360,270
325,515,510,627,0,-4,87,357.37,360,270
326,515,510,627,0,-4,87,357.37,360,270
327,514,510,628,-1,-4,88,357.4,359.35,255.96
328,515,510,627,0,-4,87,357.37,360,270
329,514,510,627,-1,-4,87,357.37,359.34,255.96
330,514,510,627,-1,-4,87,357.37,359.34,255.96
331,514,510,628,-1,-4,88,357.4,359.35,255.96
332,514,510,628,-1,-4,88,357.4,359.35,255.96
333,514,510,628,-1,-4,88,357.4,359.35,255.96
334,514,510,627,-1,-4,87,357.37,359.34,255.96
335,515,510,627,0,-4,87,357.37,360,270
336,515,510,628,0,-4,88,357.4,360,270
337,515,510,627,0,-4,87,357.37,360,270
338,515,510,628,0,-4,88,357.4,360,270
339,515,510,628,0,-4,88,357.4,360,270
340,515,510,628,0,-4,88,357.4,360,270
341,514,510,628,-1,-4,88,357.4,359.35,255.96
342,514,510,627,-1,-4,87,357.37,359.34,255.96
343,515,510,627,0,-4,87,357.37,360,270
344,515,510,627,0,-4,87,357.37,360,270
345,515,510,627,0,-4,87,357.37,360,270
346,515,510,628,0,-4,88,357.4,360,270
347,515,510,627,0,-4,87,357.37,360,270
348,515,510,628,0,-4,88,357.4,360,270
349,514,511,628,-1,-4,88,357.4,359.35,255.96
350,515,510,628,0,-4,88,357.4,360,270
351,515,510,628,0,-4,88,357.4,360,270
352,514,510,628,-1,-4,88,357.4,359.35,255.96
353,515,510,627,0,-4,87,357.37,360,270
354,514,511,628,-1,-4,88,357.4,359.35,255.96
355,515,510,627,0,-4,87,357.37,360,270
356,515,510,627,0,-4,87,357.37,360,270
357,514,510,627,-1,-4,87,357.37,359.34,255.96
358,515,510,627,0,-4,87,357.37,360,270
359,515,510,627,0,-4,87,357.37,360,270
360,515,510,628,0,-4,88,357.4,360,270
361,515,510,627,0,-4,87,357.37,360,270
362,514,510,628,-1,-4,88,357.4,359.35,255.96
363,515,510,627,0,-4,87,357.37,360,270
364,515,510,627,0,-4,87,357.37,360,270
365,515,510,628,0,-4,88,357.4,360,270
366,514,510,627,-1,-4,87,357.37,359.34,255.96
367,515,510,627,0,-4,87,357.37,360,270
368,515,510,628,0,-4,88,357.4,360,270
369,515,510,627,0,-4,87,357.37,360,270
370,515,510,628,0,-4,88,357.4,360,270
371,514,510,628,-1,-4,88,357.4,359.35,255.96
372,514,510,627,-1,-4,87,357.37,359.34,255.96
373,515,510,627,0,-4,87,357.37,360,270
374,515,510,628,0,-4,88,357.4,360,270
375,515,510,627,0,-4,87,357.37,360,270
376,515,510,627,0,-4,87,357.37,360,270
377,515,510,628,0,-4,88,357.4,360,270
378,515,510,628,0,-4,88,357.4,360,270
379,514,510,628,-1,-4,88,357.4,359.35,255.96
380,515,510,627,0,-4,87,357.37,360,270
381,515,510,628,0,-4,88,357.4,360,270
382,514,510,628,-1,-4,88,357.4,359.35,255.96
383,515,510,627,0,-4,87,357.37,360,270
384,515,511,628,0,-4,88,357.4,360,270
385,514,510,628,-1,-4,88,357.4,359.35,255.96
386,514,510,627,-1,-4,87,357.37,359.34,255.96
387,514,510,628,-1,-4,88,357.4,359.35,255.96
388,515,510,628,0,-4,88,357.4,360,270
389,514,510,628,-1,-4,88,357.4,359.35,255.96
390,515,510,628,0,-4,88,357.4,360,270
391,514,510,628,-1,-4,88,357.4,359.35,255.96
392,514,510,628,-1,-4,88,357.4,359.35,255.96
393,515,510,628,0,-4,88,357.4,360,270
394,515,510,628,0,-4,88,357.4,360,270
395,514,510,628,-1,-4,88,357.4,359.35,255.96
396,515,510,627,0,-4,87,357.37,360,270
397,514,510,627,-1,-4,87,357.37,359.34,255.96
398,515,510,628,0,-4,88,357.4,360,270
399,515,510,627,0,-4,87,357.37,360,270
400,515,510,628,0,-4,88,357.4,360,270
401,514,510,628,-1,-4,88,357.4,359.35,255.96
402,515,510,627,0,-4,87,357.37,360,270
403,515,510,628,0,-4,88,357.4,360,270
404,515,510,627,0,-4,87,357.37,360,270
405,515,510,628,0,-4,88,357.4,360,270
406,514,510,628,-1,-4,88,357.4,359.35,255.96
407,514,510,627,-1,-4,87,357.37,359.34,255.96
408,515,510,627,0,-4,87,357.37,360,270
409,515,510,627,0,-4,87,357.37,360,270
410,515,510,627,0,-4,87,357.37,360,270
411,515,510,628,0,-4,88,357.4,360,270
412,515,510,628,0,-4,88,357.4,360,270
413,515,510,628,0,-4,88,357.4,360,270
414,514,510,628,-1,-4,88,357.4,359.35,255.96
415,514,510,627,-1,-4,87,357.37,359.34,255.96
416,515,510,628,0,-4,88,357.4,360,270
417,515,510,627,0,-4,87,357.37,360,270
418,514,510,627,-1,-4,87,357.37,359.34,255.96
419,515,510,627,0,-4,87,357.37,360,270
420,514,511,627,-1,-4,87,357.37,359.34,255.96
421,514,510,627,-1,-4,87,357.37,359.34,255.96
422,514,510,627,-1,-4,87,357.37,359.34,255.96
423,515,510,627,0,-4,87,357.37,360,270
424,515,510,627,0,-4,87,357.37,360,270
425,515,510,627,0,-4,87,357.37,360,270
426,515,510,627,0,-4,87,357.37,360,270
427,514,510,627,-1,-4,87,357.37,359.34,255.96
428,515,510,627,0,-4,87,357.37,360,270
429,515,510,628,0,-4,88,357.4,360,270
430,515,511,627,0,-4,87,357.37,360,270
431,515,510,627,0,-4,87,357.37,360,270
432,514,510,627,-1,-4,87,357.37,359.34,255.96
433,515,510,627,0,-4,87,357.37,360,270
434,515,510,627,0,-4,87,357.37,360,270
435,515,510,627,0,-4,87,357.37,360,270
436,515,510,627,0,-4,87,357.37,360,270
437,514,510,627,-1,-4,87,357.37,359.34,255.96
438,514,510,627,-1,-4,87,357.37,359.34,255.96
439,514,510,627,-1,-4,87,357.37,359.34,255.96
440,515,510,628,0,-4,88,357.4,360,270
441,514,510,628,-1,-4,88,357.4,359.35,255.96
442,515,511,627,0,-4,87,357.37,360,270
443,514,510,628,-1,-4,88,357.4,359.35,255.96
444,515,510,627,0,-4,87,357.37,360,270
445,515,510,627,0,-4,87,357.37,360,270
446,514,511,627,-1,-4,87,357.37,359.34,255.96
447,514,511,628,-1,-4,88,357.4,359.35,255.96
448,515,510,628,0,-4,88,357.4,360,270
449,515,510,628,0,-4,88,357.4,360,270
450,514,510,628,-1,-4,88,357.4,359.35,255.96
451,514,510,627,-1,-4,87,357.37,359.34,255.96
452,514,510,628,-1,-4,88,357.4,359.35,255.96
453,514,510,628,-1,-4,88,357.4,359.35,255.96
454,514,510,628,-1,-4,88,357.4,359.35,255.96
455,514,510,628,-1,-4,88,357.4,359.35,255.96
456,514,510,627,-1,-4,87,357.37,359.34,255.96
457,514,510,627,-1,-4,87,357.37,359.34,255.96
458,515,510,628,0,-4,88,357.4,360,270
459,515,510,627,0,-4,87,357.37,360,270
460,515,510,628,0,-4,88,357.4,360,270
461,514,510,628,-1,-4,88,357.4,359.35,255.96
462,514,510,627,-1,-4,87,357.37,359.34,255.96
463,515,510,627,0,-4,87,357.37,360,270
464,515,510,627,0,-4,87,357.37,360,270
465,515,510,627,0,-4,87,357.37,360,270
466,514,510,627,-1,-4,87,357.37,359.34,255.96
467,515,510,627,0,-4,87,357.37,360,270
468,514,510,627,-1,-4,87,357.37,359.34,255.96
469,514,510,627,-1,-4,87,357.37,359.34,255.96
470,515,510,627,0,-4,87,357.37,360,270
471,514,510,627,-1,-4,87,357.37,359.34,255.96
472,515,510,627,0,-4,87,357.37,360,270
473,515,510,628,0,-4,88,357.4,360,270
474,514,510,627,-1,-4,87,357.37,359.34,255.96
475,515,510,627,0,-4,87,357.37,360,270
476,514,510,628,-1,-4,88,357.4,359.35,255.96
477,514,510,628,-1,-4,88,357.4,359.35,255.96
478,514,510,627,-1,-4,87,357.37,359.34,255.96
479,514,510,627,-1,-4,87,357.37,359.34,255.96
480,514,510,628,-1,-4,88,357.4,359.35,255.96
481,514,511,627,-1,-4,87,357.37,359.34,255.96
482,514,510,628,-1,-4,88,357.4,359.35,255.96
483,514,510,627,-1,-4,87,357.37,359.34,255.96
484,515,510,627,0,-4,87,357.37,360,270
485,515,510,628,0,-4,88,357.4,360,270
486,514,510,628,-1,-4,88,357.4,359.35,255.96
487,514,510,627,-1,-4,87,357.37,359.34,255.96
488,515,510,628,0,-4,88,357.4,360,270
489,514,510,628,-1,-4,88,357.4,359.35,255.96
490,514,510,627,-1,-4,87,357.37,359.34,255.96
491,515,511,627,0,-4,87,357.37,360,270
492,515,510,628,0,-4,88,357.4,360,270
493,515,511,627,0,-4,87,357.37,360,270
494,515,510,628,0,-4,88,357.4,360,270
495,514,510,628,-1,-4,88,357.4,359.35,255.96
496,514,510,628,-1,-4,88,357.4,359.35,255.96
497,515,510,628,0,-4,88,357.4,360,270
498,514,510,628,-1,-4,88,357.4,359.35,255.96
499,515,510,627,0,-4,87,357.37,360,270
500,515,510,628,0,-4,88,357.4,360,270
501,514,510,627,-1,-4,87,357.37,359.34,255.96
502,514,510,627,-1,-4,87,357.37,359.34,255.96
503,515,510,627,0,-4,87,357.37,360,270
504,515,510,627,0,-4,87,357.37,360,270
505,514,511,627,-1,-4,87,357.37,359.34,255.96
506,515,510,628,0,-4,88,357.4,360,270
507,515,510,628,0,-4,88,357.4,360,270
508,515,510,627,0,-4,87,357.37,360,270
509,515,510,628,0,-4,88,357.4,360,270
510,514,510,627,-1,-4,87,357.37,359.34,255.96
511,515,510,628,0,-4,88,357.4,360,270
512,515,510,628,0,-4,88,357.4,360,270
513,515,510,628,0,-4,88,357.4,360,270
514,515,511,627,0,-4,87,357.37,360,270
515,514,510,627,-1,-4,87,357.37,359.34,255.96
516,514,510,627,-1,-4,87,357.37,359.34,255.96
517,515,510,627,0,-4,87,357.37,360,270
518,514,510,628,-1,-4,88,357.4,359.35,255.96
519,515,510,628,0,-4,88,357.4,360,270
520,515,510,628,0,-4,88,357.4,360,270
521,515,510,628,0,-4,88,357.4,360,270
522,515,510,627,0,-4,87,357.37,360,270
523,515,510,628,0,-4,88,357.4,360,270
524,514,511,627,-1,-4,87,357.37,359.34,255.96
525,515,510,627,0,-4,87,357.37,360,270
526,515,510,628,0,-4,88,357.4,360,270
527,515,510,627,0,-4,87,357.37,360,270
528,515,510,627,0,-4,87,357.37,360,270
529,514,510,627,-1,-4,87,357.37,359.34,255.96
530,515,510,627,0,-4,87,357.37,360,270
531,514,510,628,-1,-4,88,357.4,359.35,255.96
532,514,510,627,-1,-4,87,357.37,359.34,255.96
533,514,510,627,-1,-4,87,357.37,359.34,255.96
534,515,510,627,0,-4,87,357.37,360,270
535,515,510,627,0,-4,87,357.37,360,270
536,514,510,628,-1,-4,88,357.4,359.35,255.96
537,514,510,628,-1,-4,88,357.4,359.35,255.96
538,514,510,628,-1,-4,88,357.4,359.35,255.96
539,515,510,628,0,-4,88,357.4,360,270
540,514,510,628,-1,-4,88,357.4,359.35,255.96
541,515,510,627,0,-4,87,357.37,360,270
542,514,510,627,-1,-4,87,357.37,359.34,255.96
543,514,510,627,-1,-4,87,357.37,359.34,255.96
544,514,510,627,-1,-4,87,357.37,359.34,255.96
545,514,510,627,-1,-4,87,357.37,359.34,255.96
546,515,511,628,0,-4,88,357.4,360,270
547,515,510,627,0,-4,87,357.37,360,270
548,515,511,628,0,-4,88,357.4,360,270
549,515,510,627,0,-4,87,357.37,360,270
550,515,510,628,0,-4,88,357.4,360,270
551,515,510,628,0,-4,88,357.4,360,270
552,515,510,627,0,-4,87,357.37,360,270
553,515,510,628,0,-4,88,357.4,360,270
