Participant,Ticks,Device,Method,Size,Trial,Capture,TimeMillis,Offset,Angle,CaptureRatio,MissRatio
P11,635146000906019399,Normal,Clipped,ThreeQuarters,0,2,10935.6255,.5595,2.1598,1.9094,0
P11,635146001102300626,Normal,Clipped,ThreeQuarters,1,0,18437.0546,.3281,1.4955,1.8138,0
P11,635146001183575274,Normal,Clipped,ThreeQuarters,1,1,7179.4106,.221,.916,1.5224,0
P11,635146001248779004,Normal,Clipped,ThreeQuarters,1,2,5643.3228,.3316,1.4698,1.565,0
P11,635146001323013250,Normal,Clipped,ThreeQuarters,2,0,6563.3754,.2652,1.5189,1.65,0
P11,635146001389457050,Normal,Clipped,ThreeQuarters,2,1,5851.3347,.2605,2.6818,1.7289,0
P11,635146001541415742,Normal,Clipped,ThreeQuarters,2,2,14287.8173,.1953,1.1308,1.4472,0
P11,635146001738617021,Normal,Clipped,Half,0,0,17976.0282,.1884,2.1355,2.0266,0
P11,635146001831012306,Normal,Clipped,Half,0,1,8011.4583,.6774,1.3396,2.3287,0
P11,635146002084086781,Normal,Clipped,Half,0,2,24447.3984,.3169,.7956,1.4804,0
P11,635146002239535672,Normal,Clipped,Half,1,0,14356.8212,9.21,2.4127,1.9744,0
P11,635146002407405273,Normal,Clipped,Half,1,1,15446.8835,4.25,4.351,1.7978,0
P11,635146002515811474,Normal,Clipped,Half,1,2,5620.3215,4.73,1.0818,1.8125,0
P11,635146002660329740,Normal,Clipped,Half,2,0,13407.7669,9.66,.1055,1.6762,0
P11,635146002799567704,Normal,Clipped,Half,2,1,12635.7227,9.13,3.1884,1.5885,0
P11,635146002888392784,Normal,Clipped,Half,2,2,7776.4448,.1595,1.7444,1.8008,0
P1,635134639606800791,Normal,Normal,Half,0,0,25916.482,.0649,2.332,0,0
P1,635134639885706744,Normal,Normal,Half,0,1,11891.6802,.2296,.1014,0,0
P1,635134640244507266,Normal,Normal,Half,0,2,19208.0987,.055,1.2241,0,0
P1,635134640464509849,Normal,Normal,Half,1,0,13038.7458,.0967,.4529,0,0
P1,635134640773267509,Normal,Normal,Half,1,1,23547.3468,.3234,1.9368,0,0
P1,635134641013501250,Normal,Normal,Half,1,2,16962.9703,.0479,.4939,0,0
P1,635134641306858029,Normal,Normal,Half,2,0,22847.3068,.0464,.7803,0,0
P1,635134641533661001,Normal,Normal,Half,2,1,17406.9956,.0131,1.6847,0,0
P1,635134641813296995,Normal,Normal,Half,2,2,13575.7764,.059,1.3322,0,0
P1,635134642157136662,Normal,Normal,ThreeQuarters,0,0,19284.103,.1297,.2039,0,0
P1,635134642459573960,Normal,Normal,ThreeQuarters,0,1,20271.1594,0,1.0464,0,0
P1,635134642653635060,Normal,Normal,ThreeQuarters,0,2,10394.5945,.1423,2.3003,0,0
P1,635134642891688676,Normal,Normal,ThreeQuarters,1,0,14391.8232,.0685,2.411,0,0
P1,635134643105010877,Normal,Normal,ThreeQuarters,1,1,12523.7163,.0563,.5826,0,0
P1,635134643423009066,Normal,Normal,ThreeQuarters,1,2,24031.3745,.1979,.9392,0,0
P1,635134643676883586,Normal,Normal,ThreeQuarters,2,0,16003.9153,0,2.6838,0,0
P1,635134643917717361,Normal,Normal,ThreeQuarters,2,1,17126.9796,.0487,2.4332,0,0
P1,635134644165761549,Normal,Normal,ThreeQuarters,2,2,16339.9346,.1599,1.8856,0,0
P1,635134738668541327,Normal,Normal,Quarter,0,0,14483.8284,.0785,.3673,0,0
P1,635134738840411158,Normal,Normal,Quarter,0,1,11662.6671,.101,.3794,0,0
P1,635134738971888678,Normal,Normal,Quarter,0,2,8795.5031,.1226,.769,0,0
P1,635134739196411520,Normal,Normal,Quarter,1,0,17871.0222,.1955,0,0,0
P1,635134739948874558,Normal,Normal,Quarter,1,1,9918.5673,.0913,0,0,0
P1,635134740141685586,Normal,Normal,Quarter,1,2,12659.7241,.0682,0,0,0
P1,635134740289814059,Normal,Normal,Quarter,2,0,10692.6116,.0765,.3924,0,0
P1,635134740468964305,Normal,Normal,Quarter,2,1,13679.7824,.0985,.7957,0,0
P1,635134740633083693,Normal,Normal,Quarter,2,2,12499.715,.1147,.9914,0,0
P2,635135607167902621,Normal,Normal,Half,0,0,12766.7303,.1035,.4357,0,0
P2,635135607403976123,Normal,Normal,Half,0,1,17074.9766,.113,.1785,0,0
P2,635135607694932765,Normal,Normal,Half,0,2,23223.3283,.2553,.6228,0,0
P2,635135607841531150,Normal,Normal,Half,1,0,10891.623,.0838,1.1829,0,0
P2,635135607994809917,Normal,Normal,Half,1,1,10347.5919,.0492,1.21,0,0
P2,635135608158529281,Normal,Normal,Half,1,2,13742.786,.0292,.2544,0,0
P2,635135608255974855,Normal,Normal,Half,2,0,6804.3892,.0496,.1813,0,0
P2,635135608416334027,Normal,Normal,Half,2,1,7052.4034,.0692,.168,0,0
P2,635135608528730455,Normal,Normal,Half,2,2,7895.4516,.0141,.191,0,0
P2,635135608786805216,Normal,Normal,ThreeQuarters,0,0,15462.8844,.0979,.5085,0,0
P2,635135608913692474,Normal,Normal,ThreeQuarters,0,1,7642.4371,.0493,1.3532,0,0
P2,635135609072531559,Normal,Normal,ThreeQuarters,0,2,10899.6234,.0981,.7721,0,0
P2,635135609268282755,Normal,Normal,ThreeQuarters,1,0,15621.8935,.0816,.1623,0,0
P2,635135609419541407,Normal,Normal,ThreeQuarters,1,1,10637.6084,.0317,.7935,0,0
P2,635135609531527812,Normal,Normal,ThreeQuarters,1,2,8124.4647,.0205,1.2766,0,0
P2,635135609658165055,Normal,Normal,ThreeQuarters,2,0,7063.404,.1137,1.8262,0,0
P2,635135609815164035,Normal,Normal,ThreeQuarters,2,1,6830.3907,.0919,.3782,0,0
P2,635135609907759331,Normal,Normal,ThreeQuarters,2,2,6159.3523,.0975,.5768,0,0
P2,635135610166594136,Normal,Normal,Quarter,0,0,15922.9108,.1012,.2894,0,0
P2,635135610305682091,Normal,Normal,Quarter,0,1,8616.4928,.0599,0,0,0
P2,635135610432999373,Normal,Normal,Quarter,0,2,9479.5422,.0461,.4775,0,0
P2,635135610623550272,Normal,Normal,Quarter,1,0,15590.8917,.1308,.5846,0,0
P2,635135610780629257,Normal,Normal,Quarter,1,1,11390.6515,.0376,.2599,0,0
P2,635135610936878194,Normal,Normal,Quarter,1,2,8396.4803,.0447,1.4441,0,0
P2,635135611126149019,Normal,Normal,Quarter,2,0,14642.8375,.0682,.8488,0,0
P2,635135611307909415,Normal,Normal,Quarter,2,1,13671.7819,.1161,1.466,0,0
P2,635135611447877421,Normal,Normal,Quarter,2,2,8860.5068,.0542,.924,0,0
P3,635135706643802411,Normal,Normal,ThreeQuarters,0,0,7690.4399,.0447,.787,0,0
P3,635135706751958597,Normal,Normal,ThreeQuarters,0,1,6835.391,.1442,.7489,0,0
P3,635135706847564065,Normal,Normal,ThreeQuarters,0,2,5288.3025,.1299,.3673,0,0
P3,635135706944739623,Normal,Normal,ThreeQuarters,1,0,5921.3387,.0855,2.2531,0,0
P3,635135707028884436,Normal,Normal,ThreeQuarters,1,1,4912.281,.0382,1.1864,0,0
P3,635135707143480991,Normal,Normal,ThreeQuarters,1,2,7355.4207,.0462,1.4688,0,0
P3,635135707229195893,Normal,Normal,ThreeQuarters,2,0,5035.288,.1695,1.3599,0,0
P3,635135707311840620,Normal,Normal,ThreeQuarters,2,1,4744.2713,.0559,1.757,0,0
P3,635135707456238879,Normal,Normal,ThreeQuarters,2,2,5407.3093,.093,1.4688,0,0
P3,635135710219116907,Normal,Normal,Half,0,0,6879.3935,.1637,0,0,0
P3,635135710348054282,Normal,Normal,Half,0,1,7435.4253,.1501,.4658,0,0
P3,635135710427738839,Normal,Normal,Half,0,2,4900.2802,.1159,.4244,0,0
P3,635135710549495803,Normal,Normal,Half,1,0,8068.4614,.265,.2418,0,0
P3,635135710651691649,Normal,Normal,Half,1,1,4690.2683,.1198,2.2906,0,0
P3,635135710734936410,Normal,Normal,Half,1,2,5336.3052,.0936,.2114,0,0
P3,635135710844572681,Normal,Normal,Half,2,0,7239.4141,.0428,0,0,0
P3,635135710952888876,Normal,Normal,Half,2,1,6955.3978,.032,1.7357,0,0
P3,635135711073935800,Normal,Normal,Half,2,2,8244.4716,.1154,1.164,0,0
P3,635135712984755092,Normal,Normal,Quarter,0,0,6667.3813,.1373,1.4411,0,0
P3,635135713107472111,Normal,Normal,Quarter,0,1,9146.5231,.1334,1.116,0,0
P3,635135713229839110,Normal,Normal,Quarter,0,2,6640.3798,.0796,1.34,0,0
P3,635135713325384575,Normal,Normal,Quarter,1,0,5782.3307,.056,.339,0,0
P3,635135713420510016,Normal,Normal,Quarter,1,1,5571.3187,.0613,1.4764,0,0
P3,635135713524555967,Normal,Normal,Quarter,1,2,7015.4012,.1014,.3013,0,0
P3,635135713620831474,Normal,Normal,Quarter,2,0,6823.3903,.1121,.4182,0,0
P3,635135713729307678,Normal,Normal,Quarter,2,1,7411.4239,.0309,1.6366,0,0
P3,635135713838433920,Normal,Normal,Quarter,2,2,8298.4746,.0929,.2491,0,0
P4,635138259450482037,Normal,Normal,ThreeQuarters,0,0,6515.3727,8.3799,.186,0,0
P4,635138259612801321,Normal,Normal,ThreeQuarters,0,1,10275.5878,9.52,1.428,0,0
P4,635138259987402747,Normal,Normal,ThreeQuarters,0,2,8346.4774,.1716,2.0718,0,0
P4,635138260067277315,Normal,Normal,ThreeQuarters,1,0,5396.3086,.642,3.1701,0,0
P4,635138260150182057,Normal,Normal,ThreeQuarters,1,1,4930.282,.11,.3174,0,0
P4,635138260224606314,Normal,Normal,ThreeQuarters,1,2,5560.318,.2136,.907,0,0
P4,635138260278959423,Normal,Normal,ThreeQuarters,2,0,3435.1965,.256,2.6223,0,0
P4,635138260362574205,Normal,Normal,ThreeQuarters,2,1,6249.3574,.1716,1.0178,0,0
P4,635138260497111900,Normal,Normal,ThreeQuarters,2,2,11102.635,9.4799,3.7768,0,0
P4,635138262712898636,Normal,Normal,Half,0,0,10015.5728,0,1.206,0,0
P4,635138262806934015,Normal,Normal,Half,0,1,6259.358,3.0499,2.786,0,0
P4,635138262898379245,Normal,Normal,Half,0,2,5607.3207,.1464,2.3319,0,0
P4,635138262999655038,Normal,Normal,Half,1,0,7231.4136,.1222,1.0911,0,0
P4,635138263070979117,Normal,Normal,Half,1,1,4843.277,6.74,.4834,0,0
P4,635138263174945064,Normal,Normal,Half,1,2,5552.3176,.1052,2.9767,0,0
P4,635138263251099420,Normal,Normal,Half,2,0,5620.3215,.2429,3.145,0,0
P4,635138263350415100,Normal,Normal,Half,2,1,7718.4415,9.66,.7314,0,0
P4,635138263438130117,Normal,Normal,Half,2,2,6475.3704,.1562,2.3504,0,0
P4,635138265552161033,Normal,Normal,Quarter,0,1,5152.2947,.122,2.3694,0,0
P4,635138265652796789,Normal,Normal,Quarter,0,2,7895.4516,.1762,1.1088,0,0
P4,635138265754402600,Normal,Normal,Quarter,1,0,6872.393,7.0099,1.4202,0,0
P4,635138265853758283,Normal,Normal,Quarter,1,1,6420.3672,5.2999,1.9885,0,0
P4,635138265937273060,Normal,Normal,Quarter,1,2,6243.3571,7.5499,.7773,0,0
P4,635138266014067452,Normal,Normal,Quarter,2,0,5503.3147,5.6599,1.8475,0,0
P4,635138266136114433,Normal,Normal,Quarter,2,1,8219.4701,6.5699,1.3322,0,0
P4,635138266219519203,Normal,Normal,Quarter,2,2,5505.3148,.2179,4.351,0,0
P5,635138947345155132,Normal,Normal,ThreeQuarters,0,2,10291.5886,.3141,1.4423,0,0
P5,635138947477752716,Normal,Normal,ThreeQuarters,1,0,10379.5936,.1205,.7874,0,0
P5,635138947602469850,Normal,Normal,ThreeQuarters,1,1,8511.4868,3.4099,.5563,0,0
P5,635138947726356936,Normal,Normal,ThreeQuarters,1,2,9524.5448,.2672,.9844,0,0
P5,635138947848893945,Normal,Normal,ThreeQuarters,2,0,9546.5461,.1298,.1206,0,0
P5,635138947990942069,Normal,Normal,ThreeQuarters,2,1,11097.6347,.249,.5927,0,0
P5,635138948142350729,Normal,Normal,ThreeQuarters,2,2,12127.6936,.1597,2.7263,0,0
P5,635138949711010452,Normal,Normal,Half,0,0,34314.9628,.2197,.3236,0,0
P5,635138949848858336,Normal,Normal,Half,0,1,12447.712,.2005,2.7927,0,0
P5,635138949982575984,Normal,Normal,Half,0,2,11335.6483,.1562,0,0,0
P5,635138950187127684,Normal,Normal,Half,1,0,18267.0448,6.01,1.9527,0,0
P5,635138950372208270,Normal,Normal,Half,1,1,15815.9046,7.4499,.8343,0,0
P5,635138950518726650,Normal,Normal,Half,1,2,13035.7456,7.7899,.8467,0,0
P5,635138950667205143,Normal,Normal,Half,2,0,12971.742,.13,1.1751,0,0
P5,635138950834924736,Normal,Normal,Half,2,1,14578.8339,5.84,4.8156,0,0
P5,635138950966082238,Normal,Normal,Half,2,2,11663.6672,7.6899,9.6118,0,0
P5,635138952550472859,Normal,Normal,Quarter,0,1,29675.6973,.7131,.9718,0,0
P5,635138952729233084,Normal,Normal,Quarter,0,2,10571.6047,.2938,.7161,0,0
P5,635138952849349954,Normal,Normal,Quarter,1,0,9687.5541,4.3499,.8488,0,0
P5,635138952963026456,Normal,Normal,Quarter,1,1,8235.471,2.8299,1.2018,0,0
P5,635138953074672842,Normal,Normal,Quarter,1,2,8475.4848,7.27,3.9005,0,0
P5,635138953258613363,Normal,Normal,Quarter,2,0,16341.9347,.1584,2.4628,0,0
P5,635138953384700575,Normal,Normal,Quarter,2,1,10162.5813,.2439,2.583,0,0
P5,635138953530318903,Normal,Normal,Quarter,2,2,11496.6575,.3318,1.1233,0,0
P6,"635,139,035,155,737,980.00",Normal,Normal,ThreeQuarters,0,0,9692.5544,8.3,.1628,0,0
P6,"635,139,035,257,974,020.00",Normal,Normal,ThreeQuarters,0,1,8051.4606,0,2.3136,0,0
P6,"635,139,035,319,336,960.00",Normal,Normal,ThreeQuarters,0,2,4288.2452, ,.6986,0,0
P6,"635,139,035,382,171,010.00",Normal,Normal,ThreeQuarters,1,0,4647.2658,9.4299,1.6227,0,0
P6,"635,139,035,448,494,980.00",Normal,Normal,ThreeQuarters,1,1,5116.2927,8.89,2.3578,0,0
P6,"635,139,035,517,729,020.00",Normal,Normal,ThreeQuarters,1,2,5511.3153,9.0999,.504,0,0
P6,"635,139,035,594,612,990.00",Normal,Normal,ThreeQuarters,2,0,5811.3324,.159,0,0,0
P6,"635,139,035,659,297,020.00",Normal,Normal,ThreeQuarters,2,1,5024.2874,.1036,.5767,0,0
P6,"635,139,035,754,342,020.00",Normal,Normal,ThreeQuarters,2,2,6160.3523,.107,3.1701,0,0
P6,"635,139,037,512,523,010.00",Normal,Normal,Half,0,0,7012.401,9.51,1.9092,0,0
P6,"635,139,037,586,676,990.00",Normal,Normal,Half,0,1,5413.3096, ,.8637,0,0
P6,"635,139,037,664,440,960.00",Normal,Normal,Half,0,2,6084.348,9.3399,2.1113,0,0
P6,"635,139,037,759,437,060.00",Normal,Normal,Half,1,0,7435.4253,8.2799,1.7014,0,0
P6,"635,139,037,827,271,040.00",Normal,Normal,Half,1,1,5267.3013,.199,.3514,0,0
P6,"635,139,037,917,676,030.00",Normal,Normal,Half,1,2,7463.4269,.105,1.7715,0,0
P6,"635,139,037,987,200,000.00",Normal,Normal,Half,2,0,5422.3101,9.47,1.0878,0,0
P6,"635,139,038,062,114,050.00",Normal,Normal,Half,2,1,5715.3269,.1739,2.035,0,0
P6,"635,139,038,154,960,000.00",Normal,Normal,Half,2,2,7824.4476,.1057,1.3721,0,0
P6,"635,139,039,210,109,950.00",Normal,Normal,Quarter,0,0,6387.3654,6.23,.6095,0,0
P6,"635,139,039,289,624,060.00",Normal,Normal,Quarter,0,1,6599.3775,.1234,1.8475,0,0
P6,"635,139,039,352,067,970.00",Normal,Normal,Quarter,0,2,4576.2617,4,1.828,0,0
P6,"635,139,039,418,621,950.00",Normal,Normal,Quarter,1,0,5367.307,5.2999,2.2724,0,0
P6,"635,139,039,500,336,000.00",Normal,Normal,Quarter,1,1,6974.3989, ,1.3576,0,0
P6,"635,139,039,549,149,060.00",Normal,Normal,Quarter,1,2,3739.2139,.1155,0,0,0
P6,"635,139,039,621,623,040.00",Normal,Normal,Quarter,2,0,6075.3475,7.47,.5508,0,0
P6,"635,139,039,705,017,980.00",Normal,Normal,Quarter,2,1,6858.3923,4.9799,2.0026,0,0
P6,"635,139,039,785,863,040.00",Normal,Normal,Quarter,2,2,6443.3685,5.4399,0,0,0
P7,635139101287510225,Normal,Normal,ThreeQuarters,0,0,9703.555,.3366,.2099,0,0
P7,635139101383545718,Normal,Normal,ThreeQuarters,0,1,3890.2226,2.21,3.6522,0,0
P7,635139101461670186,Normal,Normal,ThreeQuarters,0,2,2448.14,.4792,3.8506,0,0
P7,635139101537944549,Normal,Normal,ThreeQuarters,1,0,3284.1879,.323,1.0053,0,0
P7,635139101599188052,Normal,Normal,ThreeQuarters,1,1,2443.1398,.2301,1.3574,0,0
P7,635139101649710941,Normal,Normal,ThreeQuarters,1,2,1936.1107,.1499,1.1812,0,0
P7,635139101729465503,Normal,Normal,ThreeQuarters,2,0,4039.231,.5312,.507,0,0
P7,635139101783348585,Normal,Normal,ThreeQuarters,2,1,1916.1096,.2469,4.4715,0,0
P7,635139101828231152,Normal,Normal,ThreeQuarters,2,2,2876.1645,.1444,3.3944,0,0
P7,635139104353805607,Normal,Normal,Half,0,0,6543.3743,.2523,.4621,0,0
P7,635139104397928130,Normal,Normal,Half,0,1,2771.1585,.1079,.7672,0,0
P7,635139104455411418,Normal,Normal,Half,0,2,4731.2706,.7183,3.3513,0,0
P7,635139104532525829,Normal,Normal,Half,1,0,3613.2067,.1288,1.6134,0,0
P7,635139104694685104,Normal,Normal,Half,1,1,7319.4187,8.84,8.2462,0,0
P7,635139104818602192,Normal,Normal,Half,1,2,3739.2139,.1527,4.3276,0,0
P7,635139104902286978,Normal,Normal,Half,2,0,5315.304,.1318,2.3372,0,0
P7,635139104931808667,Normal,Normal,Half,2,1,2056.1176,6.04,1.1457,0,0
P7,635139104984331671,Normal,Normal,Half,2,2,4524.2588,9.79,.5968,0,0
P7,635139105189363398,Normal,Normal,Quarter,0,0,17928.0254,9.81,1.014,0,0
P7,635139105268167905,Normal,Normal,Quarter,0,1,3847.22,.1343,4.6859,0,0
P7,635139105300759769,Normal,Normal,Quarter,0,2,1839.1052,6.1699,6.4175,0,0
P7,635139105514762010,Normal,Normal,Quarter,1,0,17198.9838,.1598,2.224,0,0
P7,635139105642519317,Normal,Normal,Quarter,1,1,2655.1519,5.1499,15.58,0,0
P7,635139105671000946,Normal,Normal,Quarter,1,2,1147.0656,.161,18.61,0,0
P7,635139105769516581,Normal,Normal,Quarter,2,0,8939.5113,.2499,14.061,0,0
P7,635139105829520013,Normal,Normal,Quarter,2,1,2711.1551,.2735,1.325,0,0
P7,635139106003199947,Normal,Normal,Quarter,2,2,8475.4848,.1841,19.405,0,0
P8,635139760448505364,Normal,Normal,Quarter,0,0,4953.2833, ,.7073,0,0
P8,635139760484787440,Normal,Normal,Quarter,0,1,1764.101,.165,.7117,0,0
P8,635139760571982427,Normal,Normal,Quarter,0,2,7391.4228,6.6799,1.9614,0,0
P8,635139760680338624,Normal,Normal,Quarter,1,0,10075.5763,.2152,.3745,0,0
P8,635139760720260908,Normal,Normal,Quarter,1,1,3039.1738, ,.7538,0,0
P8,635139760815666365,Normal,Normal,Quarter,1,2,8792.5029,5.72,5.8773,0,0
P8,635139760853948554,Normal,Normal,Quarter,2,0,2968.1697,.1018,5.2374,0,0
P8,635139760961984734,Normal,Normal,Quarter,2,1,10023.5734,.1776,7.8532,0,0
P8,635139760996556711,Normal,Normal,Quarter,2,2,2485.1421,8.97,6.229,0,0
P8,635139761185017490,Normal,Normal,ThreeQuarters,0,0,18067.0333,.2877,1.5967,0,0
P8,635139761233660273,Normal,Normal,ThreeQuarters,0,1,3944.2256, ,1.7837,0,0
P8,635139761264542039,Normal,Normal,ThreeQuarters,0,2,2412.138,.5434,2.4895,0,0
P8,635139761294333743,Normal,Normal,ThreeQuarters,1,0,2305.1319,.1365,.3049,0,0
P8,635139761372598219,Normal,Normal,ThreeQuarters,1,1,7149.4089,2.9899,0,0,0
P8,635139761472253919,Normal,Normal,ThreeQuarters,1,2,9359.5353,.1628,5.0114,0,0
P8,635139761501215576,Normal,Normal,ThreeQuarters,2,0,2119.1212,.3306,4.1181,0,0
P8,635139761585620404,Normal,Normal,ThreeQuarters,2,1,7775.4448,.1814,3.4197,0,0
P8,635139761609761784,Normal,Normal,ThreeQuarters,2,2,1640.0938,.2044,2.6063,0,0
P8,635139761762050495,Normal,Normal,Half,0,0,14642.8375,.2117,.7994,0,0
P8,635139761873276857,Normal,Normal,Half,0,1,10433.5968,.2336,.3165,0,0
P8,635139761977612824,Normal,Normal,Half,0,2,9759.5582,.1222,2.2395,0,0
P8,635139762033576025,Normal,Normal,Half,1,0,4627.2647,.4012,1.5008,0,0
P8,635139762052777123,Normal,Normal,Half,1,1,1304.0746,.3013,2.1299,0,0
P8,635139762119610946,Normal,Normal,Half,1,2,6103.3491,.1005,4.3432,0,0
P8,635139762168533744,Normal,Normal,Half,2,0,4239.2424,.364,1.9902,0,0
P8,635139762189494943,Normal,Normal,Half,2,1,1446.0827,.423,1.4625,0,0
P8,635139762246968230,Normal,Normal,Half,2,2,5146.2943,.2136,3.4283,0,0
P9,635139908701743315,Normal,Normal,Quarter,0,0,15000.858,.3624,1.9731,0,0
P9,635139908752586223,Normal,Normal,Quarter,0,1,3555.2034,.3874,2.1208,0,0
P9,635139908813059682,Normal,Normal,Quarter,0,2,4715.2697,.233,3.9116,0,0
P9,635139908903344846,Normal,Normal,Quarter,1,0,8163.4669,.6159,1.8765,0,0
P9,635139908944547202,Normal,Normal,Quarter,1,1,8163.4669,.183,1.606,0,0
P9,635139909045102954,Normal,Normal,Quarter,1,2,8951.512,.1799,2.1368,0,0
P9,635139909095515837,Normal,Normal,Quarter,2,0,4045.2313,.2726,.444,0,0
P9,635139909138098273,Normal,Normal,Quarter,2,1,3351.1917,.217,0,0,0
P9,635139909219582934,Normal,Normal,Quarter,2,2,7411.424,.1789,.4406,0,0
P9,635139911610519687,Normal,Normal,Half,0,0,7319.4186,.31,1.1233,0,0
P9,635139911721886057,Normal,Normal,Half,0,1,9155.5237,.2339,.8518,0,0
P9,635139911767798683,Normal,Normal,Half,0,2,9155.5237,.1348,3.3246,0,0
P9,635139911852963554,Normal,Normal,Half,1,0,7731.4422,.1215,.2592,0,0
P9,635139911887965556,Normal,Normal,Half,1,1,2704.1546,.2214,.8317,0,0
P9,635139911920047391,Normal,Normal,Half,1,2,2444.1398,7.32,2.0886,0,0
P9,635139911985361127,Normal,Normal,Half,2,0,5583.3193,.22,.2836,0,0
P9,635139912079236496,Normal,Normal,Half,2,1,8650.4947,.2447,2.721,0,0
P9,635139912167441541,Normal,Normal,Half,2,2,7983.4566,.1222,1.0051,0,0
P9,635139913809105439,Normal,Normal,ThreeQuarters,0,0,9323.5333,.3484,.5846,0,0
P9,635139913918991724,Normal,Normal,ThreeQuarters,0,1,9295.5316,.2713,2.3858,0,0
P9,635139913960544101,Normal,Normal,ThreeQuarters,0,2,3327.1903,.2441,3.5966,0,0
P9,635139914076550736,Normal,Normal,ThreeQuarters,1,0,10831.6195,.3973,2.9424,0,0
P9,635139914163105687,Normal,Normal,ThreeQuarters,1,1,7586.4339,.6491,1.8648,0,0
P9,635139914234389764,Normal,Normal,ThreeQuarters,1,2,6304.3606,.281,.078,0,0
P9,635139914371027579,Normal,Normal,ThreeQuarters,2,0,12731.7282,.4964,.6009,0,0
P9,635139914469183194,Normal,Normal,ThreeQuarters,2,1,6755.3864,.2656,1.2018,0,0
P9,635139914534586934,Normal,Normal,ThreeQuarters,2,2,5256.3006,.5706,.2146,0,0
P10,635140008366086014,Normal,Normal,Quarter,0,0,18604.0641,.1368,5.5088,0,0
P10,635140008586398615,Normal,Normal,Quarter,0,1,15430.8826,.1542,3.5487,0,0
P10,635140008710645722,Normal,Normal,Quarter,0,2,10235.5855,1.59,3.2309,0,0
P10,635140008836442917,Normal,Normal,Quarter,1,0,10467.5987,.1197,2.2545,0,0
P10,635140008956359776,Normal,Normal,Quarter,1,1,9275.5305, ,2.6629,0,0
P10,635140009070596310,Normal,Normal,Quarter,1,2,8823.5047,5.8599,.8425,0,0
P10,635140009198883648,Normal,Normal,Quarter,2,0,11235.6427,8.11,1.8912,0,0
P10,635140009281488372,Normal,Normal,Quarter,2,1,6656.3807,0,1.7715,0,0
P10,635140009350002291,Normal,Normal,Quarter,2,2,5244.3,3.47,2.4628,0,0
P10,635140010870669268,Normal,Normal,Half,0,0,10559.604,4.63,.8185,0,0
P10,635140010976665331,Normal,Normal,Half,0,1,8295.4745,0,.8732,0,0
P10,635140011117303375,Normal,Normal,Half,0,2,11755.6724,.1116,2.6505,0,0
P10,635140011217699117,Normal,Normal,Half,1,0,6547.3745,.1015,.501,0,0
P10,635140011363307445,Normal,Normal,Half,1,1,12075.6906,4.3999,1.4202,0,0
P10,635140011484624384,Normal,Normal,Half,1,2,5665.324,.04,1.1706,0,0
P10,635140011607861433,Normal,Normal,Half,2,0,9663.5527,.1036,.4854,0,0
P10,635140011663224600,Normal,Normal,Half,2,1,3932.2249,6.1199,1.7075,0,0
P10,635140011792501994,Normal,Normal,Half,2,2,10123.579,4.8899,2.0051,0,0
P10,635140013814967672,Normal,Normal,ThreeQuarters,0,0,7063.404,8.45,2.15,0,0
P10,635140013915923447,Normal,Normal,ThreeQuarters,0,1,7063.404,.1981,3.3206,0,0
P10,635140014013249013,Normal,Normal,ThreeQuarters,0,2,7665.4384,8.97,3.4165,0,0
P10,635140014134165930,Normal,Normal,ThreeQuarters,1,0,10735.6141,.1205,.7465,0,0
P10,635140014215840601,Normal,Normal,ThreeQuarters,1,1,6783.388,.1107,.8068,0,0
P10,635140014340777747,Normal,Normal,ThreeQuarters,1,2,10341.5915,6.51,.191,0,0
P10,635140014471085200,Normal,Normal,ThreeQuarters,2,0,11363.6499,5.1999,1.3804,0,0
P10,635140014562160409,Normal,Normal,ThreeQuarters,2,1,7419.4243,6.41,1.4641,0,0
P10,635140014678877085,Normal,Normal,ThreeQuarters,2,2,10355.5923,7.4499,2.7006,0,0
P11,635145992133677650,Normal,Normal,Quarter,0,1,23843.3638,7.33,1.9581,0,0
P11,635145992339679432,Normal,Normal,Quarter,0,2,19039.0889,9.27,0,0,0
P11,635145992504638867,Normal,Normal,Quarter,1,0,15503.8867,.4338,1.1935,0,0
P11,635145992668198223,Normal,Normal,Quarter,1,1,15135.8658,.2712,.6366,0,0
P11,635145992775474358,Normal,Normal,Quarter,1,2,9419.5387,.423,.6821,0,0
P11,635145992902351615,Normal,Normal,Quarter,2,0,11391.6515,9.6199,1.3322,0,0
P11,635145992992516773,Normal,Normal,Quarter,2,1,8191.4686,.1648,4.3986,0,0
P11,635145993030918969,Normal,Normal,Quarter,2,2,3052.1746,7.77,3.0448,0,0
P11,635145994844862721,Normal,Normal,Half,0,1,16775.9596,9.02,.8948,0,0
P11,635145994983620657,Normal,Normal,Half,0,2,13071.7476,.1696,1.4528,0,0
P11,635145995019702721,Normal,Normal,Half,1,0,2572.1471,.2119,2.3243,0,0
P11,635145995052504597,Normal,Normal,Half,1,1,2588.148,.2025,.7282,0,0
P11,635145995144699870,Normal,Normal,Half,1,2,8459.4838,.2456,3.4681,0,0
P11,635145995189742447,Normal,Normal,Half,2,0,3776.216,.1695,4.0856,0,0
P11,635145995302938921,Normal,Normal,Half,2,1,10555.6037,4.73,.744,0,0
P11,635145995338860976,Normal,Normal,Half,2,2,2696.1542,.1376,1.7508,0,0
P11,635145996866048326,Normal,Normal,ThreeQuarters,0,0,5168.2956,.1203,1.3849,0,0
