635134738668541327;Normal;Normal;Quarter;0;0;14483.8284
635134738840411158;Normal;Normal;Quarter;0;1;11662.6671
635134738971888678;Normal;Normal;Quarter;0;2;8795.5031
635134739196411520;Normal;Normal;Quarter;1;0;17871.0222
635134739948874558;Normal;Normal;Quarter;1;1;9918.5673
635134740141685586;Normal;Normal;Quarter;1;2;12659.7241
635134740289814059;Normal;Normal;Quarter;2;0;10692.6116
635134740468964305;Normal;Normal;Quarter;2;1;13679.7824
635134740633083693;Normal;Normal;Quarter;2;2;12499.715
635134639606800791;Normal;Normal;Half;0;0;25916.4823
635134639885706744;Normal;Normal;Half;0;1;11891.6802
635134640244507266;Normal;Normal;Half;0;2;19208.0987
635134640464509849;Normal;Normal;Half;1;0;13038.7458
635134640773267509;Normal;Normal;Half;1;1;23547.3468
635134641013501250;Normal;Normal;Half;1;2;16962.9703
635134641306858029;Normal;Normal;Half;2;0;22847.3068
635134641533661001;Normal;Normal;Half;2;1;17406.9956
635134641813296995;Normal;Normal;Half;2;2;13575.7764
635134642157136662;Normal;Normal;ThreeQuarters;0;0;19284.103
635134642459573960;Normal;Normal;ThreeQuarters;0;1;20271.1594
635134642653635060;Normal;Normal;ThreeQuarters;0;2;10394.5945
635134642891688676;Normal;Normal;ThreeQuarters;1;0;14391.8232
635134643105010877;Normal;Normal;ThreeQuarters;1;1;12523.7163
635134643423009066;Normal;Normal;ThreeQuarters;1;2;24031.3745
635134643676883586;Normal;Normal;ThreeQuarters;2;0;16003.9153
635134643917717361;Normal;Normal;ThreeQuarters;2;1;17126.9796
635134644165761549;Normal;Normal;ThreeQuarters;2;2;16339.9346
635134645057672563;Normal;Clipped;Quarter;0;0;56999.2602
635134645722190571;Normal;Clipped;Quarter;0;1;50974.9156
635134646181616849;Normal;Clipped;Quarter;0;2;29526.6888
635134646553778135;Normal;Clipped;Quarter;1;0;29834.7064
635134646984062746;Normal;Clipped;Quarter;1;1;32163.8396
635134647400296554;Normal;Clipped;Quarter;1;2;34338.9641
635134647755336861;Normal;Clipped;Quarter;2;0;31359.7937
635134648113327337;Normal;Clipped;Quarter;2;1;27279.5603
635134648399573709;Normal;Clipped;Quarter;2;2;20356.1643
635134649611323017;tPad;Clipped;ThreeQuarters;0;0;51483.9447
635134649956042734;tPad;Clipped;ThreeQuarters;0;1;19505.1156
635134650244439229;tPad;Clipped;ThreeQuarters;0;2;15979.914
635134650534065795;tPad;Clipped;ThreeQuarters;1;0;19102.0926
635134650795470746;tPad;Clipped;ThreeQuarters;1;1;20131.1514
635134650936308802;tPad;Clipped;ThreeQuarters;1;2;12407.7097
635134651163271783;tPad;Clipped;ThreeQuarters;2;0;17187.9831
635134651398305227;tPad;Clipped;ThreeQuarters;2;1;17919.025
635134651612317467;tPad;Clipped;ThreeQuarters;2;2;13764.7873
635134652488817600;Normal;Clipped;Half;0;0;22843.3065
635134652832857278;Normal;Clipped;Half;0;1;24807.4189
635134653202218404;Normal;Clipped;Half;0;2;28891.6525
635134653571289514;Normal;Clipped;Half;1;0;29234.6721
635134653844615147;Normal;Clipped;Half;1;1;19688.126
635134654263049081;Normal;Clipped;Half;1;2;24222.3855
635134654626249854;Normal;Clipped;Half;2;0;23852.3642
635134654995120953;Normal;Clipped;Half;2;1;27477.5717
635134655272316807;Normal;Clipped;Half;2;2;22099.264
635134656399471277;tPad;Clipped;Half;0;0;71779.1055
635134656553870108;tPad;Clipped;Half;0;1;13410.7671
635134656794873893;tPad;Clipped;Half;0;2;17836.0202
635134656931951733;tPad;Clipped;Half;1;0;8627.4935
635134657163864998;tPad;Clipped;Half;1;1;17342.992
635134657358466128;tPad;Clipped;Half;1;2;15222.8707
635134657581308874;tPad;Clipped;Half;2;0;11979.6852
635134657752918690;tPad;Clipped;Half;2;1;11816.6759
635134658159501945;tPad;Clipped;Half;2;2;22115.2649
635134658952297290;Normal;Clipped;ThreeQuarters;0;0;26707.5276
635134659367331029;Normal;Clipped;ThreeQuarters;0;1;35545.0331
635134659791325280;Normal;Clipped;ThreeQuarters;0;2;30114.7225
635134660181967623;Normal;Clipped;ThreeQuarters;1;0;30111.7223
635134660674125773;Normal;Clipped;ThreeQuarters;1;1;40579.321
635134661074048647;Normal;Clipped;ThreeQuarters;1;2;30943.7698
635134661456640530;Normal;Clipped;ThreeQuarters;2;0;31199.7845
635134661889235273;Normal;Clipped;ThreeQuarters;2;1;29851.7074
635134662247555768;Normal;Clipped;ThreeQuarters;2;2;28575.6344
635134663006909201;tPad;Clipped;Quarter;0;0;42731.4441
635134663388861047;tPad;Clipped;Quarter;0;1;17102.9782
635134663895300014;tPad;Clipped;Quarter;0;2;20782.1887
635134664152254711;tPad;Clipped;Quarter;1;0;19095.0922
635134664480013457;tPad;Clipped;Quarter;1;1;26202.4987
635134664796131538;tPad;Clipped;Quarter;1;2;17178.9825
635134664993732841;tPad;Clipped;Quarter;2;0;18019.0307
635134665238206824;tPad;Clipped;Quarter;2;1;17923.0252
635134665626529034;tPad;Clipped;Quarter;2;2;27395.5669
635134665921125884;tPad;Normal;Quarter;0;0;10967.6273
635134666128887768;tPad;Normal;Quarter;0;1;11091.6344
635134666332439410;tPad;Normal;Quarter;0;2;11667.6673
635134666608165181;tPad;Normal;Quarter;1;0;14763.8445
635134666793115759;tPad;Normal;Quarter;1;1;11500.6578
635134666964875583;tPad;Normal;Quarter;1;2;9035.5168
635134667146996000;tPad;Normal;Quarter;2;0;12227.6994
635134667316775711;tPad;Normal;Quarter;2;1;8249.4718
635134667466194257;tPad;Normal;Quarter;2;2;10607.6067
635134667952472071;tPad;Normal;ThreeQuarters;0;0;32146.8387
635134668093830156;tPad;Normal;ThreeQuarters;0;1;7323.4189
635134668494073049;tPad;Normal;ThreeQuarters;0;2;7863.4498
635134668689904249;tPad;Normal;ThreeQuarters;1;0;6235.3566
635134668823421886;tPad;Normal;ThreeQuarters;1;1;6787.3882
635134668952789286;tPad;Normal;ThreeQuarters;1;2;7928.4535
635134669079386527;tPad;Normal;ThreeQuarters;2;0;6859.3924
635134669209983996;tPad;Normal;ThreeQuarters;2;1;7444.4258
635134669337341281;tPad;Normal;ThreeQuarters;2;2;5871.3358
635134669649179117;tPad;Normal;Half;0;0;8807.5038
635134669863851395;tPad;Normal;Half;0;1;6763.3868
635134670002619332;tPad;Normal;Half;0;2;9807.5609
635134670123506247;tPad;Normal;Half;1;0;6806.3893
635134670253253668;tPad;Normal;Half;1;1;7841.4485
635134670392811650;tPad;Normal;Half;1;2;8271.4731
635134670507658219;tPad;Normal;Half;2;0;6648.3803
635134670628975158;tPad;Normal;Half;2;1;5831.3335
635134670737971392;tPad;Normal;Half;2;2;5987.3424
