Participant,Method,AppsNumber,Distance,Rechecks,aligned(Rechecks) for Method,aligned(Rechecks) for AppsNumber,aligned(Rechecks) for Method*AppsNumber,aligned(Rechecks) for Distance,aligned(Rechecks) for Method*Distance,aligned(Rechecks) for AppsNumber*Distance,aligned(Rechecks) for Method*AppsNumber*Distance,ART(Rechecks) for Method,ART(Rechecks) for AppsNumber,ART(Rechecks) for Method*AppsNumber,ART(Rechecks) for Distance,ART(Rechecks) for Method*Distance,ART(Rechecks) for AppsNumber*Distance,ART(Rechecks) for Method*AppsNumber*Distance
P9,RuntimeBar,3,2,2,1.5377178649237472766884531590,1.9416530501089324618736383442,1.6847086056644880174291938997,1.7958499100123141043857156389,1.8252207404701010839118255997,1.8445916630570430883295581728,1.8349912812317835534382600656,2441.5,2497.5,2482.5,2481.5,2485.5,2484.5,2485.5
P9,RuntimeBar,3,2,0,-0.4622821350762527233115468410,-0.0583469498910675381263616558,-0.3152913943355119825708061003,-0.2041500899876858956142843611,-0.1747792595298989160881744003,-0.1554083369429569116704418272,-0.1650087187682164465617399344,266,1373,785,744,843,822,883
P9,RuntimeBar,3,2,0,-0.4622821350762527233115468410,-0.0583469498910675381263616558,-0.3152913943355119825708061003,-0.2041500899876858956142843611,-0.1747792595298989160881744003,-0.1554083369429569116704418272,-0.1650087187682164465617399344,266,1373,785,744,843,822,883
P9,RuntimeBar,3,3,2,1.6017208245981830887491264850,2.0056560097833682739343116702,1.7487115653389238294898672257,1.8793813965625525214729895886,1.8093296129031739253855327417,1.8534463757699367921483995045,1.9505050885588860272404576202,2458.5,2504,2488.5,2497.5,2480.5,2490.5,2507.5
P9,RuntimeBar,3,3,0,-0.3982791754018169112508735150,0.0056560097833682739343116702,-0.2512884346610761705101327743,-0.1206186034374474785270104114,-0.1906703870968260746144672583,-0.1465536242300632078516004955,-0.0494949114411139727595423798,564.5,1666,929.5,1167.5,759.5,915.5,1858.5
P9,RuntimeBar,3,1,0,-0.2951892109500805152979066023,0.1087459742351046698872785829,-0.1481984702093397745571658616,-0.0469069920796263507260949717,-0.0042777330181422253033506231,-0.0511602649211955066716238730,-0.0957226428312774631926503391,1507,2049,1311,1881,2013,1681,1315
P9,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P9,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P9,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,0,1,0.6370149911816578483245149912,0.7357804232804232804232804233,1.0799162257495590828924162258,0.9215834008873547588539351307,0.8754624544918339536681107248,0.8822051958116897013845549586,0.9378124408726136495854626781,2314.5,2356.5,2408.5,2386.5,2367.5,2373.5,2398.5
P9,Home,1,0,0,-0.3629850088183421516754850088,-0.2642195767195767195767195767,0.0799162257495590828924162258,-0.0784165991126452411460648693,-0.1245375455081660463318892752,-0.1177948041883102986154450414,-0.0621875591273863504145373219,806,940,1905,1448,1067,1154,1753
P9,Home,1,0,0,-0.3629850088183421516754850088,-0.2642195767195767195767195767,0.0799162257495590828924162258,-0.0784165991126452411460648693,-0.1245375455081660463318892752,-0.1177948041883102986154450414,-0.0621875591273863504145373219,806,940,1905,1448,1067,1154,1753
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P9,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P9,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P9,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P9,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P9,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P9,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P9,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P9,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P9,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P9,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P9,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P9,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P9,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P9,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P9,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P9,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P9,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P9,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,1,0,-0.3016452186649926762921113204,-0.0026483050847457627118644068,-0.0774939840970914417242100858,-0.0518197899179953018437564799,-0.0588334318832082568984313550,-0.0370910777128410635655890183,-0.0326543194438963695315200709,1445,1590,1527,1819,1718,1743,1931
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P9,Home,2,1,0,-0.3016452186649926762921113204,-0.0026483050847457627118644068,-0.0774939840970914417242100858,-0.0518197899179953018437564799,-0.0588334318832082568984313550,-0.0370910777128410635655890183,-0.0326543194438963695315200709,1445,1590,1527,1819,1718,1743,1931
P9,Home,2,1,0,-0.3016452186649926762921113204,-0.0026483050847457627118644068,-0.0774939840970914417242100858,-0.0518197899179953018437564799,-0.0588334318832082568984313550,-0.0370910777128410635655890183,-0.0326543194438963695315200709,1445,1590,1527,1819,1718,1743,1931
P9,Home,2,1,0,-0.3016452186649926762921113204,-0.0026483050847457627118644068,-0.0774939840970914417242100858,-0.0518197899179953018437564799,-0.0588334318832082568984313550,-0.0370910777128410635655890183,-0.0326543194438963695315200709,1445,1590,1527,1819,1718,1743,1931
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P9,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P9,Home,2,1,0,-0.3016452186649926762921113204,-0.0026483050847457627118644068,-0.0774939840970914417242100858,-0.0518197899179953018437564799,-0.0588334318832082568984313550,-0.0370910777128410635655890183,-0.0326543194438963695315200709,1445,1590,1527,1819,1718,1743,1931
P9,Home,2,1,0,-0.3016452186649926762921113204,-0.0026483050847457627118644068,-0.0774939840970914417242100858,-0.0518197899179953018437564799,-0.0588334318832082568984313550,-0.0370910777128410635655890183,-0.0326543194438963695315200709,1445,1590,1527,1819,1718,1743,1931
P9,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P9,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P9,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P9,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P9,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,2,2,1.6720679012345679012345679012,1.7692901234567901234567901234,2.0794753086419753086419753086,1.9301999463231347289318303811,1.9595707767809217084579403419,1.9686496608598057873420192260,1.8915796160361377752682100509,2478.5,2486.5,2510.5,2507.5,2509.5,2512.5,2494.5
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P9,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P9,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P9,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P9,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P9,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P9,RuntimeBar,1,3,0,-0.2662037037037037037037037037,-0.1689814814814814814814814815,0.1412037037037037037037037037,0.0114568682606657290201593999,-0.0585949153987128670672974470,-0.0318727759716554072229523568,0.0141960082948877304552755891,1591,1237,2109,2055,1797,1849,2024
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,1,0,-0.3315767008142894667717362753,0.0739016942474389282899921198,-0.1953884292093511951667980037,-0.0817512720672920923233814348,-0.0887649140325050473780563099,-0.0860045449088612482689103361,-0.0321908529156914938263422265,1135,1946,1208,1406,1260,1593,1982
P9,Home,3,1,0,-0.3315767008142894667717362753,0.0739016942474389282899921198,-0.1953884292093511951667980037,-0.0817512720672920923233814348,-0.0887649140325050473780563099,-0.0860045449088612482689103361,-0.0321908529156914938263422265,1135,1946,1208,1406,1260,1593,1982
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P9,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P9,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P9,Home,3,3,1,0.6427008476137829371660217431,1.0481792426755113322277501382,0.7788891192187212087709600147,0.9219046294546955797664280566,0.9176976077782903487661574351,0.8959696086620798504418379725,0.8985492154648015510421602837,2327.5,2408.5,2368.5,2388.5,2378.5,2382.5,2371.5
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P9,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P9,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P9,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P10,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P10,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P10,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P10,TapNFlip,1,0,1,1.0408950617283950617283950617,0.6643518518518518518518518518,0.6813271604938271604938271605,0.8501548294587833302825065592,0.8544703592791152397503560395,0.8107766243831182728131263871,0.7392278165086127867836406437,2402.5,2346.5,2346.5,2355.5,2357.5,2351.5,2343.5
P10,TapNFlip,1,0,0,0.0408950617283950617283950617,-0.3356481481481481481481481482,-0.3186728395061728395061728395,-0.1498451705412166697174934408,-0.1455296407208847602496439605,-0.1892233756168817271868736129,-0.2607721834913872132163593563,1916,741,741,887,934,778,688
