Participant,Method,AppsNumber,Distance,NrErrors,aligned(NrErrors) for Method,aligned(NrErrors) for AppsNumber,aligned(NrErrors) for Method*AppsNumber,aligned(NrErrors) for Distance,aligned(NrErrors) for Method*Distance,aligned(NrErrors) for AppsNumber*Distance,aligned(NrErrors) for Method*AppsNumber*Distance,ART(NrErrors) for Method,ART(NrErrors) for AppsNumber,ART(NrErrors) for Method*AppsNumber,ART(NrErrors) for Distance,ART(NrErrors) for Method*Distance,ART(NrErrors) for AppsNumber*Distance,ART(NrErrors) for Method*AppsNumber*Distance
P2,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P2,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P2,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P2,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P2,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P2,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P2,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P2,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P2,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P2,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P2,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P2,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P2,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P2,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P2,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P2,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P2,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P2,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P2,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P2,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P2,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,1,0,-0.0181327160493827160493827160,-0.0185185185185185185185185185,-0.0108024691358024691358024691,-0.0154652673035025976202446791,-0.0292111378801489628429099869,-0.0180995475113122171945701357,-0.0275018250828140001200529760,603,853,1037,870,410,861,445
P2,RuntimeBar,1,1,0,-0.0181327160493827160493827160,-0.0185185185185185185185185185,-0.0108024691358024691358024691,-0.0154652673035025976202446791,-0.0292111378801489628429099869,-0.0180995475113122171945701357,-0.0275018250828140001200529760,603,853,1037,870,410,861,445
P2,RuntimeBar,1,1,0,-0.0181327160493827160493827160,-0.0185185185185185185185185185,-0.0108024691358024691358024691,-0.0154652673035025976202446791,-0.0292111378801489628429099869,-0.0180995475113122171945701357,-0.0275018250828140001200529760,603,853,1037,870,410,861,445
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P2,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P2,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P2,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P2,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P2,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P2,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P2,RuntimeBar,2,1,0,-0.0200266554433221099887766554,-0.0273569023569023569023569023,-0.0242704826038159371492704826,-0.0173592066974419915596386185,-0.0311050772740883567823039263,-0.0216340838128388099832988468,-0.0073427096567082827521996858,558,600,558,766,365,606,1372
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P2,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P2,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P2,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P2,RuntimeBar,2,3,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,-0.0064023675574308485700890764,0.0039572817790117368176439906,0.0028876716688817490118152062,-0.0097018451497218965186293797,2306.5,1372.5,2135,1368,2273,2285,1178.5
P2,RuntimeBar,2,0,0,-0.0161673072443512695085022129,-0.0234975541579315164220824598,-0.0204111344048450966689960401,-0.0184198343458624457039178372,-0.0278036690317289822019754776,-0.0183269574716840888237487660,-0.0013125719948894029069756691,652.5,745.5,817.5,718.5,509.5,811.5,1986.5
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,0,0,-0.0161673072443512695085022129,-0.0234975541579315164220824598,-0.0204111344048450966689960401,-0.0184198343458624457039178372,-0.0278036690317289822019754776,-0.0183269574716840888237487660,-0.0013125719948894029069756691,652.5,745.5,817.5,718.5,509.5,811.5,1986.5
P2,RuntimeBar,2,0,0,-0.0161673072443512695085022129,-0.0234975541579315164220824598,-0.0204111344048450966689960401,-0.0184198343458624457039178372,-0.0278036690317289822019754776,-0.0183269574716840888237487660,-0.0013125719948894029069756691,652.5,745.5,817.5,718.5,509.5,811.5,1986.5
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,2,0,0.0027006172839506172839506173,-0.0046296296296296296296296296,-0.0015432098765432098765432099,0.0003119967793880837359098228,0.0107109309102062725251131049,-0.0038683940857853901332162202,-0.0164137928630682253870659668,2306.5,1372.5,2135,1808.5,2537,1514,952
P2,RuntimeBar,2,1,0,-0.0200266554433221099887766554,-0.0273569023569023569023569023,-0.0242704826038159371492704826,-0.0173592066974419915596386185,-0.0311050772740883567823039263,-0.0216340838128388099832988468,-0.0073427096567082827521996858,558,600,558,766,365,606,1372
P2,RuntimeBar,2,1,0,-0.0200266554433221099887766554,-0.0273569023569023569023569023,-0.0242704826038159371492704826,-0.0173592066974419915596386185,-0.0311050772740883567823039263,-0.0216340838128388099832988468,-0.0073427096567082827521996858,558,600,558,766,365,606,1372
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P2,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,RuntimeBar,3,2,0,-0.0365150689905591866376180102,-0.0369008714596949891067538127,-0.0477033405954974582425562818,-0.0389036894951217201856588047,-0.0285047553643035313964555226,-0.0351565036220388441479495039,-0.0243413696013245752939013106,214.5,286,83.5,240,458.5,439,627.5
P2,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P2,RuntimeBar,3,3,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,-0.0064023675574308485700890764,0.0039572817790117368176439906,-0.0043149244098611187218782156,-0.0024992490709790287849359579,2306.5,2092,1143,1368,2273,1346.5,1805
P2,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
P2,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P2,RuntimeBar,3,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0004480901824394410885349930,-0.0089357445034270954095226474,0.0060109898653502841205450548,-0.0067825948036218890588166597,2306.5,2092,1143,2168,1220,2521,1457
P2,RuntimeBar,3,1,0,0.0027006172839506172839506173,0.0023148148148148148148148148,-0.0084876543209876543209876543,0.0053680660298307357130886542,-0.0083778045468156295095766536,-0.0038168519526830486068953239,-0.0024326687895913168558759360,2306.5,2092,1143,2447,1372,1665,1866
