Participant,Method,AppsNumber,Distance,NrErrors,aligned(NrErrors) for Method,aligned(NrErrors) for AppsNumber,aligned(NrErrors) for Method*AppsNumber,aligned(NrErrors) for Distance,aligned(NrErrors) for Method*Distance,aligned(NrErrors) for AppsNumber*Distance,aligned(NrErrors) for Method*AppsNumber*Distance,ART(NrErrors) for Method,ART(NrErrors) for AppsNumber,ART(NrErrors) for Method*AppsNumber,ART(NrErrors) for Distance,ART(NrErrors) for Method*Distance,ART(NrErrors) for AppsNumber*Distance,ART(NrErrors) for Method*AppsNumber*Distance
P10,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P10,RuntimeBar,1,3,0,-0.0485814339981006647673314340,-0.0489672364672364672364672365,-0.0412511870845204178537511871,-0.0576844188394821306213711277,-0.0473247695030395452336380607,-0.0489970182722828499960685062,-0.0276177250091270980805462371,77,19,127,19,19,19,403
P10,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P10,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P10,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P10,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P10,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P10,RuntimeBar,1,2,0,-0.0343364197530864197530864197,-0.0347222222222222222222222222,-0.0270061728395061728395061728,-0.0367250402576489533011272142,-0.0263261061268307645119239321,-0.0372438149612062655540916409,-0.0385939275432029055217461016,278.5,374.5,497.5,374.5,635.5,241.5,190.5
P10,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P10,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P10,RuntimeBar,1,0,0,0.0027006172839506172839506173,0.0023148148148148148148148148,0.0100308641975308641975308642,0.0004480901824394410885349930,-0.0089357445034270954095226474,-0.0055441377225168319121944734,-0.0137459857342732915445956500,2306.5,2092,2541.5,2168,1220,1195.5,1004.5
P11,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P11,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P11,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P11,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P11,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P11,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P11,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P11,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P11,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P11,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P11,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P11,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P11,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P11,TapNFlip,2,2,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0038683940857853901332162202,0.0038683940857853901332162202,1168.5,1372.5,2356.5,1808.5,1985,1514,2375.5
P11,TapNFlip,2,1,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0010931889144339172894284259,-0.0010931889144339172894284259,1168.5,1372.5,2356.5,2447,1583.5,1973.5,2038.5
P11,TapNFlip,2,3,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0028876716688817490118152062,-0.0028876716688817490118152062,1168.5,1372.5,2356.5,1368,2419.5,2285,1694
P11,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P11,TapNFlip,2,0,0,-0.0127314814814814814814814815,-0.0046296296296296296296296296,0.0046296296296296296296296296,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0005409670566177979687040642,-0.0005409670566177979687040642,1168.5,1372.5,2356.5,2168,1834,1900.5,2087
P11,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P11,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P11,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P11,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P11,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P11,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P11,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P11,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P11,TapNFlip,3,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,-0.0043149244098611187218782156,0.0043149244098611187218782156,1168.5,2092,1781.5,1368,2419.5,1346.5,2433
P11,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P11,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P11,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P11,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P11,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P11,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P11,TapNFlip,3,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,-0.0038168519526830486068953239,0.0038168519526830486068953239,1168.5,2092,1781.5,2447,1583.5,1665,2315.5
P11,TapNFlip,3,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,0.0060109898653502841205450548,-0.0060109898653502841205450548,1168.5,2092,1781.5,2168,1834,2521,1540.5
P11,TapNFlip,3,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,0.0040591826524709597736191236,-0.0040591826524709597736191236,1168.5,2092,1781.5,1808.5,1985,2424.5,1638
P11,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P11,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P11,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P11,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P11,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P11,TapNFlip,1,2,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0003119967793880837359098228,-0.0002067779241692285170546039,0.0002067779241692285170546039,1168.5,2092,1781.5,1808.5,1985,1792,2171
P11,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P11,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P11,TapNFlip,1,0,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0004480901824394410885349930,-0.0004480901824394410885349930,-0.0055441377225168319121944734,0.0055441377225168319121944734,1168.5,2092,1781.5,2168,1834,1195.5,2485.5
P11,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P11,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P11,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P11,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P11,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P11,TapNFlip,1,1,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0053680660298307357130886542,-0.0053680660298307357130886542,0.0027337858220211161387631976,-0.0027337858220211161387631976,1168.5,2092,1781.5,2447,1583.5,2170.5,1751.5
P11,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P11,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P11,TapNFlip,1,3,0,-0.0127314814814814814814814815,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,0.0064023675574308485700890764,0.0022850330097684320552135451,-0.0022850330097684320552135451,1168.5,2092,1781.5,1368,2419.5,2071.5,1930.5
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P11,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P11,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P11,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P11,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P11,Home,1,1,0,-0.0488425925925925925925925926,-0.0476851851851851851851851852,-0.0523148148148148148148148148,-0.0446319339701692642869113458,-0.0331123766054666125537847720,-0.0472662141779788838612368024,-0.0388783641352741281869559687,29.5,66.5,29.5,66.5,272.5,66.5,122.5
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P11,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P11,Home,1,3,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,-0.0064023675574308485700890764,-0.0013889603558482842212388369,0.0022850330097684320552135451,-0.0083825939853781881527745207,1957.5,2092,1781.5,1368,1716,2071.5,1328
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Home,1,2,0,0.0011574074074074074074074074,0.0023148148148148148148148148,-0.0023148148148148148148148148,0.0003119967793880837359098228,-0.0142008856682769726247987117,-0.0002067779241692285170546039,0.0002067779241692285170546039,1957.5,2092,1781.5,1808.5,1026.5,1792,2171
P11,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P11,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P11,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P11,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P11,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P11,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P11,Flipping,3,0,2,1.9672067901234567901234567901,1.9606481481481481481481481481,1.9621913580246913580246913580,1.9587814235157727744218683263,1.9634542179227672148427586194,1.9643443231986836174538783881,1.9606422575849986155037168883,2591,2589,2589,2588,2588,2589,2588
P11,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P11,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P11,Flipping,3,1,0,-0.0228725749559082892416225749,-0.0294312169312169312169312169,-0.0278880070546737213403880070,-0.0263779657162010103186573775,-0.0349095122379436104926301004,-0.0355628836987147946386413556,-0.0261655113630136004230870394,475,475,427.5,547.5,212.5,358.5,499.5
P11,Flipping,3,1,2,1.9771274250440917107583774251,1.9705687830687830687830687831,1.9721119929453262786596119930,1.9736220342837989896813426225,1.9650904877620563895073698996,1.9644371163012852053613586444,1.9738344886369863995769129606,2592,2592,2592,2592,2589,2590,2591
P11,Flipping,3,0,0,-0.0327932098765432098765432099,-0.0393518518518518518518518519,-0.0378086419753086419753086420,-0.0412185764842272255781316737,-0.0365457820772327851572413806,-0.0356556768013163825461216119,-0.0393577424150013844962831117,341,165,169,119,109,304,70
P11,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P11,Flipping,3,2,0,-0.0303422294843863471314451707,-0.0369008714596949891067538127,-0.0353576615831517792302106028,-0.0389036894951217201856588047,-0.0361326213255028259290833886,-0.0351565036220388441479495039,-0.0352320221586437992797919631,389,286,324,240,157,439,254
P11,Flipping,3,3,0,0.0088734567901234567901234568,0.0023148148148148148148148148,0.0038580246913580246913580247,-0.0064023675574308485700890764,-0.0078496295377035014662217443,-0.0043149244098611187218782156,-0.0092108562727823090195887415,2519,2092,2221.5,1368,1453,1346.5,1236.5
P11,Flipping,3,2,1,0.9696577705156136528685548293,0.9630991285403050108932461873,0.9646423384168482207697893972,0.9610963105048782798143411953,0.9638673786744971740709166114,0.9648434963779611558520504961,0.9647679778413562007202080369,2572.5,2569.5,2571.5,2569.5,2568.5,2574.5,2570.5
