635139750508296817;tPad;Normal;Half;0;0;10602.6064
635139750571810450;tPad;Normal;Half;0;1;1559.0892
635139750676216421;tPad;Normal;Half;0;2;9195.5259
635139750738870005;tPad;Normal;Half;1;0;5333.3051
635139750807973957;tPad;Normal;Half;1;1;6007.3436
635139750869657486;tPad;Normal;Half;1;2;5435.3109
635139750947451935;tPad;Normal;Half;2;0;6319.3614
635139751126452173;tPad;Normal;Half;2;1;17115.9789
635139751382726831;tPad;Normal;Half;2;2;24107.3788
635139751528285157;tPad;Normal;ThreeQuarters;0;0;13646.7806
635139751593808905;tPad;Normal;ThreeQuarters;0;1;5252.3005
635139751615330136;tPad;Normal;ThreeQuarters;0;2;1244.0712
635139751677853712;tPad;Normal;ThreeQuarters;1;0;5420.3101
635139751697844855;tPad;Normal;ThreeQuarters;1;1;1282.0733
635139751750047841;tPad;Normal;ThreeQuarters;1;2;3340.1911
635139751832602563;tPad;Normal;ThreeQuarters;2;0;6015.3441
635139751900046420;tPad;Normal;ThreeQuarters;2;1;5644.3228
635139751924977846;tPad;Normal;ThreeQuarters;2;2;1794.1026
635139752042884590;tPad;Normal;Quarter;0;0;11117.6359
635139752067045972;tPad;Normal;Quarter;0;1;1248.0714
635139752134159811;tPad;Normal;Quarter;0;2;5851.3347
635139752209684131;tPad;Normal;Quarter;1;0;6675.3818
635139752274017810;tPad;Normal;Quarter;1;1;5621.3215
635139752334401264;tPad;Normal;Quarter;1;2;5371.3072
635139752350482184;tPad;Normal;Quarter;2;0;739.0423
635139752423006332;tPad;Normal;Quarter;2;1;6484.3709
635139752478839525;tPad;Normal;Quarter;2;2;4787.2738
635139752543883246;tPad;Clipped;Quarter;0;0;5699.326
635139752607476883;tPad;Clipped;Quarter;0;1;5583.3193
635139752622107720;tPad;Clipped;Quarter;0;2;694.0397
635139752685401340;tPad;Clipped;Quarter;1;0;5615.3212
635139752698322079;tPad;Clipped;Quarter;1;1;556.0318
635139752768876115;tPad;Clipped;Quarter;1;2;6379.3649
635139752785717078;tPad;Clipped;Quarter;2;0;887.0507
